x = -328.627, y = -393.701, z = 140.2143, angle = 144.3893, collision = h0003B2
x = -511.8702, y = -410.9271, z = 2.701536, angle = -86.46882, collision = h0502B2
x = -510.7139, y = -411.0423, z = 2.738368, angle = -8.207524, collision = h0502B2
x = -510.7602, y = -411.2227, z = 1.719698, angle = 93.78963, collision = h0502B2
x = -512.0854, y = -410.7289, z = 3.81156, angle = -143.3113, collision = h0502B2
x = -511.117, y = -410.7215, z = 4.677331, angle = -100.8606, collision = h0502B2
x = -510.0591, y = -410.8182, z = 4.879328, angle = -87.85924, collision = h0502B2
x = -508.6873, y = -411.0472, z = 4.405203, angle = -11.42344, collision = h0502B2
x = -508.3307, y = -411.2618, z = 3.181219, angle = -1.540973, collision = h0502B2
x = -508.2728, y = -411.44, z = 1.965152, angle = -29.00087, collision = h0502B2
x = -507.7341, y = -411.7046, z = 0.7440338, angle = -48.04424, collision = h0502B2
x = -506.8859, y = -411.9471, z = -0.0928783, angle = -47.35007, collision = h0502B2
x = -505.9021, y = -412.2171, z = -1.00491, angle = -49.82702, collision = h0502B2
x = -504.9514, y = -412.3582, z = -1.726662, angle = -100.3653, collision = h0502B2
x = -503.4963, y = -412.3334, z = -1.451816, angle = -159.9196, collision = h0502B2
x = -503.0067, y = -412.1699, z = -0.4295758, angle = 154.6239, collision = h0502B2
x = -503.4918, y = -411.963, z = 0.7452815, angle = 152.405, collision = h0502B2
x = -504.0796, y = -411.7559, z = 1.861706, angle = 148.4808, collision = h0502B2
x = -504.6235, y = -411.5452, z = 2.945015, angle = -165.3836, collision = h0502B2
x = -504.368, y = -411.321, z = 4.226896, angle = -144.0953, collision = h0502B2
x = -503.6516, y = -411.1659, z = 5.196986, angle = -84.0097, collision = h0502B2
x = -502.3846, y = -411.192, z = 5.248162, angle = -51.84579, collision = h0502B2
x = -501.4364, y = -411.3467, z = 4.537468, angle = -33.43652, collision = h0502B2
x = -500.5451, y = -411.6013, z = 3.264429, angle = -26.60079, collision = h0502B2
x = -500.0039, y = -411.7912, z = 2.208218, angle = -18.78432, collision = h0502B2
x = -499.5814, y = -412.0078, z = 0.96795, angle = -14.81128, collision = h0502B2
x = -499.2514, y = -412.2125, z = -0.2132163, angle = -13.07985, collision = h0502B2
x = -498.9656, y = -412.4228, z = -1.433327, angle = -10.69486, collision = h0502B2
x = -498.7198, y = -412.6257, z = -2.696567, angle = -8.772572, collision = h0502B2
x = -498.5252, y = -412.8101, z = -3.898514, angle = -9.456957, collision = h0502B2
x = -498.2748, y = -412.9517, z = -5.222393, angle = -14.91526, collision = h0502B2
x = -497.9669, y = -413.0548, z = -6.379725, angle = -15.5102, collision = h0502B2
x = -497.5523, y = -413.1884, z = -7.876894, angle = -16.05839, collision = h0502B2
x = -497.2235, y = -413.2906, z = -9.021789, angle = -16.86998, collision = h0502B2
x = -496.8346, y = -413.4052, z = -10.30227, angle = -19.49507, collision = h0502B2
x = -496.407, y = -413.5276, z = -11.42287, angle = -54.0873, collision = h0502B2
x = -495.4033, y = -413.6613, z = -12.17564, angle = -110.1133, collision = h0502B2
x = -494.2215, y = -413.6969, z = -11.89699, angle = -150.5171, collision = h0502B2
x = -493.5807, y = -413.5815, z = -10.87658, angle = 159.3284, collision = h0502B2
x = -493.8937, y = -413.38, z = -9.636843, angle = 153.0132, collision = h0502B2
x = -494.4719, y = -413.2763, z = -8.56998, angle = 161.6712, collision = h0502B2
x = -494.928, y = -413.161, z = -7.288572, angle = 154.975, collision = h0502B2
x = -495.5043, y = -413.0459, z = -6.021309, angle = 159.9274, collision = h0502B2
x = -495.9798, y = -412.8912, z = -4.756929, angle = 157.212, collision = h0502B2
x = -496.4349, y = -412.7477, z = -3.657148, angle = 153.6835, collision = h0502B2
x = -497.0175, y = -412.5727, z = -2.469272, angle = 149.899, collision = h0502B2
x = -497.6204, y = -412.4121, z = -1.413521, angle = 147.1661, collision = h0502B2
x = -499.4073, y = -411.5169, z = 3.907837, angle = -136.1946, collision = h0502B2
x = -498.5216, y = -411.3697, z = 4.860381, angle = -120.3763, collision = h0502B2
x = -497.4797, y = -411.2791, z = 5.510573, angle = -101.4567, collision = h0502B2
x = -496.2724, y = -411.2155, z = 5.789923, angle = -31.62039, collision = h0502B2
x = -495.3988, y = -411.3542, z = 5.028373, angle = -6.145203, collision = h0502B2
x = -495.2607, y = -411.5609, z = 3.820323, angle = -14.0132, collision = h0502B2
x = -494.9979, y = -411.768, z = 2.496336, angle = -21.07673, collision = h0502B2
x = -494.5873, y = -411.9419, z = 1.373635, angle = -13.92564, collision = h0502B2
x = -494.2471, y = -412.1444, z = 0.07430075, angle = -11.52417, collision = h0502B2
x = -493.9701, y = -412.3549, z = -1.29706, angle = -4.476151, collision = h0502B2
x = -493.8254, y = -412.5581, z = -2.622262, angle = -16.25244, collision = h0502B2
x = -493.5085, y = -412.7238, z = -3.78547, angle = -13.46867, collision = h0502B2
x = -493.2084, y = -412.8895, z = -5.030967, angle = -17.05066, collision = h0502B2
x = -492.8899, y = -413.0509, z = -6.24754, angle = -21.70271, collision = h0502B2
x = -492.4499, y = -413.1922, z = -7.390141, angle = -25.75722, collision = h0502B2
x = -491.8822, y = -413.3013, z = -8.58372, angle = -26.05802, collision = h0502B2
x = -491.3474, y = -413.49, z = -9.671821, angle = -31.52769, collision = h0502B2
x = -490.6502, y = -413.6949, z = -10.83071, angle = -39.10975, collision = h0502B2
x = -489.7695, y = -413.8846, z = -11.9075, angle = -50.19154, collision = h0502B2
x = -488.7444, y = -414.0469, z = -12.78296, angle = -67.30359, collision = h0502B2
x = -487.6629, y = -414.1467, z = -13.18294, angle = -141.4375, collision = h0502B2
x = -486.7978, y = -414.0576, z = -12.26463, angle = -179.2628, collision = h0502B2
x = -486.7131, y = -413.9055, z = -11.15103, angle = 152.7253, collision = h0502B2
x = -487.3706, y = -413.6954, z = -9.947945, angle = 159.2383, collision = h0502B2
x = -487.9164, y = -413.4619, z = -8.680898, angle = 147.4516, collision = h0502B2
x = -488.7065, y = -413.2389, z = -7.552112, angle = 135.9472, collision = h0502B2
x = -489.4579, y = -413.0799, z = -6.777945, angle = 133.9195, collision = h0502B2
x = -490.4522, y = -412.9383, z = -5.674359, angle = 153.1992, collision = h0502B2
x = -490.9879, y = -412.8031, z = -4.627887, angle = 151.4242, collision = h0502B2
x = -491.5931, y = -412.6627, z = -3.53568, angle = 146.8, collision = h0502B2
x = -492.3001, y = -412.5142, z = -2.455776, angle = 148.9614, collision = h0502B2
x = -492.9274, y = -412.3604, z = -1.413389, angle = 153.0728, collision = h0502B2
x = -495.1438, y = -411.1445, z = 6.002834, angle = -170.5548, collision = h0502B2
x = -494.9466, y = -410.8744, z = 7.273574, angle = -152.049, collision = h0502B2
x = -494.4114, y = -410.6272, z = 8.39641, angle = -110.0251, collision = h0502B2
x = -493.3596, y = -410.4922, z = 8.924533, angle = -61.06596, collision = h0502B2
x = -492.1711, y = -410.5653, z = 8.441294, angle = -36.23074, collision = h0502B2
x = -491.4236, y = -410.7481, z = 7.487924, angle = -16.33019, collision = h0502B2
x = -491.0016, y = -411.0048, z = 6.207078, angle = -6.466058, collision = h0502B2
x = -490.8079, y = -411.2882, z = 4.829578, angle = -12.56227, collision = h0502B2
x = -490.5025, y = -411.5559, z = 3.514187, angle = -11.31159, collision = h0502B2
x = -490.2666, y = -411.7466, z = 2.348011, angle = -1.145477, collision = h0502B2
x = -490.2229, y = -411.95, z = 1.030325, angle = 5.676434, collision = h0502B2
x = -490.3298, y = -412.1389, z = -0.182156, angle = 11.33176, collision = h0502B2
x = -490.569, y = -412.3336, z = -1.422178, angle = 15.46632, collision = h0502B2
x = -490.8909, y = -412.5284, z = -2.656513, angle = 3.468807, collision = h0502B2
x = -490.4521, y = -413.1549, z = -7.262702, angle = -13.64452, collision = h0502B2
x = -490.1646, y = -413.3551, z = -8.466168, angle = -15.56151, collision = h0502B2
x = -489.8133, y = -413.5506, z = -9.655664, angle = -42.50748, collision = h0502B2
x = -489.0208, y = -413.7351, z = -10.65464, angle = -86.22446, collision = h0502B2
x = -487.8523, y = -413.8108, z = -10.83615, angle = -127.9322, collision = h0502B2
x = -486.305, y = -413.5641, z = -8.994719, angle = -170.6001, collision = h0502B2
x = -486.0621, y = -413.3369, z = -7.674398, angle = -171.2651, collision = h0502B2
x = -485.8482, y = -413.0974, z = -6.289279, angle = -172.9858, collision = h0502B2
x = -485.684, y = -412.868, z = -4.96908, angle = -175.2061, collision = h0502B2
x = -485.5821, y = -412.6571, z = -3.764211, angle = 166.1187, collision = h0502B2
x = -485.8175, y = -412.4423, z = -2.51769, angle = 158.6506, collision = h0502B2
x = -486.2675, y = -412.2689, z = -1.337095, angle = 156.4627, collision = h0502B2
x = -486.7593, y = -412.1014, z = -0.2172024, angle = 159.4512, collision = h0502B2
x = -487.2413, y = -411.9135, z = 1.019049, angle = 177.3473, collision = h0502B2
x = -487.3501, y = -411.7254, z = 2.216024, angle = -173.1828, collision = h0502B2
x = -487.1568, y = -411.5081, z = 3.550085, angle = -149.8844, collision = h0502B2
x = -486.5515, y = -411.2766, z = 4.675139, angle = -111.3241, collision = h0502B2
x = -485.1433, y = -411.1645, z = 5.188148, angle = -93.01649, collision = h0502B2
x = -483.9603, y = -411.1375, z = 5.280091, angle = -50.77869, collision = h0502B2
x = -482.9251, y = -411.2728, z = 4.568887, angle = -6.030702, collision = h0502B2
x = -482.7194, y = -411.4614, z = 3.37556, angle = 4.306038, collision = h0502B2
x = -482.8118, y = -411.6612, z = 2.126477, angle = -3.931293, collision = h0502B2
x = -482.7781, y = -411.8645, z = 0.8419591, angle = -0.3418646, collision = h0502B2
x = -482.7578, y = -412.0602, z = -0.3752024, angle = 3.964679, collision = h0502B2
x = -482.8347, y = -412.2901, z = -1.720975, angle = 2.734398, collision = h0502B2
x = -482.9064, y = -412.4943, z = -2.916033, angle = -0.8763816, collision = h0502B2
x = -482.8792, y = -412.7852, z = -4.467714, angle = -22.07486, collision = h0502B2
x = -482.4957, y = -412.9954, z = -5.588791, angle = -25.12385, collision = h0502B2
x = -481.9333, y = -413.2152, z = -6.802844, angle = -27.0751, collision = h0502B2
x = -481.3829, y = -413.4084, z = -7.871401, angle = -36.4306, collision = h0502B2
x = -480.6339, y = -413.594, z = -8.904938, angle = -34.75278, collision = h0502B2
x = -480.1117, y = -413.8256, z = -10.1817, angle = -2.269576, collision = h0502B2
x = -480.0087, y = -414.0785, z = -11.56018, angle = -27.59556, collision = h0502B2
x = -479.34, y = -414.2567, z = -12.7582, angle = -46.21277, collision = h0502B2
x = -478.5595, y = -414.3447, z = -13.48353, angle = -106.7807, collision = h0502B2
x = -477.2999, y = -414.2729, z = -13.07564, angle = -137.9142, collision = h0502B2
x = -476.3449, y = -414.0923, z = -11.87932, angle = -151.4976, collision = h0502B2
x = -475.7838, y = -413.8937, z = -10.84552, angle = -153.6986, collision = h0502B2
x = -475.2082, y = -413.6548, z = -9.686579, angle = -161.6827, collision = h0502B2
x = -474.8168, y = -413.416, z = -8.508645, angle = 178.5508, collision = h0502B2
x = -474.8098, y = -413.1778, z = -7.276892, angle = 166.8272, collision = h0502B2
x = -475.0648, y = -412.9266, z = -5.792029, angle = -172.7346, collision = h0502B2
x = -474.9329, y = -412.7186, z = -4.576729, angle = -173.3889, collision = h0502B2
x = -474.7782, y = -412.4925, z = -3.257011, angle = 178.7045, collision = h0502B2
x = -474.7805, y = -412.287, z = -2.050885, angle = 160.55, collision = h0502B2
x = -475.176, y = -412.0699, z = -0.7598358, angle = 161.4841, collision = h0502B2
x = -475.5601, y = -411.8808, z = 0.3661865, angle = 166.6827, collision = h0502B2
x = -475.8687, y = -411.6633, z = 1.655985, angle = 179.2224, collision = h0502B2
x = -475.9275, y = -411.458, z = 2.863433, angle = -175.0207, collision = h0502B2
x = -475.8084, y = -411.2411, z = 4.131153, angle = -165.5947, collision = h0502B2
x = -475.5168, y = -411.0294, z = 5.360894, angle = -150.4487, collision = h0502B2
x = -474.7206, y = -410.813, z = 6.538659, angle = -97.41067, collision = h0502B2
x = -473.4856, y = -410.772, z = 6.825024, angle = -75.54488, collision = h0502B2
x = -472.3043, y = -410.8772, z = 6.552465, angle = -55.63494, collision = h0502B2
x = -471.1609, y = -411.0056, z = 5.846406, angle = -48.01015, collision = h0502B2
x = -470.2646, y = -411.1429, z = 5.051868, angle = -45.41408, collision = h0502B2
x = -469.3253, y = -411.3063, z = 4.090757, angle = -31.17516, collision = h0502B2
x = -468.7124, y = -411.4732, z = 3.066642, angle = -19.21664, collision = h0502B2
x = -468.2582, y = -411.6677, z = 1.841984, angle = -14.65375, collision = h0502B2
x = -467.9546, y = -411.8549, z = 0.64644, angle = -15.03132, collision = h0502B2
x = -467.5691, y = -412.0945, z = -0.7962209, angle = -14.69951, collision = h0502B2
x = -467.2514, y = -412.299, z = -2.004463, angle = -14.13949, collision = h0502B2
x = -466.949, y = -412.5016, z = -3.201123, angle = -13.312, collision = h0502B2
x = -466.6452, y = -412.6984, z = -4.475301, angle = -12.24709, collision = h0502B2
x = -466.3848, y = -412.8804, z = -5.666042, angle = -12.29485, collision = h0502B2
x = -466.0861, y = -413.0822, z = -6.987002, angle = -14.52072, collision = h0502B2
x = -465.7658, y = -413.243, z = -8.132961, angle = -25.68868, collision = h0502B2
x = -465.2135, y = -413.3692, z = -9.350082, angle = -25.57601, collision = h0502B2
x = -464.6934, y = -413.4815, z = -10.43658, angle = -25.99347, collision = h0502B2
x = -464.0237, y = -413.623, z = -11.80837, angle = -29.05337, collision = h0502B2
x = -463.4453, y = -413.7324, z = -12.87766, angle = -32.68167, collision = h0502B2
x = -462.7595, y = -413.8397, z = -13.94243, angle = -45.47495, collision = h0502B2
x = -461.8843, y = -413.9378, z = -14.86463, angle = -47.74093, collision = h0502B2
x = -460.9869, y = -414.0437, z = -15.69234, angle = -44.9399, collision = h0502B2
x = -460.0341, y = -414.1622, z = -16.62928, angle = -42.41344, collision = h0502B2
x = -459.2194, y = -414.2752, z = -17.51485, angle = -38.03562, collision = h0502B2
x = -458.3842, y = -414.4215, z = -18.57558, angle = -19.16714, collision = h0502B2
x = -457.9418, y = -414.6009, z = -19.67495, angle = -9.141238, collision = h0502B2
x = -457.692, y = -414.7991, z = -21.19986, angle = 2.781335, collision = h0502B2
x = -457.7309, y = -414.8015, z = -22.39395, angle = 10.59107, collision = h0502B2
x = -457.9554, y = -414.8659, z = -23.67546, angle = 4.336364, collision = h0502B2
x = -458.0591, y = -414.9443, z = -24.90768, angle = 3.872608, collision = h0502B2
x = -458.1438, y = -415.0253, z = -26.14821, angle = 2.847465, collision = h0502B2
x = -458.2164, y = -414.983, z = -27.42793, angle = 7.925246, collision = h0502B2
x = -458.351, y = -414.889, z = -28.82504, angle = -12.48956, collision = h0502B2
x = -458.3699, y = -414.8028, z = -29.91877, angle = 45.03524, collision = h0502B2
x = -459.1277, y = -414.7047, z = -30.67381, angle = 56.38328, collision = h0502B2
x = -460.2902, y = -414.3725, z = -31.40652, angle = 77.15159, collision = h0502B2
x = -461.6331, y = -414.2109, z = -31.74477, angle = 77.25334, collision = h0502B2
x = -462.8342, y = -414.1351, z = -32.01573, angle = 112.2028, collision = h0502B2
x = -463.9202, y = -414.2154, z = -31.67292, angle = 138.6549, collision = h0502B2
x = -464.9483, y = -414.5237, z = -30.50302, angle = 138.6056, collision = h0502B2
x = -465.7831, y = -414.6513, z = -29.52291, angle = 136.5167, collision = h0502B2
x = -466.6383, y = -414.7935, z = -28.61859, angle = 136.7118, collision = h0502B2
x = -467.4856, y = -414.7937, z = -27.71946, angle = 140.1448, collision = h0502B2
x = -468.2824, y = -414.7939, z = -26.69892, angle = -168.9445, collision = h0502B2
x = -468.1534, y = -414.7944, z = -25.50636, angle = -147.7979, collision = h0502B2
x = -467.4745, y = -414.7949, z = -24.34247, angle = -150.8256, collision = h0502B2
x = -466.8458, y = -414.7953, z = -23.34232, angle = -164.0415, collision = h0502B2
x = -466.5641, y = -414.7959, z = -21.84281, angle = 153.5372, collision = h0502B2
x = -467.0483, y = -414.7962, z = -20.76358, angle = 139.732, collision = h0502B2
x = -467.895, y = -414.7852, z = -19.74609, angle = 125.1285, collision = h0502B2
x = -468.8703, y = -414.7469, z = -19.02933, angle = 112.8328, collision = h0502B2
x = -470.0337, y = -414.7333, z = -18.5193, angle = 124.5224, collision = h0502B2
x = -471.1143, y = -414.6869, z = -17.87486, angle = 144.2045, collision = h0502B2
x = -471.8489, y = -414.5466, z = -16.90022, angle = 120.5313, collision = h0502B2
x = -472.8875, y = -414.4857, z = -16.1255, angle = 85.91474, collision = h0502B2
x = -474.0862, y = -414.5785, z = -16.14482, angle = 72.27852, collision = h0502B2
x = -475.5615, y = -414.7579, z = -16.60034, angle = 78.87218, collision = h0502B2
x = -476.723, y = -414.7666, z = -16.87283, angle = 90.85095, collision = h0502B2
x = -478.0668, y = -414.7715, z = -16.8884, angle = 92.07095, collision = h0502B2
x = -479.2621, y = -414.7751, z = -16.85391, angle = 86.75999, collision = h0502B2
x = -480.564, y = -414.7807, z = -16.91887, angle = 82.06534, collision = h0502B2
x = -481.7887, y = -414.7877, z = -17.07984, angle = 77.76044, collision = h0502B2
x = -483.0063, y = -414.795, z = -17.33679, angle = 73.70255, collision = h0502B2
x = -484.2615, y = -414.7946, z = -17.64502, angle = 93.69387, collision = h0502B2
x = -485.4737, y = -414.7794, z = -17.57122, angle = 89.91452, collision = h0502B2
x = -486.8296, y = -414.712, z = -17.54519, angle = 86.45423, collision = h0502B2
x = -488.2194, y = -414.6581, z = -17.65464, angle = 71.06557, collision = h0502B2
