x = 1046.643, y = -330, z = 855.022, angle = -173.3502, collision = h0100B1
x = 951.0898, y = -405, z = 929.5665, angle = 94.87341, collision = h0105B1
x = 949.7739, y = -405, z = 929.6548, angle = 78.24358, collision = h0105B1
x = 948.34, y = -405, z = 929.2904, angle = 36.33839, collision = h0105B1
x = 947.8721, y = -405, z = 928.2432, angle = -95.17478, collision = h0105B1
x = 949.1176, y = -405, z = 928.6581, angle = -167.2421, collision = h0105B1
x = 952.6389, y = -405, z = 928.1102, angle = 13.38671, collision = h0105B1
x = 952.4424, y = -405, z = 927.124, angle = 37.36198, collision = h0105B1
x = 951.4434, y = -405, z = 926.3073, angle = 83.47299, collision = h0105B1
x = 951.2849, y = -405.0001, z = 925.1229, angle = 33.959, collision = h0105B1
x = 950.8174, y = -405.0001, z = 924.2377, angle = -53.5805, collision = h0105B1
x = 951.6238, y = -405.0001, z = 923.3735, angle = -7.436915, collision = h0105B1
x = 951.8145, y = -405.0001, z = 921.9, angle = 0.8654123, collision = h0105B1
x = 951.7732, y = -405, z = 920.5796, angle = 13.10495, collision = h0105B1
x = 951.2736, y = -405, z = 919.2119, angle = 69.51264, collision = h0105B1
x = 950.0194, y = -405, z = 918.7728, angle = 103.7504, collision = h0105B1
x = 948.7578, y = -405, z = 918.7323, angle = 84.66917, collision = h0105B1
x = 947.4767, y = -405, z = 918.704, angle = 99.61417, collision = h0105B1
x = 946.0428, y = -405, z = 918.8167, angle = 101.7902, collision = h0105B1
x = 945.4219, y = -405, z = 919.6822, angle = -83.88123, collision = h0105B1
x = 946.8916, y = -405, z = 917.7219, angle = -92.90868, collision = h0105B1
x = 949.2111, y = -405, z = 917.8326, angle = -73.0361, collision = h0105B1
x = 950.1928, y = -405, z = 917.5518, angle = -70.76537, collision = h0105B1
x = 951.4913, y = -405, z = 917.0917, angle = -97.04842, collision = h0105B1
x = 952.8132, y = -405.0555, z = 917.1724, angle = -106.887, collision = h0105B1
x = 954.0023, y = -405.1927, z = 917.1309, angle = -64.23095, collision = h0105B1
x = 954.9357, y = -405.2827, z = 916.6985, angle = -70.54855, collision = h0105B1
x = 955.8895, y = -405.3642, z = 916.3654, angle = -72.71295, collision = h0105B1
x = 957.1711, y = -405.1755, z = 915.9821, angle = -79.61543, collision = h0105B1
x = 958.6337, y = -405, z = 915.7084, angle = -78.06555, collision = h0105B1
x = 959.7216, y = -405, z = 915.4781, angle = -77.15523, collision = h0105B1
x = 960.7333, y = -405, z = 915.2479, angle = -77.15523, collision = h0105B1
x = 961.7346, y = -405, z = 914.1713, angle = -92.96664, collision = h0105B1
x = 962.8781, y = -405, z = 913.9553, angle = -96.42873, collision = h0105B1
x = 964.3287, y = -405, z = 913.9089, angle = -84.37933, collision = h0105B1
x = 965.6177, y = -405, z = 913.9137, angle = -145.7381, collision = h0105B1
x = 965.8027, y = -405, z = 915.1205, angle = 96.51426, collision = h0105B1
x = 964.6458, y = -405, z = 914.9113, angle = 21.355, collision = h0105B1
x = 958.5894, y = -405.0661, z = 916.7325, angle = -139.952, collision = h0105B1
x = 959.3635, y = -405.0994, z = 917.8452, angle = -172.917, collision = h0105B1
x = 959.496, y = -405.1278, z = 919.2708, angle = -176.8236, collision = h0105B1
x = 959.6277, y = -405.1591, z = 920.6227, angle = -158.9985, collision = h0105B1
x = 960.1329, y = -405.1429, z = 922.0207, angle = -158.2141, collision = h0105B1
x = 960.4395, y = -405.1553, z = 923.3085, angle = 178.3854, collision = h0105B1
x = 960.3698, y = -405.1324, z = 924.7817, angle = 171.6004, collision = h0105B1
x = 960.173, y = -405.1314, z = 926.0869, angle = 169.6052, collision = h0105B1
x = 953.7689, y = -405, z = 927.3357, angle = -12.8814, collision = h0105B1
x = 954.207, y = -405.0908, z = 925.9993, angle = -58.67598, collision = h0105B1
x = 955.2579, y = -405.2072, z = 925.2079, angle = -21.3196, collision = h0105B1
x = 955.7268, y = -405.2905, z = 923.8066, angle = -19.10184, collision = h0105B1
x = 956.1772, y = -405.3668, z = 922.5717, angle = -42.06267, collision = h0105B1
x = 957.0996, y = -405.3912, z = 921.7383, angle = -81.00808, collision = h0105B1
x = 958.4816, y = -405.2729, z = 921.4926, angle = -81.44084, collision = h0105B1
x = 960.8, y = -405.0732, z = 920.9891, angle = -65.25968, collision = h0105B1
x = 961.9835, y = -405, z = 920.4001, angle = -61.01836, collision = h0105B1
x = 963.321, y = -405, z = 919.7556, angle = -78.65175, collision = h0105B1
x = 964.6113, y = -404.8203, z = 919.5123, angle = -96.67438, collision = h0105B1
x = 965.6248, y = -404.2665, z = 919.55, angle = -81.71375, collision = h0105B1
x = 966.9383, y = -403.5217, z = 919.4161, angle = -90.34837, collision = h0105B1
x = 967.9304, y = -402.975, z = 919.4221, angle = -89.87566, collision = h0105B1
x = 969.2377, y = -402.2364, z = 919.3063, angle = -65.21857, collision = h0105B1
x = 970.1403, y = -401.6773, z = 918.8953, angle = -65.48051, collision = h0105B1
x = 970.997, y = -401.1326, z = 918.4091, angle = -52.00409, collision = h0105B1
x = 969.8444, y = -401.6991, z = 917.9376, angle = 94.26936, collision = h0105B1
x = 968.4889, y = -402.4626, z = 918.042, angle = 95.06938, collision = h0105B1
x = 967.5022, y = -403.022, z = 918.1415, angle = 109.1459, collision = h0105B1
x = 966.2524, y = -403.7825, z = 918.6195, angle = 124.6992, collision = h0105B1
x = 960.5646, y = -405.0641, z = 919.9321, angle = 81.21376, collision = h0105B1
x = 958.299, y = -405.2471, z = 919.8718, angle = 108.1456, collision = h0105B1
x = 957.3024, y = -405.3435, z = 920.1931, angle = 105.1485, collision = h0105B1
x = 955.9333, y = -405.3577, z = 920.5355, angle = 98.97453, collision = h0105B1
x = 954.5913, y = -405.2112, z = 920.7523, angle = 99.57096, collision = h0105B1
x = 953.233, y = -405.0887, z = 920.9834, angle = 100.8087, collision = h0105B1
x = 950.9058, y = -405, z = 921.4606, angle = 104.2589, collision = h0105B1
x = 949.9259, y = -405, z = 921.7069, angle = 108.5078, collision = h0105B1
x = 948.6789, y = -405, z = 922.1854, angle = 120.195, collision = h0105B1
x = 947.6788, y = -404.3682, z = 922.7739, angle = 120.3685, collision = h0105B1
x = 946.8971, y = -403.8643, z = 923.2319, angle = 120.3685, collision = h0105B1
x = 946.1658, y = -403.3401, z = 924.0792, angle = 121.2702, collision = h0105B1
x = 945.4025, y = -402.8336, z = 924.6546, angle = 101.9063, collision = h0105B1
x = 944.0516, y = -402.0382, z = 924.9911, angle = 115.9001, collision = h0105B1
x = 943.2013, y = -401.5155, z = 925.3524, angle = 124.1973, collision = h0105B1
x = 942.4088, y = -401.0087, z = 925.8896, angle = 124.6916, collision = h0105B1
x = 941.5184, y = -401, z = 926.5573, angle = 129.5945, collision = h0105B1
x = 940.6846, y = -401, z = 927.2534, angle = 130.0812, collision = h0105B1
x = 948.6971, y = -404.8505, z = 923.3128, angle = -97.8697, collision = h0105B1
x = 949.6963, y = -405, z = 923.4459, angle = -123.8558, collision = h0105B1
x = 949.792, y = -405, z = 924.8557, angle = 71.10427, collision = h0105B1
x = 948.5605, y = -404.6112, z = 924.4208, angle = 78.53142, collision = h0105B1
x = 947.5873, y = -404.1116, z = 924.1669, angle = 101.3217, collision = h0105B1
x = 946.1646, y = -403.1183, z = 925.5742, angle = 133.5621, collision = h0105B1
x = 945.2043, y = -402.4674, z = 926.3912, angle = 47.84039, collision = h0105B1
x = 943.1188, y = -401.6601, z = 924.0669, angle = 114.3684, collision = h0105B1
x = 942.213, y = -401.1133, z = 924.384, angle = 165.998, collision = h0105B1
x = 939.4775, y = -401, z = 926.6335, angle = 51.381, collision = h0105B1
x = 938.2346, y = -401.0001, z = 925.9936, angle = 122.1046, collision = h0105B1
x = 937.363, y = -401.0003, z = 926.8532, angle = -179.2918, collision = h0105B1
x = 937.3878, y = -401.0004, z = 928.3394, angle = -179.817, collision = h0105B1
x = 937.0037, y = -401.0006, z = 929.439, angle = 51.52641, collision = h0105B1
x = 935.7887, y = -401.0006, z = 928.6364, angle = 39.79111, collision = h0105B1
x = 935.0582, y = -401.0005, z = 927.572, angle = 6.934937, collision = h0105B1
x = 934.4996, y = -401.0002, z = 926.3002, angle = 106.8504, collision = h0105B1
x = 933.5209, y = -401, z = 926.8604, angle = -155.2915, collision = h0105B1
x = 933.9331, y = -401.0002, z = 927.9468, angle = -152.1479, collision = h0105B1
x = 934.522, y = -401.0004, z = 928.9811, angle = -177.8103, collision = h0105B1
x = 933.563, y = -401, z = 925.8024, angle = -3.235174, collision = h0105B1
x = 936.1893, y = -401.0005, z = 927.2535, angle = -82.12796, collision = h0105B1
x = 938.5033, y = -401.0001, z = 927.256, angle = -116.0057, collision = h0105B1
x = 939.4979, y = -401, z = 927.7305, angle = -115.0189, collision = h0105B1
x = 940.6268, y = -401, z = 928.2654, angle = -102.1215, collision = h0105B1
x = 941.6343, y = -401, z = 928.4957, angle = -66.11597, collision = h0105B1
x = 942.8785, y = -401.0001, z = 927.9183, angle = -59.33988, collision = h0105B1
x = 943.7465, y = -401.5078, z = 927.4395, angle = -59.01203, collision = h0105B1
x = 947.6799, y = -403.9975, z = 925.2846, angle = -145.6443, collision = h0105B1
x = 948.4551, y = -404.2953, z = 926.164, angle = -75.67564, collision = h0105B1
x = 949.2834, y = -404.8076, z = 925.7912, angle = -55.88918, collision = h0105B1
x = 952.474, y = -405.0595, z = 922.7259, angle = -55.84107, collision = h0105B1
x = 953.4667, y = -405.1393, z = 922.1559, angle = -78.01974, collision = h0105B1
x = 954.5151, y = -405.2359, z = 922.0624, angle = -91.27402, collision = h0105B1
x = 954.5611, y = -405.2109, z = 923.3968, angle = -168.8301, collision = h0105B1
x = 954.0884, y = -405.1401, z = 924.3104, angle = 110.1933, collision = h0105B1
x = 952.9716, y = -405.05, z = 924.4352, angle = 79.03372, collision = h0105B1
x = 945.9468, y = -403.4057, z = 922.8182, angle = 74.35613, collision = h0105B1
x = 944.1466, y = -401.8679, z = 926.4975, angle = 146.27, collision = h0105B1
x = 941.3527, y = -401, z = 925.1936, angle = 73.2953, collision = h0105B1
x = 939.9274, y = -401, z = 924.7658, angle = 80.40725, collision = h0105B1
x = 938.7081, y = -401, z = 924.8767, angle = 171.6779, collision = h0105B1
x = 933.4993, y = -401.0002, z = 929.475, angle = 133.9229, collision = h0105B1
x = 940.3732, y = -401, z = 926.038, angle = -75.81731, collision = h0105B1
x = 952.7994, y = -405, z = 925.6059, angle = -140.4713, collision = h0105B1
x = 958.5016, y = -405.3786, z = 926.8029, angle = -46.91665, collision = h0105B1
x = 959.229, y = -405.244, z = 922.8554, angle = 28.24921, collision = h0105B1
x = 953.091, y = -405.0474, z = 919.8412, angle = 8.591913, collision = h0105B1
x = 952.9509, y = -405.0587, z = 918.3817, angle = -37.38011, collision = h0105B1
x = 963.2272, y = -405, z = 914.9315, angle = -121.7682, collision = h0105B1
x = 964.2518, y = -405, z = 915.8715, angle = 85.86252, collision = h0105B1
x = 960.5447, y = -405, z = 916.6376, angle = 164.4621, collision = h0105B1
