x = -170.2277, y = -98.06839, z = -48.69937, angle = 117.8827, collision = h0007B0
x = -180.4013, y = -94.77414, z = -13.37457, angle = 55.85587, collision = h0070B0
x = -181.3652, y = -94.77465, z = -13.6807, angle = 41.68089, collision = h0070B0
x = -182.274, y = -94.77453, z = -13.22909, angle = 132.7612, collision = h0070B0
x = -183.2763, y = -94.77448, z = -13.67991, angle = -58.44658, collision = h0070B0
x = -177.3438, y = -94.7732, z = -13.279, angle = -90.01694, collision = h0070B0
x = -176.0103, y = -94.77312, z = -13.49034, angle = -10.31686, collision = h0070B0
x = -174.7908, y = -94.77408, z = -14.16858, angle = -79.78942, collision = h0070B0
x = -173.7822, y = -94.77452, z = -14.42804, angle = -72.63155, collision = h0070B0
x = -172.6427, y = -94.77508, z = -14.73719, angle = 9.280697, collision = h0070B0
x = -172.7996, y = -94.81507, z = -15.86468, angle = 95.42805, collision = h0070B0
x = -174.2296, y = -94.77549, z = -15.81083, angle = 137.8937, collision = h0070B0
x = -172.0755, y = -94.77302, z = -13.75421, angle = -96.08352, collision = h0070B0
x = -171.0339, y = -94.77306, z = -13.64665, angle = -72.57182, collision = h0070B0
x = -169.7606, y = -94.77296, z = -13.91792, angle = -87.89686, collision = h0070B0
x = -168.7341, y = -94.77293, z = -13.97787, angle = -69.2182, collision = h0070B0
x = -167.7383, y = -94.77268, z = -14.66222, angle = -27.96184, collision = h0070B0
x = -167.0977, y = -94.77276, z = -15.56625, angle = -143.3885, collision = h0070B0
x = -166.2893, y = -94.77299, z = -14.96816, angle = -164.4064, collision = h0070B0
x = -165.9317, y = -94.77309, z = -13.94267, angle = -134.7117, collision = h0070B0
x = -164.8936, y = -94.7734, z = -13.25527, angle = -86.39735, collision = h0070B0
x = -163.4551, y = -94.77372, z = -13.22615, angle = -105.0395, collision = h0070B0
x = -162.0562, y = -94.77372, z = -13.02368, angle = -51.35483, collision = h0070B0
x = -160.9027, y = -94.77372, z = -13.85775, angle = -6.670636, collision = h0070B0
x = -160.7349, y = -94.77372, z = -15.18987, angle = -36.21067, collision = h0070B0
x = -160.0645, y = -94.77372, z = -16.16513, angle = -84.68698, collision = h0070B0
x = -158.653, y = -94.77372, z = -16.27671, angle = -105.5401, collision = h0070B0
x = -157.2481, y = -94.77372, z = -16.00826, angle = -96.46545, collision = h0070B0
x = -155.8237, y = -94.77372, z = -15.85244, angle = -83.19459, collision = h0070B0
x = -154.3989, y = -94.77372, z = -15.99691, angle = -82.91048, collision = h0070B0
x = -152.9757, y = -94.77372, z = -16.12939, angle = -157.4247, collision = h0070B0
x = -153.0505, y = -94.77372, z = -14.98311, angle = -157.6059, collision = h0070B0
x = -152.5984, y = -94.77372, z = -13.79634, angle = -132.6475, collision = h0070B0
x = -151.4913, y = -94.77372, z = -12.96931, angle = -92.84061, collision = h0070B0
x = -150.9443, y = -94.77372, z = -12.03163, angle = 160.293, collision = h0070B0
x = -151.4134, y = -94.77372, z = -10.68508, angle = 178.427, collision = h0070B0
x = -151.2905, y = -94.77372, z = -9.311115, angle = -144.5229, collision = h0070B0
x = -150.9375, y = -94.77372, z = -8.262703, angle = -146.4452, collision = h0070B0
x = -150.9535, y = -94.77372, z = -6.984153, angle = 156.9745, collision = h0070B0
x = -151.5335, y = -94.77372, z = -5.679629, angle = 136.882, collision = h0070B0
x = -152.5631, y = -94.77372, z = -5.159915, angle = 47.52451, collision = h0070B0
x = -153.3018, y = -94.77372, z = -6.102128, angle = 43.02137, collision = h0070B0
x = -154.2489, y = -94.77372, z = -7.009822, angle = 102.913, collision = h0070B0
x = -155.4473, y = -94.77372, z = -6.79896, angle = 151.1716, collision = h0070B0
x = -156.2395, y = -94.77372, z = -5.943253, angle = 69.08185, collision = h0070B0
x = -157.3634, y = -94.77372, z = -6.318409, angle = 88.28587, collision = h0070B0
x = -155.0398, y = -94.77372, z = -5.79218, angle = 165.2041, collision = h0070B0
x = -157.3527, y = -94.77372, z = -7.750138, angle = 81.23532, collision = h0070B0
x = -157.7916, y = -94.77372, z = -8.952828, angle = -40.90154, collision = h0070B0
x = -157.1998, y = -94.77372, z = -9.779956, angle = -82.59175, collision = h0070B0
x = -155.9252, y = -94.77372, z = -9.845326, angle = -116.5918, collision = h0070B0
x = -155.0128, y = -94.77372, z = -9.392906, angle = -128.2164, collision = h0070B0
x = -153.9436, y = -94.77372, z = -8.584595, angle = -128.35, collision = h0070B0
x = -153.1575, y = -94.77372, z = -7.96452, angle = -129.551, collision = h0070B0
x = -152.0411, y = -94.77372, z = -7.326302, angle = -60.13464, collision = h0070B0
x = -152.1922, y = -94.77372, z = -11.46094, angle = 83.64069, collision = h0070B0
x = -153.3239, y = -94.77372, z = -11.5266, angle = 175.4864, collision = h0070B0
x = -153.3604, y = -94.77372, z = -10.184, angle = 176.5962, collision = h0070B0
x = -156.3446, y = -94.77372, z = -7.791319, angle = -4.654719, collision = h0070B0
x = -155.4231, y = -94.77372, z = -11.0111, angle = -1.522395, collision = h0070B0
x = -155.4899, y = -94.77372, z = -12.35804, angle = 34.50575, collision = h0070B0
x = -156.3561, y = -94.77372, z = -13.55703, angle = 53.2756, collision = h0070B0
x = -157.4416, y = -94.77372, z = -14.31798, angle = 76.97668, collision = h0070B0
x = -158.415, y = -94.77372, z = -14.56968, angle = 94.28061, collision = h0070B0
x = -159.6427, y = -94.77372, z = -14.45394, angle = 144.9266, collision = h0070B0
x = -160.3096, y = -94.77372, z = -12.81619, angle = -166.143, collision = h0070B0
x = -160.1276, y = -94.77372, z = -11.83286, angle = -144.3667, collision = h0070B0
x = -159.5274, y = -94.77372, z = -10.66297, angle = 109.5935, collision = h0070B0
x = -160.6136, y = -94.77372, z = -10.52917, angle = 27.05972, collision = h0070B0
x = -161.3465, y = -94.77372, z = -11.83303, angle = 53.66846, collision = h0070B0
x = -170.328, y = -94.77425, z = -14.82368, angle = 84.96062, collision = h0070B0
x = -171.878, y = -95.41573, z = -16.04843, angle = -100.9914, collision = h0070B0
x = -171.0836, y = -95.92875, z = -15.82819, angle = -98.04161, collision = h0070B0
x = -170.0726, y = -96.58179, z = -15.69843, angle = -89.79217, collision = h0070B0
x = -169.2276, y = -97.12775, z = -15.69571, angle = -66.91183, collision = h0070B0
x = -168.2857, y = -97.73606, z = -16.03165, angle = -49.16333, collision = h0070B0
x = -167.1344, y = -98.3979, z = -16.41069, angle = -120.8359, collision = h0070B0
x = -166.2534, y = -98.3979, z = -15.931, angle = -155.245, collision = h0070B0
x = -166.2471, y = -98.73812, z = -14.71927, angle = -178.0213, collision = h0070B0
x = -166.3464, y = -99.30072, z = -13.86349, angle = 165.9191, collision = h0070B0
x = -166.5296, y = -99.97216, z = -12.86128, angle = 174.7625, collision = h0070B0
x = -192.1968, y = -89.46745, z = -13.37594, angle = 89.59451, collision = h0058B0
x = -192.1199, y = -89.46837, z = -6.891613, angle = -164.7593, collision = h0058B0
x = -192.6471, y = -89.46197, z = 1.805755, angle = 95.97332, collision = h0058B0
x = -194.0402, y = -89.4625, z = 1.868446, angle = 59.96059, collision = h0058B0
x = -193.575, y = -95.23065, z = -22.36944, angle = -60.25279, collision = h0056B0
x = -191.8269, y = -95.3987, z = -23.21053, angle = -73.43546, collision = h0056B0
x = -190.7578, y = -95.43399, z = -23.92435, angle = -63.81323, collision = h0056B0
x = -188.5246, y = -95.43399, z = -24.48745, angle = -94.66721, collision = h0056B0
x = -187.1835, y = -95.43399, z = -24.36973, angle = -101.8062, collision = h0056B0
x = -185.7287, y = -95.43399, z = -24.29401, angle = -74.35123, collision = h0056B0
x = -181.6369, y = -95.43399, z = -24.94319, angle = -89.29773, collision = h0056B0
x = -180.6358, y = -95.43399, z = -24.9588, angle = -91.81274, collision = h0056B0
x = -179.2957, y = -95.43399, z = -24.91452, angle = -94.81906, collision = h0056B0
x = -178.2826, y = -95.43399, z = -24.83273, angle = -97.40913, collision = h0056B0
x = -176.9351, y = -95.43399, z = -24.65457, angle = -101.4296, collision = h0056B0
x = -175.9351, y = -95.43399, z = -24.45626, angle = -104.3561, collision = h0056B0
x = -173.3535, y = -95.22884, z = -21.67378, angle = 168.2664, collision = h0056B0
x = -170.4924, y = -95.22319, z = -18.87769, angle = -93.12733, collision = h0056B0
x = -169.1483, y = -95.22348, z = -18.6757, angle = -116.6347, collision = h0056B0
x = -168.0955, y = -94.9688, z = -18.18322, angle = -85.07227, collision = h0051B0
x = -166.7007, y = -94.24185, z = -18.34699, angle = -67.98866, collision = h0051B0
x = -165.3628, y = -93.54457, z = -18.35291, angle = -72.57535, collision = h0051B0
x = -163.9811, y = -92.82446, z = -18.35577, angle = -96.06943, collision = h0051B0
x = -162.5577, y = -92.08258, z = -18.20691, angle = -101.3977, collision = h0051B0
x = -161.1568, y = -91.35245, z = -17.90829, angle = -105.6375, collision = h0051B0
x = -159.7679, y = -90.62858, z = -17.75485, angle = -84.24352, collision = h0051B0
x = -158.4977, y = -89.96658, z = -17.88051, angle = -81.26212, collision = h0051B0
x = -157.0824, y = -89.23537, z = -18.10371, angle = -79.96854, collision = h0051B0
x = -155.666, y = -88.51826, z = -18.30788, angle = -87.67731, collision = h0051B0
x = -154.2351, y = -88.14904, z = -18.36317, angle = -85.82089, collision = h0051B0
x = -152.8068, y = -87.77934, z = -18.35814, angle = -91.08426, collision = h0051B0
x = -151.3873, y = -87.04816, z = -18.28822, angle = -99.24912, collision = h0051B0
x = -150.1236, y = -86.39727, z = -18.10637, angle = -99.36032, collision = h0051B0
x = -148.7124, y = -85.67035, z = -17.8608, angle = -104.0859, collision = h0051B0
x = -147.307, y = -84.94643, z = -17.72263, angle = -84.54733, collision = h0051B0
x = -145.8815, y = -84.21215, z = -17.86696, angle = -81.48096, collision = h0051B0
x = -144.4661, y = -83.48309, z = -18.08926, angle = -85.53716, collision = h0051B0
x = -143.0399, y = -82.74845, z = -18.17714, angle = -89.91067, collision = h0051B0
x = -141.7631, y = -82.09076, z = -18.17844, angle = -90.0423, collision = h0051B0
x = -140.3393, y = -81.35737, z = -18.17567, angle = -90.64199, collision = h0051B0
x = -138.8973, y = -81.07138, z = -18.15741, angle = -91.45396, collision = h0050B0
x = -137.4741, y = -81.07135, z = -18.11981, angle = -88.23219, collision = h0050B0
x = -136.0426, y = -81.07133, z = -18.15705, angle = -82.89243, collision = h0050B0
x = -134.9426, y = -81.07132, z = -18.27503, angle = -82.89243, collision = h0050B0
x = -133.4957, y = -81.07136, z = -18.11895, angle = -108.582, collision = h0050B0
x = -132.1193, y = -81.07136, z = -17.72529, angle = -104.2918, collision = h0050B0
x = -130.7214, y = -81.07136, z = -17.48799, angle = -55.53247, collision = h0050B0
x = -129.4984, y = -81.07136, z = -18.21758, angle = -77.05314, collision = h0050B0
x = -128.4029, y = -81.07136, z = -18.68609, angle = -154.6058, collision = h0050B0
x = -129.6559, y = -81.07136, z = -17.02231, angle = -106.9277, collision = h0050B0
x = -128.4227, y = -81.07136, z = -16.83504, angle = 159.2241, collision = h0050B0
x = -131.6637, y = -81.07136, z = -16.82499, angle = 89.23488, collision = h0050B0
x = -133.0873, y = -81.07136, z = -16.82496, angle = 101.7748, collision = h0050B0
x = -134.4904, y = -81.07136, z = -16.82508, angle = 97.10542, collision = h0050B0
x = -135.7447, y = -81.07136, z = -16.8249, angle = 94.74, collision = h0050B0
x = -137.1727, y = -81.07136, z = -16.8249, angle = 77.77114, collision = h0050B0
x = -136.5118, y = -81.07142, z = -19.14628, angle = -53.8753, collision = h0050B0
x = -135.349, y = -81.07141, z = -19.30144, angle = -110.5545, collision = h0050B0
x = -132.3207, y = -81.07134, z = -18.75289, angle = -96.27187, collision = h0050B0
x = -130.8963, y = -81.07136, z = -18.59735, angle = -95.91077, collision = h0050B0
x = -129.5502, y = -78.01166, z = -17.85831, angle = 82.47357, collision = h0050B0
x = -129.3723, y = -78.3218, z = -16.7221, angle = -161.0876, collision = h0050B0
x = -121.4903, y = -74.14467, z = -23.0368, angle = -0.6206593, collision = h0003B0
x = -121.346, y = -74.1405, z = -30.98327, angle = -2.14778, collision = h0003B0
x = -121.2929, y = -74.13923, z = -32.41521, angle = -1.918204, collision = h0002B0
x = -94.28058, y = -74.486, z = -35.83562, angle = -170.2483, collision = h0010B0
x = -95.37377, y = -69.88711, z = -21.89081, angle = 178.861, collision = h0013B0
x = -95.45119, y = -69.88711, z = -17.40898, angle = 178.5913, collision = h0013B0
x = -95.92691, y = -69.88713, z = -6.582929, angle = -178.0394, collision = h0013B0
x = -96.19987, y = -69.88715, z = 0.4126841, angle = -169.6846, collision = h0013B0
x = -98.74746, y = -69.88722, z = 4.304054, angle = 87.94899, collision = h0013B0
x = -104.8145, y = -69.88714, z = 1.991943, angle = 90.50075, collision = h0013B0
x = -105.9334, y = -69.88711, z = 2.001747, angle = 101.2472, collision = h0013B0
x = -109.4571, y = -69.88712, z = 2.684431, angle = 20.85889, collision = h0013B0
x = -110.6572, y = -73.20796, z = -3.394635, angle = 9.096582, collision = h0005B0
x = -111.282, y = -73.20634, z = -5.737446, angle = 3.22262, collision = h0005B0
x = -109.5196, y = -73.20767, z = -8.974626, angle = -31.50945, collision = h0005B0
x = -108.8778, y = -73.21037, z = -10.11068, angle = -35.57934, collision = h0005B0
x = -101.737, y = -72.89825, z = -14.69482, angle = -22.89473, collision = h0005B0
x = -102.5744, y = -70.20282, z = -21.38439, angle = 15.45838, collision = h0009B0
x = -102.9086, y = -70.20316, z = -22.59917, angle = 16.54329, collision = h0009B0
x = -103.841, y = -70.20396, z = -25.50552, angle = 26.34978, collision = h0009B0
x = -106.0104, y = -70.20466, z = -27.96253, angle = 50.64786, collision = h0009B0
x = -107.6188, y = -70.20502, z = -29.21863, angle = 50.22589, collision = h0009B0
x = -108.578, y = -70.20525, z = -29.99541, angle = 41.29784, collision = h0009B0
x = -108.8037, y = -70.20557, z = -31.15153, angle = 41.05866, collision = h0009B0
x = -109.791, y = -70.20576, z = -31.79802, angle = 83.9019, collision = h0009B0
x = -110.8101, y = -70.20584, z = -32.05999, angle = 73.99279, collision = h0009B0
x = -111.5311, y = -70.20614, z = -33.11453, angle = 11.14474, collision = h0009B0
x = -111.7479, y = -70.20625, z = -34.36671, angle = -15.43283, collision = h0009B0
x = -111.845, y = -74.87551, z = -35.98167, angle = -21.54016, collision = h0059B0
x = -112.8515, y = -75.18271, z = -35.39642, angle = 90.05046, collision = h0059B0
x = -114.1275, y = -75.7706, z = -34.98878, angle = 116.137, collision = h0059B0
x = -115.4382, y = -76.18225, z = -34.34457, angle = 125.6789, collision = h0059B0
x = -116.5747, y = -76.35057, z = -33.73168, angle = 81.8891, collision = h0059B0
x = -118.0063, y = -76.35056, z = -33.78452, angle = 141.8506, collision = h0059B0
x = -119.0437, y = -76.35057, z = -32.8116, angle = 143.4017, collision = h0059B0
x = -119.7319, y = -76.35058, z = -31.95732, angle = 76.34201, collision = h0059B0
x = -120.8255, y = -76.35057, z = -32.18466, angle = 75.55769, collision = h0059B0
x = -122.0612, y = -76.35056, z = -32.49812, angle = 103.6204, collision = h0059B0
x = -123.3403, y = -76.31793, z = -32.1428, angle = 88.21549, collision = h0052B0
x = -124.5955, y = -76.30383, z = -32.33025, angle = 26.82777, collision = h0052B0
x = -125.2655, y = -76.30595, z = -33.52044, angle = 26.25534, collision = h0052B0
x = -125.864, y = -76.30728, z = -34.74025, angle = 56.65987, collision = h0052B0
x = -127.0732, y = -76.30551, z = -35.15858, angle = 116.7294, collision = h0052B0
x = -128.1158, y = -76.30723, z = -34.55428, angle = 169.0966, collision = h0052B0
x = -128.5049, y = -76.30968, z = -33.59851, angle = 65.1208, collision = h0052B0
x = -129.6566, y = -76.30855, z = -34.05682, angle = 62.71549, collision = h0052B0
x = -130.5871, y = -76.30721, z = -34.55616, angle = 93.95262, collision = h0052B0
x = -131.7794, y = -76.30831, z = -34.2303, angle = 172.3587, collision = h0052B0
x = -132.2111, y = -76.31177, z = -32.99467, angle = 143.8931, collision = h0052B0
x = -132.8295, y = -76.31416, z = -32.17274, angle = 130.3634, collision = h0052B0
x = -133.9924, y = -76.31197, z = -31.54042, angle = 83.23652, collision = h0052B0
x = -135.3712, y = -76.31298, z = -31.68727, angle = 83.91383, collision = h0052B0
x = -136.7314, y = -76.31401, z = -31.83859, angle = 83.77801, collision = h0052B0
x = -137.7541, y = -76.31478, z = -31.95048, angle = 95.51961, collision = h0052B0
x = -138.9644, y = -76.31313, z = -31.60229, angle = 105.5191, collision = h0052B0
x = -140.3429, y = -76.31154, z = -31.2621, angle = 55.0942, collision = h0052B0
x = -140.8981, y = -76.31437, z = -32.53509, angle = -24.35166, collision = h0052B0
x = -140.2934, y = -76.31033, z = -33.79411, angle = -55.07666, collision = h0052B0
x = -139.3046, y = -76.30704, z = -34.80267, angle = 39.88984, collision = h0052B0
x = -140.0917, y = -76.30377, z = -35.89124, angle = -58.54272, collision = h0052B0
x = -138.8966, y = -76.30408, z = -35.77979, angle = -157.4859, collision = h0052B0
x = -139.8195, y = -76.3139, z = -32.62897, angle = -65.02589, collision = h0052B0
x = -138.6547, y = -76.31197, z = -33.18145, angle = -34.41992, collision = h0052B0
x = -137.837, y = -76.30818, z = -34.37339, angle = -23.33889, collision = h0052B0
x = -137.3396, y = -76.30476, z = -35.51514, angle = -91.05344, collision = h0052B0
x = -136.438, y = -76.30707, z = -34.70301, angle = -134.2108, collision = h0052B0
x = -135.3542, y = -76.30979, z = -33.74418, angle = -55.44237, collision = h0052B0
x = -134.4166, y = -76.30791, z = -34.36409, angle = -20.60769, collision = h0052B0
x = -133.6621, y = -76.30465, z = -35.54053, angle = -102.7486, collision = h0052B0
x = -132.7472, y = -76.30594, z = -35.08458, angle = -125.1333, collision = h0052B0
x = -129.7289, y = -76.30542, z = -35.15238, angle = -109.6829, collision = h0052B0
x = -126.7765, y = -76.30937, z = -34.0109, angle = -116.6224, collision = h0052B0
x = -123.9609, y = -76.30164, z = -33.17071, angle = -133.2896, collision = h0052B0
x = -120.0121, y = -76.35056, z = -33.06784, angle = -73.20753, collision = h0059B0
x = -112.2278, y = -75.03979, z = -34.27143, angle = -97.99652, collision = h0059B0
x = -110.8537, y = -75.24593, z = -33.96456, angle = -97.1675, collision = h0059B0
x = -109.3141, y = -76.12657, z = -33.58825, angle = -126.3891, collision = h0059B0
x = -110.3524, y = -76.14554, z = -32.75359, angle = 128.4504, collision = h0059B0
x = -111.347, y = -75.88046, z = -32.39656, angle = 103.4203, collision = h0059B0
x = -112.3185, y = -76.11533, z = -32.0733, angle = 145.3052, collision = h0059B0
x = -112.0244, y = -76.35065, z = -31.10721, angle = -126.6359, collision = h0059B0
x = -111.1024, y = -76.35067, z = -30.4316, angle = -88.43521, collision = h0059B0
x = -109.7194, y = -76.35063, z = -30.43279, angle = -71.44405, collision = h0059B0
x = -109.513, y = -76.35062, z = -29.1352, angle = 162.347, collision = h0059B0
x = -110.2456, y = -76.35067, z = -28.45033, angle = -159.8519, collision = h0059B0
x = -109.8993, y = -76.35064, z = -27.09849, angle = -154.3151, collision = h0059B0
x = -109.2798, y = -76.35059, z = -25.80668, angle = -169.9306, collision = h0059B0
x = -109.7667, y = -76.35063, z = -24.77199, angle = -173.2524, collision = h0059B0
x = -110.241, y = -76.35067, z = -23.76917, angle = -174.7504, collision = h0059B0
x = -110.1157, y = -76.35065, z = -22.34183, angle = -176.5145, collision = h0059B0
x = -110.262, y = -76.35061, z = -21.11091, angle = -174.21, collision = h0059B0
x = -111.1451, y = -76.35059, z = -20.59835, angle = 68.31265, collision = h0059B0
x = -112.1676, y = -76.35061, z = -21.02119, angle = 70.41136, collision = h0059B0
x = -113.3281, y = -76.35063, z = -21.52161, angle = 78.44375, collision = h0059B0
x = -114.629, y = -76.35065, z = -21.79001, angle = 90.4258, collision = h0059B0
x = -115.6568, y = -76.35065, z = -21.79545, angle = 104.3383, collision = h0059B0
x = -116.7373, y = -76.35065, z = -21.72585, angle = 90.35405, collision = h0059B0
x = -118.0249, y = -76.35065, z = -21.56968, angle = 99.77041, collision = h0059B0
x = -119.0328, y = -76.35065, z = -21.47311, angle = 90.16326, collision = h0059B0
x = -120.3842, y = -76.35067, z = -21.53042, angle = 81.56956, collision = h0059B0
x = -121.8235, y = -76.3507, z = -21.75189, angle = 75.47169, collision = h0059B0
x = -123.1796, y = -76.3507, z = -22.05747, angle = 115.3134, collision = h0052B0
x = -124.315, y = -76.30074, z = -21.64482, angle = 95.65394, collision = h0052B0
x = -125.6653, y = -76.3008, z = -21.4883, angle = 86.03477, collision = h0052B0
x = -126.7505, y = -76.3008, z = -21.4798, angle = 79.76534, collision = h0052B0
x = -127.9799, y = -76.30079, z = -21.70053, angle = 78.87349, collision = h0052B0
x = -129.44, y = -76.30077, z = -21.83917, angle = 93.9768, collision = h0052B0
x = -130.8882, y = -76.30078, z = -21.7432, angle = 93.75644, collision = h0052B0
x = -132.2995, y = -76.30079, z = -21.64796, angle = 93.0537, collision = h0052B0
x = -133.6842, y = -76.30081, z = -21.57525, angle = 70.7306, collision = h0052B0
x = -134.6872, y = -76.30078, z = -21.86621, angle = 76.77227, collision = h0052B0
x = -136.022, y = -76.30076, z = -22.11141, angle = 90.28806, collision = h0052B0
x = -137.3631, y = -76.30077, z = -22.10317, angle = 90.11942, collision = h0052B0
x = -138.3827, y = -76.30077, z = -22.10101, angle = 102.6428, collision = h0052B0
x = -139.6846, y = -76.30086, z = -21.55935, angle = 154.2618, collision = h0052B0
x = -140.02, y = -76.30103, z = -20.52839, angle = -115.1859, collision = h0052B0
x = -138.7691, y = -76.30101, z = -20.52839, angle = -89.93779, collision = h0052B0
x = -137.5938, y = -76.30097, z = -20.71941, angle = -55.46262, collision = h0052B0
x = -135.5557, y = -76.30088, z = -21.14209, angle = -137.7081, collision = h0052B0
x = -134.7106, y = -76.30099, z = -20.52839, angle = -111.2352, collision = h0052B0
x = -131.1212, y = -76.30098, z = -20.52839, angle = -163.7719, collision = h0052B0
x = -130.1519, y = -76.30085, z = -21.01444, angle = 15.86893, collision = h0052B0
x = -131.0612, y = -76.3007, z = -22.83546, angle = 67.6953, collision = h0052B0
x = -131.5836, y = -81.35597, z = -24.97849, angle = 12.69421, collision = h0052B0
x = -132.4935, y = -81.35597, z = -24.23817, angle = 93.07993, collision = h0052B0
x = -134.0339, y = -81.35598, z = -24.14629, angle = 94.22279, collision = h0052B0
x = -135.3677, y = -81.35599, z = -23.95716, angle = 158.0169, collision = h0052B0
x = -135.9604, y = -81.07096, z = -22.78144, angle = 150.603, collision = h0052B0
x = -136.699, y = -81.07102, z = -21.51051, angle = 113.5213, collision = h0052B0
x = -137.8469, y = -81.07102, z = -21.31837, angle = 13.81706, collision = h0052B0
x = -138.1417, y = -81.07102, z = -22.31487, angle = -8.030322, collision = h0052B0
x = -137.9715, y = -81.356, z = -23.62952, angle = -6.700457, collision = h0052B0
x = -137.701, y = -81.35601, z = -25.06005, angle = -15.37319, collision = h0052B0
x = -137.3581, y = -81.35601, z = -26.30899, angle = -15.09774, collision = h0052B0
x = -136.9766, y = -81.35601, z = -27.72511, angle = -21.32247, collision = h0052B0
x = -136.4601, y = -81.08356, z = -29.08588, angle = -34.88583, collision = h0052B0
x = -135.5582, y = -81.07102, z = -30.1235, angle = -70.44038, collision = h0052B0
x = -134.2049, y = -81.07102, z = -30.57494, angle = -81.46089, collision = h0052B0
x = -132.9432, y = -81.07102, z = -30.77002, angle = -72.18003, collision = h0052B0
x = -131.5993, y = -81.35603, z = -31.24869, angle = -72.59785, collision = h0052B0
x = -130.2335, y = -81.35603, z = -31.49347, angle = -139.6395, collision = h0052B0
x = -129.3884, y = -81.35603, z = -30.56446, angle = -102.5815, collision = h0052B0
x = -128.3878, y = -81.07102, z = -30.22838, angle = -70.54158, collision = h0052B0
x = -127.025, y = -81.07103, z = -30.66114, angle = -120.1251, collision = h0052B0
x = -125.8185, y = -81.07103, z = -29.96615, angle = -118.3941, collision = h0052B0
x = -124.7023, y = -81.07104, z = -29.44156, angle = -100.5205, collision = h0052B0
x = -123.2872, y = -81.12105, z = -29.30612, angle = -53.12383, collision = h0059B0
x = -122.0483, y = -81.12108, z = -29.99224, angle = -86.4837, collision = h0059B0
x = -120.6193, y = -81.12111, z = -30.09572, angle = -101.909, collision = h0059B0
x = -119.2517, y = -81.12112, z = -29.78095, angle = -83.97254, collision = h0059B0
x = -117.8651, y = -81.12115, z = -29.91996, angle = -69.32012, collision = h0059B0
x = -116.6512, y = -81.12118, z = -30.30687, angle = -79.70294, collision = h0059B0
x = -115.2336, y = -81.12117, z = -30.50187, angle = -91.17801, collision = h0059B0
x = -113.8028, y = -81.12115, z = -30.43474, angle = -92.27824, collision = h0059B0
x = -112.375, y = -81.10413, z = -30.32449, angle = -83.99506, collision = h0059B0
x = -110.9485, y = -81.12112, z = -30.41237, angle = -94.56346, collision = h0059B0
x = -109.5807, y = -81.12112, z = -30.11334, angle = -164.0254, collision = h0059B0
x = -109.2058, y = -81.12112, z = -28.93036, angle = -176.3342, collision = h0059B0
x = -109.4531, y = -81.12121, z = -27.77034, angle = 149.5369, collision = h0059B0
x = -110.1281, y = -81.34723, z = -26.53463, angle = 164.1009, collision = h0059B0
x = -110.5212, y = -81.40606, z = -25.18776, angle = 174.7926, collision = h0059B0
x = -110.7758, y = -81.40603, z = -23.78741, angle = 158.0888, collision = h0059B0
x = -111.1816, y = -81.12095, z = -22.45549, angle = -157.1135, collision = h0059B0
x = -110.7779, y = -81.12086, z = -21.50314, angle = -155.8758, collision = h0059B0
x = -110.1081, y = -81.1208, z = -20.64776, angle = -145.3863, collision = h0059B0
x = -109.2985, y = -81.15256, z = -19.98101, angle = 157.1426, collision = h0059B0
x = -109.4128, y = -81.66727, z = -18.82061, angle = 179.7607, collision = h0059B0
x = -109.3333, y = -82.29442, z = -17.56049, angle = 177.575, collision = h0059B0
x = -109.3167, y = -82.7411, z = -16.52836, angle = -172.3175, collision = h0059B0
x = -109.1759, y = -83.1376, z = -15.50055, angle = -167.9299, collision = h0038B0
x = -112.3318, y = -81.12084, z = -21.55535, angle = 142.6326, collision = h0059B0
x = -113.2708, y = -81.13111, z = -20.75102, angle = 42.12014, collision = h0059B0
x = -113.967, y = -81.12084, z = -21.88071, angle = -9.323153, collision = h0059B0
x = -113.9668, y = -81.3027, z = -23.18806, angle = 70.85885, collision = h0059B0
x = -115.1698, y = -81.40585, z = -23.39723, angle = 163.3806, collision = h0059B0
x = -115.6617, y = -81.12083, z = -22.10011, angle = 130.0094, collision = h0059B0
x = -116.7303, y = -81.1277, z = -21.21638, angle = 37.56335, collision = h0059B0
x = -117.44, y = -81.12082, z = -22.26662, angle = 12.36919, collision = h0059B0
x = -117.6892, y = -81.3516, z = -23.2464, angle = 43.71701, collision = h0059B0
x = -118.6599, y = -81.40578, z = -24.22644, angle = 65.128, collision = h0059B0
x = -119.6847, y = -81.40574, z = -24.2022, angle = -174.8644, collision = h0059B0
x = -119.5536, y = -81.12109, z = -22.86695, angle = 157.6424, collision = h0059B0
x = -120.09, y = -81.12385, z = -21.73093, angle = 91.40054, collision = h0059B0
x = -121.4373, y = -81.1223, z = -21.72611, angle = 72.52132, collision = h0059B0
x = -122.4411, y = -81.12115, z = -22.01392, angle = 105.9603, collision = h0052B0
x = -123.6463, y = -81.07089, z = -21.73821, angle = 89.00186, collision = h0052B0
x = -125.1483, y = -81.07091, z = -21.77619, angle = 33.06713, collision = h0052B0
x = -125.736, y = -80.90371, z = -22.85545, angle = -29.05536, collision = h0052B0
x = -125.09, y = -81.26707, z = -24.04951, angle = -20.66415, collision = h0052B0
x = -124.5972, y = -81.35592, z = -25.29377, angle = -11.22272, collision = h0052B0
x = -124.4061, y = -81.35593, z = -26.37562, angle = 74.96978, collision = h0052B0
