x = -57.91173, y = -27.25878, z = -17.22461, angle = -110.0368, collision = h1070B1
x = 6.910288, y = -3.039402, z = -92.59684, angle = -67.27747, collision = h1107B1
x = 7.103383, y = -2.43505, z = -93.48327, angle = 51.40275, collision = h1107B1
x = 6.023301, y = -2.572806, z = -94.3309, angle = 55.36333, collision = h1107B1
x = 4.880066, y = -2.77084, z = -95.12132, angle = 54.21409, collision = h1107B1
x = 3.77381, y = -2.928493, z = -95.94622, angle = 15.58485, collision = h1107B1
x = 3.697639, y = -2.267144, z = -97.19126, angle = -79.8223, collision = h1107B1
x = 4.794612, y = -1.746922, z = -97.01653, angle = -148.828, collision = h1107B1
x = 5.59158, y = -1.975867, z = -95.81678, angle = -140.241, collision = h1107B1
x = 8.029274, y = -1.817939, z = -93.66009, angle = -70.03863, collision = h1107B1
x = 6.952628, y = -1.593826, z = -96.32877, angle = 8.712671, collision = h1107B1
x = 3.188082, y = -3.49126, z = -93.27963, angle = 149.6252, collision = h1107B1
x = 2.560133, y = -3.628705, z = -92.14581, angle = 166.2358, collision = h1107B1
x = 2.367962, y = -3.719378, z = -91.11729, angle = -164.9211, collision = h1107B1
x = 2.825274, y = -3.429531, z = -90.07279, angle = -127.8099, collision = h1107B1
x = 3.535775, y = -2.925295, z = -89.50074, angle = -131.3584, collision = h1107B1
x = 4.317245, y = -2.416529, z = -88.83844, angle = -128.7126, collision = h1107B1
x = 5.048164, y = -1.909909, z = -88.22485, angle = -135.6484, collision = h1107B1
x = 5.818565, y = -1.853128, z = -87.40968, angle = -141.8389, collision = h1107B1
x = 6.490468, y = -1.835789, z = -86.4781, angle = -151.0735, collision = h1107B1
x = 6.701712, y = -1.840024, z = -85.42236, angle = 140.7156, collision = h1107B1
x = 5.856261, y = -1.831739, z = -84.62239, angle = 106.3133, collision = h1107B1
x = 5.041268, y = -1.8344, z = -85.3606, angle = 47.64025, collision = h1107B1
x = 4.336116, y = -1.863791, z = -86.20482, angle = 50.225, collision = h1107B1
x = 4.330343, y = -1.855625, z = -87.23609, angle = 53.42517, collision = h1107B1
x = 3.397385, y = -2.42038, z = -87.8801, angle = 59.87326, collision = h1107B1
x = 2.382396, y = -2.947558, z = -88.45462, angle = 62.00149, collision = h1107B1
x = 1.381005, y = -3.519308, z = -88.99789, angle = 57.99407, collision = h1107B1
x = 0.3742993, y = -3.958984, z = -89.65314, angle = 46.25019, collision = h1107B1
x = 0.608525, y = -3.931368, z = -90.62943, angle = -44.80454, collision = h1107B1
x = 3.452665, y = -3.584565, z = -91.30592, angle = -128.8564, collision = h1107B1
x = 4.445176, y = -3.954649, z = -90.67056, angle = -129.1201, collision = h1107B1
x = 5.340579, y = -3.958653, z = -89.91655, angle = -145.6909, collision = h1107B1
x = 5.982517, y = -3.951163, z = -89.00609, angle = -148.8553, collision = h1107B1
x = 6.470312, y = -3.91744, z = -87.99747, angle = -140.3954, collision = h1107B1
x = 7.080933, y = -3.932699, z = -87.07623, angle = -144.1734, collision = h1107B1
x = 7.577355, y = -3.948493, z = -86.06538, angle = -170.5246, collision = h1107B1
x = 6.715771, y = -3.949054, z = -85.39498, angle = 109.4679, collision = h1107B1
x = 5.630562, y = -3.942574, z = -85.05766, angle = 91.4795, collision = h1107B1
x = 4.887563, y = -3.931148, z = -85.96909, angle = 14.15513, collision = h1107B1
x = 4.626486, y = -3.938855, z = -87.05296, angle = -6.798538, collision = h1107B1
x = 3.033127, y = -2.80524, z = -96.91086, angle = 77.2323, collision = h1107B1
x = 0.2839176, y = -3.582829, z = -97.41138, angle = 95.72064, collision = h1107B1
x = -1.749814, y = -5.069281, z = -96.24369, angle = 81.29369, collision = h1105B1
x = -2.645213, y = -5.069281, z = -96.78036, angle = 34.75984, collision = h1105B1
x = -2.046235, y = -5.078444, z = -97.80709, angle = -26.95893, collision = h1105B1
x = -1.641213, y = -5.088922, z = -98.82047, angle = 15.43354, collision = h1105B1
x = -2.354458, y = -5.102798, z = -99.54734, angle = 118.857, collision = h1105B1
x = -3.614287, y = -5.069281, z = -96.22488, angle = 139.0616, collision = h1105B1
x = -4.536844, y = -4.934373, z = -95.27853, angle = 136.9801, collision = h1105B1
x = -5.324978, y = -4.931855, z = -94.50627, angle = 138.3093, collision = h1105B1
x = -6.138041, y = -4.92926, z = -93.70711, angle = 136.2398, collision = h1105B1
x = -7.055821, y = -4.926373, z = -92.77151, angle = 178.975, collision = h1105B1
x = -7.09795, y = -4.93109, z = -91.64358, angle = -166.2865, collision = h1105B1
x = -7.999813, y = -4.928846, z = -91.14481, angle = 72.37739, collision = h1105B1
x = -9.003511, y = -4.920228, z = -90.99103, angle = 72.30389, collision = h1105B1
x = 14.10487, y = -5.721864, z = -96.59813, angle = 0.1229844, collision = h1109B1
x = 14.08415, y = -5.721863, z = -97.96636, angle = 16.26946, collision = h1109B1
x = 13.79953, y = -5.721831, z = -99.00194, angle = 11.32638, collision = h1109B1
x = 13.47672, y = -5.721845, z = -100.344, angle = 63.34905, collision = h1109B1
x = 12.31235, y = -5.721854, z = -101.0379, angle = 53.70948, collision = h1109B1
x = 11.23446, y = -5.721854, z = -101.881, angle = 48.15752, collision = h1109B1
x = 10.12043, y = -5.668464, z = -102.6695, angle = 65.74738, collision = h1109B1
x = 9.20095, y = -5.464793, z = -103.1852, angle = 38.73808, collision = h1109B1
x = 8.364952, y = -5.721854, z = -104.2783, angle = 27.54029, collision = h1109B1
x = 7.688031, y = -5.721854, z = -105.0229, angle = -38.29168, collision = h1109B1
x = 9.441828, y = -5.721854, z = -104.9054, angle = -39.23903, collision = h1109B1
x = 9.836439, y = -5.721854, z = -106.106, angle = 112.6322, collision = h1109B1
x = 10.00368, y = -5.721854, z = -104.0019, angle = -82.02858, collision = h1109B1
x = 11.17027, y = -5.721854, z = -104.286, angle = -35.24473, collision = h1109B1
x = 11.86879, y = -5.721854, z = -105.0866, angle = -98.49409, collision = h1109B1
x = 13.05452, y = -5.721854, z = -104.7128, angle = -173.5147, collision = h1109B1
x = 12.98019, y = -5.721854, z = -103.4279, angle = 139.0303, collision = h1109B1
x = 12.18393, y = -5.721854, z = -102.3286, angle = -142.1055, collision = h1109B1
x = 14.92039, y = -5.721817, z = -100.9108, angle = -62.51784, collision = h1109B1
x = 15.91585, y = -5.721801, z = -101.6991, angle = -0.6539223, collision = h1109B1
x = 15.49126, y = -5.721817, z = -102.7552, angle = 124.1836, collision = h1109B1
x = 14.2938, y = -5.721839, z = -102.0959, angle = 103.4697, collision = h1109B1
x = 13.96158, y = -5.721853, z = -104.1659, angle = -142.7853, collision = h1109B1
x = 15.86046, y = -5.721794, z = -100.462, angle = -75.93948, collision = h1109B1
x = 16.89189, y = -5.721774, z = -100.7128, angle = -65.01235, collision = h1109B1
x = 17.94934, y = -5.721756, z = -101.5154, angle = -24.91141, collision = h1109B1
x = 18.72893, y = -5.721746, z = -102.6191, angle = -56.09808, collision = h1109B1
x = 19.87318, y = -5.721717, z = -103.387, angle = -54.14866, collision = h1109B1
x = 19.44662, y = -5.721719, z = -104.5857, angle = 32.05231, collision = h1109B1
x = 18.87597, y = -5.721765, z = -105.4816, angle = 75.19928, collision = h1109B1
x = 17.68659, y = -5.721778, z = -105.4228, angle = 156.302, collision = h1109B1
x = 17.4579, y = -5.721784, z = -104.1292, angle = -155.5673, collision = h1109B1
x = 16.32637, y = -5.721815, z = -105.0969, angle = 101.9228, collision = h1109B1
x = 14.98609, y = -5.721842, z = -104.7809, angle = 102.4132, collision = h1109B1
x = 12.40035, y = -5.721854, z = -106.0562, angle = -105.3556, collision = h1109B1
x = 13.74482, y = -5.721854, z = -105.778, angle = -88.20663, collision = h1109B1
x = 15.12232, y = -5.721847, z = -105.8219, angle = -88.33933, collision = h1109B1
x = 16.37953, y = -5.721803, z = -103.5048, angle = 69.17149, collision = h1109B1
x = 13.25082, y = -5.721853, z = -101.4566, angle = -133.046, collision = h1109B1
x = 16.2448, y = -5.721829, z = -99.43045, angle = -34.64488, collision = h1109B1
x = 18.545, y = -5.721793, z = -100.553, angle = -82.87733, collision = h1109B1
x = 19.85175, y = -5.72181, z = -100.8719, angle = 8.269502, collision = h1109B1
x = 19.79541, y = -5.721741, z = -101.8711, angle = 10.65728, collision = h1109B1
x = 21.15222, y = -5.996909, z = -103.5946, angle = -83.19364, collision = h1058B1
x = 22.36098, y = -5.99699, z = -103.4761, angle = -156.6118, collision = h1058B1
x = 23.52484, y = -5.997002, z = -103.6104, angle = -84.10818, collision = h1058B1
x = 24.56558, y = -5.997003, z = -103.5608, angle = -133.5665, collision = h1058B1
x = 25.64907, y = -5.997003, z = -103.4265, angle = -41.19038, collision = h1058B1
x = 26.75309, y = -5.997002, z = -104.1777, angle = -107.7388, collision = h1058B1
x = 27.83831, y = -5.997003, z = -103.4885, angle = -96.95877, collision = h1058B1
x = 29.07455, y = -5.997003, z = -103.1932, angle = -17.20178, collision = h1058B1
x = 27.20958, y = -5.997003, z = -102.701, angle = 63.13947, collision = h1058B1
x = 25.89556, y = -5.997, z = -105.2507, angle = 45.6919, collision = h1058B1
x = 23.35987, y = -5.997, z = -104.666, angle = 60.41665, collision = h1058B1
x = 22.17673, y = -5.997002, z = -105.3704, angle = 49.29919, collision = h1058B1
x = 21.41344, y = -5.996991, z = -106.1073, angle = 2.479851, collision = h1058B1
x = 21.60154, y = -5.997002, z = -107.3364, angle = -33.29059, collision = h1058B1
x = 21.97542, y = -5.997, z = -108.5478, angle = 16.15349, collision = h1058B1
x = 21.86843, y = -5.996999, z = -109.8736, angle = -35.19874, collision = h1058B1
x = 22.40233, y = -5.996996, z = -111.0893, angle = 42.47527, collision = h1058B1
x = 21.74913, y = -5.996997, z = -111.9283, angle = 44.96565, collision = h1058B1
x = 23.00328, y = -5.996994, z = -111.9692, angle = -46.11153, collision = h1058B1
x = 23.77479, y = -5.996989, z = -112.6677, angle = -20.97401, collision = h1058B1
x = 24.88644, y = -5.996973, z = -112.9223, angle = 166.8361, collision = h1058B1
x = 24.557, y = -5.99699, z = -111.6972, angle = 121.3381, collision = h1058B1
x = 23.9041, y = -5.996993, z = -110.6394, angle = -122.8679, collision = h1058B1
x = 25.17216, y = -5.996991, z = -109.8308, angle = -108.5937, collision = h1058B1
x = 25.83679, y = -5.996993, z = -109.0251, angle = -174.4755, collision = h1058B1
x = 26.00795, y = -5.996995, z = -107.6676, angle = -167.4586, collision = h1058B1
x = 21.42802, y = -5.996999, z = -110.8297, angle = -178.9185, collision = h1058B1
x = 26.13799, y = -6.496944, z = -113.0655, angle = -69.63807, collision = h1110B1
x = 27.01202, y = -7.118195, z = -113.3404, angle = -64.33694, collision = h1110B1
x = 27.9088, y = -7.496557, z = -113.8374, angle = -50.38628, collision = h1110B1
x = 28.88567, y = -7.497386, z = -114.3312, angle = -86.6197, collision = h1110B1
x = 29.90184, y = -7.498622, z = -114.4115, angle = -108.7748, collision = h1110B1
x = 30.69624, y = -7.500288, z = -113.7421, angle = -169.499, collision = h1110B1
x = 30.39019, y = -7.50075, z = -112.7464, angle = 138.6295, collision = h1110B1
x = 29.69962, y = -7.500708, z = -111.8038, angle = 148.0127, collision = h1110B1
x = 28.92806, y = -7.500256, z = -111.0551, angle = 101.8895, collision = h1110B1
x = 27.90061, y = -7.499176, z = -110.7772, angle = 109.8184, collision = h1110B1
x = 26.73717, y = -7.495665, z = -110.3808, angle = 69.12621, collision = h1110B1
x = 29.32128, y = -7.499253, z = -112.8105, angle = 22.0886, collision = h1110B1
x = 29.86702, y = -7.497506, z = -115.8079, angle = 28.80246, collision = h1110B1
x = 23.54773, y = -5.996994, z = -109.4367, angle = 163.1981, collision = h1058B1
x = 20.39587, y = -5.721854, z = -99.9065, angle = -102.5304, collision = h1109B1
x = 21.74811, y = -5.721854, z = -99.64797, angle = -95.60097, collision = h1109B1
x = 23.12042, y = -5.721854, z = -99.51465, angle = -84.67564, collision = h1109B1
x = 24.15459, y = -5.721854, z = -99.67322, angle = -58.1505, collision = h1109B1
x = 25.38578, y = -5.721854, z = -100.08, angle = -173.9029, collision = h1109B1
x = 25.38568, y = -5.722738, z = -98.89898, angle = 101.0459, collision = h1109B1
x = 22.73016, y = -5.553775, z = -98.3813, angle = 166.8516, collision = h1109B1
x = 22.70012, y = -5.135219, z = -97.30524, angle = 136.2232, collision = h1082B1
x = 21.8483, y = -5.135219, z = -96.55968, angle = 144.5303, collision = h1082B1
x = 22.59727, y = -5.135219, z = -95.89268, angle = 159.0903, collision = h1082B1
x = 22.16914, y = -5.135219, z = -94.63724, angle = 50.81614, collision = h1082B1
x = 21.02645, y = -5.135219, z = -94.36862, angle = 76.73382, collision = h1082B1
x = 23.26546, y = -5.135219, z = -94.45747, angle = -45.87203, collision = h1082B1
x = 20.80006, y = -4.640094, z = -96.7842, angle = 119.2874, collision = h1082B1
x = 19.71622, y = -3.977735, z = -96.01543, angle = 160.7444, collision = h1082B1
x = 19.79182, y = -3.347047, z = -94.74581, angle = -124.9241, collision = h1082B1
x = 20.91508, y = -2.632584, z = -94.08987, angle = -108.9762, collision = h1109B1
x = 21.79356, y = -2.116287, z = -93.83684, angle = -112.1819, collision = h1109B1
x = 22.94811, y = -1.503084, z = -94.10865, angle = -0.5413335, collision = h1109B1
x = 22.88334, y = -0.7528529, z = -95.43119, angle = 19.08681, collision = h1109B1
x = 22.46391, y = -0.2463004, z = -96.18503, angle = 67.92015, collision = h1109B1
x = 21.62461, y = -0.2420012, z = -96.78144, angle = 67.92015, collision = h1109B1
x = 21.02721, y = -0.2420017, z = -95.8082, angle = 119.2932, collision = h1109B1
x = 19.95289, y = -0.2420006, z = -94.95086, angle = 154.7078, collision = h1109B1
x = 20.37521, y = -0.2420015, z = -93.92063, angle = 62.84204, collision = h1109B1
x = 19.58497, y = -0.2420005, z = -95.99776, angle = -32.41518, collision = h1109B1
x = 20.49002, y = -0.2420003, z = -96.96753, angle = -58.84014, collision = h1109B1
x = 24.29, y = -5.721854, z = -100.702, angle = -93.7262, collision = h1109B1
x = 24.07279, y = -5.721854, z = -98.37993, angle = -105.7914, collision = h1109B1
x = 26.00275, y = -5.723691, z = -97.96591, angle = -43.2101, collision = h1109B1
x = 26.72621, y = -5.725412, z = -98.92946, angle = 17.40835, collision = h1109B1
x = 26.76213, y = -5.72392, z = -100.2379, angle = -62.12032, collision = h1109B1
x = 27.95624, y = -5.725625, z = -100.9124, angle = -67.56002, collision = h1109B1
x = 29.232, y = -5.727674, z = -101.4695, angle = -51.68964, collision = h1109B1
x = 27.78113, y = -5.725952, z = -99.10703, angle = -72.79651, collision = h1109B1
x = 28.96117, y = -6.251087, z = -99.3821, angle = -109.3417, collision = h1109B1
x = 30.28381, y = -6.882784, z = -99.23418, angle = -64.97857, collision = h1109B1
x = 31.4986, y = -7.59668, z = -99.87875, angle = -43.20201, collision = h1109B1
x = 32.72018, y = -8.346686, z = -100.7235, angle = -90.32458, collision = h1109B1
x = 34.09045, y = -9.04087, z = -100.8019, angle = -67.31758, collision = h1109B1
x = 35.35352, y = -9.144846, z = -101.3594, angle = -65.16293, collision = h1109B1
x = 36.50636, y = -9.144838, z = -101.328, angle = -99.4929, collision = h1109B1
x = 37.49673, y = -8.995598, z = -101.1341, angle = -169.4162, collision = h1109B1
x = 37.56888, y = -8.927946, z = -100.0735, angle = -122.5539, collision = h1109B1
x = 38.62979, y = -8.774225, z = -99.36675, angle = -97.91348, collision = h1109B1
x = 39.91003, y = -8.755343, z = -99.50615, angle = -32.18485, collision = h1109B1
x = 40.63346, y = -8.762716, z = -100.6721, angle = -12.21799, collision = h1109B1
x = 40.72116, y = -8.769815, z = -101.7152, angle = 59.347, collision = h1109B1
x = 39.7122, y = -8.810036, z = -102.3665, angle = 74.03724, collision = h1109B1
x = 38.36111, y = -8.995539, z = -102.2945, angle = 168.9175, collision = h1109B1
x = 38.81096, y = -8.858604, z = -100.9635, angle = -92.95771, collision = h1109B1
x = 36.67784, y = -9.148399, z = -102.4486, angle = -14.48516, collision = h1109B1
x = 37.15585, y = -9.149794, z = -103.6969, angle = -64.15321, collision = h1109B1
x = 37.3098, y = -9.147791, z = -104.8614, angle = 67.83244, collision = h1109B1
x = 36.04054, y = -9.147149, z = -105.0751, angle = 142.6455, collision = h1109B1
x = 35.06276, y = -9.14858, z = -104.1352, angle = 49.94968, collision = h1109B1
x = 34.51218, y = -9.145574, z = -105.222, angle = -58.05035, collision = h1109B1
x = 36.07042, y = -9.145073, z = -106.113, angle = -22.3619, collision = h1109B1
x = 36.24423, y = -9.151606, z = -107.1185, angle = 89.14117, collision = h1110B1
x = 34.92836, y = -9.152514, z = -107.0615, angle = 103.9608, collision = h1110B1
x = 33.69088, y = -9.152514, z = -107.191, angle = 0.003524378, collision = h1110B1
x = 33.66381, y = -9.150008, z = -108.5433, angle = -37.45788, collision = h1110B1
x = 34.25987, y = -9.153911, z = -109.4312, angle = -37.1897, collision = h1110B1
x = 34.85876, y = -9.153773, z = -110.6078, angle = 9.436904, collision = h1110B1
x = 34.70338, y = -9.153513, z = -111.9619, angle = 5.738479, collision = h1110B1
x = 34.72093, y = -9.153091, z = -113.333, angle = -17.65955, collision = h1110B1
x = 35.25914, y = -9.152635, z = -114.5797, angle = 28.9382, collision = h1110B1
x = 34.50362, y = -9.152514, z = -115.6399, angle = 53.66474, collision = h1110B1
x = 33.28868, y = -9.152514, z = -116.0401, angle = 118.5612, collision = h1110B1
x = 32.45699, y = -9.152809, z = -115.3062, angle = 160.6209, collision = h1110B1
x = 32.55967, y = -9.153171, z = -114.0751, angle = 168.4404, collision = h1110B1
x = 32.70287, y = -9.1536, z = -112.6034, angle = -161.1519, collision = h1110B1
x = 33.16645, y = -9.153932, z = -111.3043, angle = -153.7579, collision = h1110B1
x = 33.82341, y = -9.152514, z = -106.1086, angle = -149.0018, collision = h1110B1
x = 34.05067, y = -9.15288, z = -114.3366, angle = 93.76135, collision = h1110B1
