x = 230.0119, y = 199.9796, z = 473.7116, angle = -139.4778, collision = h0102B0
x = 331.938, y = 288.6189, z = 556.6966, angle = -175.9868, collision = h0016B0
x = 332.0685, y = 288.6189, z = 557.9745, angle = -140.2993, collision = h0016B0
x = 332.7547, y = 288.6189, z = 558.9652, angle = -127.1722, collision = h0016B0
x = 333.706, y = 288.6189, z = 559.4576, angle = -122.3285, collision = h0016B0
x = 334.6863, y = 288.6189, z = 560.0858, angle = -139.7128, collision = h0016B0
x = 335.6152, y = 288.6189, z = 561.0318, angle = -141.705, collision = h0016B0
x = 336.5266, y = 288.6189, z = 562.1921, angle = -139.0838, collision = h0016B0
x = 337.3806, y = 288.6189, z = 563.1959, angle = -138.4363, collision = h0016B0
x = 338.151, y = 288.6189, z = 564.0657, angle = -138.4363, collision = h0016B0
x = 338.8481, y = 288.6189, z = 564.8519, angle = -138.4363, collision = h0016B0
x = 330.7299, y = 288.6189, z = 555.959, angle = 39.58991, collision = h0016B0
x = 323.8912, y = 288.6189, z = 549.467, angle = 78.25558, collision = h0016B0
x = 322.7469, y = 288.6189, z = 549.4933, angle = 124.3496, collision = h0016B0
x = 323.2589, y = 288.6189, z = 548.2216, angle = 48.22771, collision = h0016B0
x = 321.2991, y = 288.619, z = 547.5599, angle = 120.9716, collision = h0016B0
x = 320.1381, y = 288.6191, z = 548.4423, angle = 153.845, collision = h0016B0
x = 319.5211, y = 288.6192, z = 549.611, angle = 139.1175, collision = h0016B0
x = 318.4892, y = 288.6194, z = 550.6656, angle = 124.5933, collision = h0016B0
x = 317.4367, y = 288.6194, z = 551.4586, angle = -179.4995, collision = h0016B0
x = 317.7503, y = 288.6195, z = 552.4832, angle = -112.3477, collision = h0017B0
x = 319.0414, y = 289.365, z = 553.156, angle = -136.3005, collision = h0017B0
x = 319.98, y = 290.1313, z = 554.0858, angle = -133.6817, collision = h0017B0
x = 320.6733, y = 290.7062, z = 554.7939, angle = -151.0488, collision = h0017B0
x = 321.3391, y = 291.4477, z = 555.9357, angle = -145.4717, collision = h0017B0
x = 321.9004, y = 292.0134, z = 556.7537, angle = -145.7218, collision = h0017B0
x = 322.4775, y = 292.5806, z = 557.5593, angle = -132.5724, collision = h0017B0
x = 323.4536, y = 293.3472, z = 558.4519, angle = -130.9765, collision = h0017B0
x = 324.2007, y = 293.9213, z = 559.1044, angle = -123.8749, collision = h0017B0
x = 325.3227, y = 294.2513, z = 559.7917, angle = -89.7611, collision = h0017B0
x = 326.7201, y = 294.2515, z = 559.585, angle = -30.11965, collision = h0017B0
x = 327.1703, y = 294.2516, z = 558.6058, angle = 16.20961, collision = h0017B0
x = 326.5419, y = 294.6126, z = 557.3141, angle = 49.31541, collision = h0017B0
x = 325.6554, y = 295.4004, z = 556.3555, angle = 2.304683, collision = h0017B0
x = 325.8424, y = 295.882, z = 555.0403, angle = -35.76753, collision = h0017B0
x = 326.6609, y = 295.124, z = 555.9973, angle = -147.5936, collision = h0017B0
x = 324.692, y = 296.4769, z = 554.7977, angle = 52.08922, collision = h0017B0
x = 323.9114, y = 297.0715, z = 554.1854, angle = 52.34619, collision = h0017B0
x = 322.9712, y = 297.8641, z = 553.2692, angle = 35.89632, collision = h0017B0
x = 322.39, y = 298.4555, z = 552.4653, angle = 39.37527, collision = h0017B0
x = 321.7595, y = 299.0515, z = 551.7002, angle = 55.73198, collision = h0017B0
x = 321.1032, y = 299.5533, z = 551.2008, angle = 61.85814, collision = h0017B0
x = 319.7928, y = 299.6191, z = 550.5172, angle = 77.42397, collision = h0017B0
x = 318.6141, y = 299.6192, z = 550.2404, angle = 120.3733, collision = h0017B0
x = 317.3899, y = 299.6193, z = 551.0563, angle = 149.227, collision = h0017B0
x = 316.6543, y = 299.6195, z = 552.1524, angle = 133.3412, collision = h0017B0
x = 315.7901, y = 299.6196, z = 552.6813, angle = 17.0102, collision = h0017B0
x = 317.8698, y = 299.6194, z = 552.6257, angle = -45.14467, collision = h0017B0
x = 318.4892, y = 299.6194, z = 551.5061, angle = 8.061044, collision = h0017B0
x = 317.7918, y = 299.6192, z = 549.4029, angle = -39.58368, collision = h0017B0
x = 318.57, y = 299.6191, z = 548.5029, angle = -109.5659, collision = h0017B0
x = 320.0015, y = 299.619, z = 548.8173, angle = -44.94395, collision = h0017B0
x = 320.773, y = 299.6189, z = 547.8579, angle = 16.81364, collision = h0017B0
x = 320.5257, y = 299.619, z = 546.4055, angle = -40.64071, collision = h0017B0
x = 321.3644, y = 299.6189, z = 545.454, angle = -76.38494, collision = h0017B0
x = 320.0485, y = 299.619, z = 545.0551, angle = 52.98368, collision = h0017B0
x = 318.9873, y = 299.619, z = 544.2656, angle = 59.80822, collision = h0017B0
x = 317.7681, y = 299.6189, z = 543.424, angle = 38.93813, collision = h0017B0
x = 316.8327, y = 299.6189, z = 542.2667, angle = 38.96691, collision = h0017B0
x = 316.105, y = 299.6198, z = 541.3666, angle = 38.77222, collision = h0007B0
x = 315.46, y = 299.6199, z = 540.5652, angle = 38.49298, collision = h0007B0
x = 314.7709, y = 299.6199, z = 539.7291, angle = 45.8047, collision = h0007B0
x = 313.8271, y = 299.6199, z = 538.8024, angle = 45.71804, collision = h0007B0
x = 313.1212, y = 299.6199, z = 537.5618, angle = 1.325849, collision = h0007B0
x = 312.6253, y = 299.6199, z = 536.5715, angle = 81.42757, collision = h0007B0
x = 311.4843, y = 299.6199, z = 536.7191, angle = 177.8572, collision = h0007B0
x = 311.2959, y = 299.6199, z = 538.0183, angle = 130.9632, collision = h0007B0
x = 310.1779, y = 299.62, z = 538.9955, angle = 124.7643, collision = h0007B0
x = 309.037, y = 299.6201, z = 539.6277, angle = 98.96598, collision = h0007B0
x = 307.5657, y = 299.6202, z = 539.8494, angle = 140.8688, collision = h0007B0
x = 306.2144, y = 299.6203, z = 540.1707, angle = 93.93108, collision = h0007B0
x = 305.2203, y = 299.6204, z = 540.458, angle = 157.187, collision = h0007B0
x = 305.9957, y = 299.6204, z = 541.4871, angle = -147.0822, collision = h0007B0
x = 305.6891, y = 299.6205, z = 542.452, angle = -69.47211, collision = h0007B0
x = 308.548, y = 299.6202, z = 540.9589, angle = -72.37843, collision = h0007B0
x = 308.7613, y = 299.62, z = 538.4254, angle = -51.81645, collision = h0007B0
x = 309.8892, y = 299.6199, z = 537.756, angle = -111.9898, collision = h0007B0
x = 311.6331, y = 299.6199, z = 535.4341, angle = -21.38987, collision = h0007B0
x = 311.1751, y = 299.6199, z = 534.3276, angle = 93.26335, collision = h0007B0
x = 309.7359, y = 299.6199, z = 534.4025, angle = 78.192, collision = h0007B0
x = 308.6544, y = 299.6199, z = 533.9496, angle = -0.4817059, collision = h0007B0
x = 308.6257, y = 299.6199, z = 532.4689, angle = 42.48854, collision = h0007B0
x = 307.7986, y = 299.6199, z = 531.5613, angle = 112.5483, collision = h0007B0
x = 306.3777, y = 299.6199, z = 531.964, angle = 79.44238, collision = h0007B0
x = 305.5859, y = 299.6199, z = 531.3236, angle = -5.124268, collision = h0007B0
x = 305.6429, y = 299.6199, z = 529.8387, angle = 59.83132, collision = h0007B0
x = 304.6745, y = 299.6199, z = 529.3818, angle = 113.6109, collision = h0007B0
x = 303.4495, y = 299.6199, z = 529.511, angle = -17.33753, collision = h0007B0
x = 303.8094, y = 299.6199, z = 528.3016, angle = 23.87061, collision = h0007B0
x = 303.1422, y = 299.6199, z = 527.1648, angle = 113.086, collision = h0007B0
x = 301.9012, y = 299.6199, z = 527.5227, angle = 31.3336, collision = h0007B0
x = 301.2215, y = 299.6199, z = 526.3789, angle = 12.50587, collision = h0007B0
x = 300.7898, y = 299.6199, z = 525.3483, angle = 25.20251, collision = h0007B0
x = 299.7526, y = 299.6199, z = 526.1989, angle = 65.94424, collision = h0007B0
x = 298.7267, y = 299.6199, z = 525.6408, angle = -3.38761, collision = h0007B0
x = 298.813, y = 299.6199, z = 524.4439, angle = -20.72512, collision = h0007B0
x = 299.2234, y = 299.6199, z = 523.2053, angle = -72.53934, collision = h0007B0
x = 299.0705, y = 299.6199, z = 522.1217, angle = 65.77909, collision = h0007B0
x = 297.7273, y = 299.6199, z = 521.6227, angle = 111.8455, collision = h0007B0
x = 296.5443, y = 299.6199, z = 522.1564, angle = 133.355, collision = h0007B0
x = 295.5784, y = 299.6199, z = 523.0598, angle = 112.7436, collision = h0007B0
x = 294.2256, y = 299.6199, z = 523.6572, angle = 88.82944, collision = h0124B0
x = 293.1487, y = 299.6199, z = 523.0984, angle = -45.3651, collision = h0007B0
x = 294.1282, y = 299.6199, z = 522.043, angle = -64.57012, collision = h0007B0
x = 295.2791, y = 299.6199, z = 521.4011, angle = -19.00175, collision = h0007B0
x = 295.5082, y = 299.6199, z = 520.0182, angle = 21.5895, collision = h0007B0
x = 294.845, y = 299.6199, z = 518.9176, angle = 116.5268, collision = h0007B0
x = 293.6239, y = 299.6199, z = 519.6008, angle = 148.662, collision = h0007B0
x = 292.893, y = 299.6199, z = 520.7013, angle = 85.50514, collision = h0007B0
x = 291.9097, y = 299.6199, z = 520.2256, angle = -52.01375, collision = h0007B0
x = 293.1775, y = 299.6199, z = 518.2422, angle = 42.25066, collision = h0007B0
x = 292.3537, y = 299.6199, z = 517.3071, angle = 61.68698, collision = h0007B0
x = 291.2948, y = 299.6199, z = 516.3457, angle = 6.639832, collision = h0007B0
x = 291.1398, y = 299.6199, z = 515.0452, angle = 27.45694, collision = h0007B0
x = 290.323, y = 299.6199, z = 514.0012, angle = 75.33018, collision = h0007B0
x = 289.0439, y = 299.6199, z = 513.666, angle = 63.70221, collision = h0007B0
x = 287.7085, y = 299.6199, z = 513.012, angle = 33.49239, collision = h0007B0
x = 286.9681, y = 299.6199, z = 511.9652, angle = 27.61318, collision = h0007B0
x = 286.1022, y = 299.6199, z = 510.7897, angle = 64.64408, collision = h0007B0
x = 285.0785, y = 299.6199, z = 510.2711, angle = 86.84335, collision = h0007B0
x = 284.0127, y = 299.6199, z = 510.1253, angle = 89.64539, collision = h0007B0
x = 283.0488, y = 299.6199, z = 509.5031, angle = 45.56912, collision = h0007B0
x = 282.0954, y = 299.6199, z = 508.6334, angle = 52.6655, collision = h0007B0
x = 281.1559, y = 299.6199, z = 507.8539, angle = 85.70517, collision = h0007B0
x = 279.9026, y = 299.6199, z = 507.6515, angle = 92.78491, collision = h0007B0
x = 278.4744, y = 299.6199, z = 507.6967, angle = 98.75835, collision = h0007B0
x = 277.4121, y = 299.6199, z = 507.8302, angle = 85.11091, collision = h0007B0
x = 276.04, y = 299.6199, z = 507.7668, angle = 87.41867, collision = h0007B0
x = 274.6984, y = 299.6199, z = 507.692, angle = 72.65247, collision = h0007B0
x = 273.6693, y = 299.6199, z = 507.4361, angle = 79.81269, collision = h0007B0
x = 272.4501, y = 299.6199, z = 507.8374, angle = -172.0026, collision = h0007B0
x = 273.0401, y = 299.6199, z = 508.8632, angle = -129.9381, collision = h0007B0
x = 275.3776, y = 299.6199, z = 506.6142, angle = -136.5391, collision = h0007B0
x = 282.3126, y = 299.6199, z = 507.6281, angle = -160.1034, collision = h0007B0
x = 284.4583, y = 299.6199, z = 509.0995, angle = -100.0947, collision = h0007B0
x = 287.9149, y = 299.6199, z = 511.4615, angle = -140.0082, collision = h0007B0
x = 288.7626, y = 299.6199, z = 512.5698, angle = -164.264, collision = h0007B0
x = 289.2903, y = 299.6199, z = 514.8007, angle = -117.4385, collision = h0007B0
x = 292.3299, y = 299.6199, z = 515.692, angle = -175.5955, collision = h0007B0
x = 296.1255, y = 299.6199, z = 523.9708, angle = -89.05537, collision = h0007B0
x = 297.6094, y = 299.6199, z = 524.0441, angle = -63.6643, collision = h0007B0
x = 279.0544, y = 310.6413, z = 537.6839, angle = 114.2698, collision = h0004B0
x = 278.0627, y = 310.6413, z = 538.2841, angle = 91.09078, collision = h0004B0
x = 276.596, y = 310.6413, z = 538.1713, angle = 57.3006, collision = h0004B0
x = 275.4099, y = 310.6413, z = 537.5942, angle = 65.08684, collision = h0004B0
x = 274.573, y = 310.6413, z = 536.9843, angle = 57.52277, collision = h0004B0
x = 273.9354, y = 310.6413, z = 536.1176, angle = -34.81852, collision = h0004B0
x = 274.2623, y = 310.6413, z = 535.1047, angle = 7.679455, collision = h0004B0
x = 273.3277, y = 310.6413, z = 534.4054, angle = 130.0179, collision = h0004B0
x = 272.5087, y = 310.6413, z = 535.3691, angle = 140.6327, collision = h0004B0
x = 271.3572, y = 310.6413, z = 536.1499, angle = 47.76708, collision = h0004B0
x = 270.4176, y = 310.6413, z = 535.4153, angle = 17.71847, collision = h0004B0
x = 269.9543, y = 310.6413, z = 534.3548, angle = -43.43377, collision = h0004B0
x = 270.7326, y = 310.6413, z = 533.3461, angle = -1.212987, collision = h0004B0
x = 271.0575, y = 310.6413, z = 532.3478, angle = 91.36834, collision = h0004B0
x = 269.4066, y = 310.6413, z = 533.0789, angle = 61.27919, collision = h0004B0
x = 268.1331, y = 310.6413, z = 532.5649, angle = 3.995278, collision = h0004B0
x = 268.0102, y = 310.6413, z = 531.1085, angle = -40.00005, collision = h0004B0
x = 268.8801, y = 310.6413, z = 530.1878, angle = 57.88438, collision = h0004B0
x = 267.0875, y = 310.6413, z = 529.9339, angle = 62.2681, collision = h0004B0
x = 266.0102, y = 310.6413, z = 529.3619, angle = 61.96368, collision = h0004B0
x = 264.8819, y = 310.6413, z = 528.75, angle = 55.88824, collision = h0004B0
x = 263.7516, y = 310.6413, z = 527.8834, angle = -5.868826, collision = h0004B0
x = 263.7394, y = 310.6413, z = 526.8342, angle = -14.22805, collision = h0004B0
x = 263.9692, y = 310.6413, z = 525.4476, angle = -8.689039, collision = h0004B0
x = 264.0846, y = 310.6413, z = 524.1475, angle = -8.650024, collision = h0004B0
x = 264.2545, y = 310.6413, z = 523.0311, angle = -15.36566, collision = h0004B0
x = 264.4913, y = 310.6413, z = 521.9425, angle = -27.28357, collision = h0004B0
x = 263.8405, y = 310.6413, z = 520.4818, angle = -9.386893, collision = h0004B0
x = 263.9643, y = 310.6413, z = 519.2039, angle = -17.20404, collision = h0004B0
x = 264.3714, y = 310.6413, z = 517.8517, angle = -30.65424, collision = h0004B0
x = 263.9626, y = 310.6413, z = 516.7501, angle = 18.03431, collision = h0004B0
x = 263.0459, y = 310.6413, z = 517.3754, angle = -173.339, collision = h0004B0
x = 263.1057, y = 310.6413, z = 518.4819, angle = -112.4197, collision = h0004B0
x = 265.4872, y = 310.6413, z = 519.579, angle = -93.04697, collision = h0004B0
x = 262.5422, y = 310.6413, z = 520.5605, angle = -179.3961, collision = h0004B0
x = 262.3303, y = 310.6413, z = 521.6376, angle = -111.2294, collision = h0004B0
x = 263.3508, y = 310.6413, z = 522.1472, angle = -125.4827, collision = h0004B0
x = 263.0514, y = 310.6413, z = 525.0034, angle = -162.2137, collision = h0004B0
x = 265.0269, y = 310.6413, z = 526.9784, angle = -120.3212, collision = h0004B0
x = 265.7437, y = 310.6413, z = 528.1868, angle = -175.9561, collision = h0004B0
x = 268.9262, y = 310.6413, z = 531.5907, angle = -110.6319, collision = h0004B0
x = 276.2948, y = 310.6413, z = 539.3718, angle = -150.847, collision = h0004B0
x = 276.9438, y = 310.6413, z = 540.5346, angle = -144.6562, collision = h0004B0
x = 277.7313, y = 310.6413, z = 541.6718, angle = -126.6785, collision = h0004B0
x = 278.7513, y = 310.6413, z = 542.4938, angle = -123.1655, collision = h0004B0
x = 279.7687, y = 310.6413, z = 543.1588, angle = -121.8499, collision = h0004B0
x = 280.8601, y = 310.6413, z = 543.8381, angle = -119.8298, collision = h0004B0
x = 282.0981, y = 310.6413, z = 544.576, angle = -177.9581, collision = h0004B0
x = 282.3189, y = 310.6413, z = 545.5769, angle = 160.9423, collision = h0004B0
x = 281.9304, y = 310.6413, z = 546.8138, angle = -159.366, collision = h0004B0
x = 282.5262, y = 310.6413, z = 547.632, angle = -34.14746, collision = h0004B0
x = 283.4639, y = 310.6413, z = 546.5026, angle = -75.08475, collision = h0004B0
x = 284.5973, y = 310.6413, z = 546.2845, angle = 171.8434, collision = h0004B0
x = 283.5819, y = 310.6412, z = 547.5824, angle = -174.2911, collision = h0004B0
x = 283.9541, y = 310.6412, z = 548.6241, angle = -71.93941, collision = h0004B0
x = 285.3675, y = 310.6412, z = 548.1792, angle = -58.95071, collision = h0004B0
x = 286.5606, y = 310.6413, z = 547.7006, angle = -161.6442, collision = h0004B0
x = 286.6053, y = 310.6412, z = 548.7118, angle = 177.1102, collision = h0004B0
x = 286.6852, y = 310.6412, z = 549.9638, angle = -100.8519, collision = h0004B0
x = 288.0375, y = 310.6412, z = 550.2056, angle = -104.3236, collision = h0004B0
x = 288.5615, y = 310.6412, z = 551.1592, angle = 134.854, collision = h0004B0
x = 287.6709, y = 310.6412, z = 552.3167, angle = -144.8121, collision = h0004B0
x = 288.3622, y = 310.6412, z = 553.2983, angle = -102.0723, collision = h0004B0
x = 289.7424, y = 310.6412, z = 553.8173, angle = -122.3381, collision = h0004B0
x = 290.6895, y = 310.6412, z = 554.4177, angle = -122.3381, collision = h0004B0
x = 291.0261, y = 310.6412, z = 555.6881, angle = -126.922, collision = h0004B0
x = 292.2595, y = 310.6412, z = 556.4024, angle = -46.73688, collision = h0004B0
x = 293.1461, y = 310.6412, z = 555.4797, angle = -41.20689, collision = h0004B0
x = 294.0373, y = 310.6535, z = 554.291, angle = -56.83299, collision = h0004B0
x = 295.0793, y = 310.6536, z = 553.5609, angle = -76.07762, collision = h0004B0
x = 296.0473, y = 310.6537, z = 552.7128, angle = -41.31923, collision = h0004B0
x = 296.6924, y = 310.6538, z = 551.6721, angle = -12.13083, collision = h0004B0
x = 296.9742, y = 310.654, z = 550.2542, angle = -53.02557, collision = h0004B0
x = 292.285, y = 310.6412, z = 554.9449, angle = 106.0671, collision = h0004B0
x = 289.7382, y = 310.6412, z = 554.8796, angle = 31.41535, collision = h0004B0
x = 289.1321, y = 310.6412, z = 552.4788, angle = 28.37579, collision = h0004B0
x = 284.6899, y = 310.6412, z = 547.3807, angle = 92.76698, collision = h0004B0
x = 281.0877, y = 310.6413, z = 545.7158, angle = 12.06063, collision = h0004B0
x = 278.6813, y = 310.6413, z = 541.2938, angle = 18.05371, collision = h0004B0
x = 278.3167, y = 310.6413, z = 540.267, angle = 7.947403, collision = h0004B0
x = 279.4731, y = 299.6197, z = 538.4167, angle = 178.6301, collision = h0003B0
x = 279.5299, y = 299.6197, z = 539.7703, angle = -163.5359, collision = h0003B0
x = 279.8784, y = 299.6197, z = 540.9254, angle = 176.0856, collision = h0003B0
x = 279.8278, y = 299.6197, z = 542.2834, angle = -150.2813, collision = h0003B0
x = 280.2827, y = 299.6197, z = 543.3186, angle = -144.1556, collision = h0003B0
x = 281.0357, y = 299.6197, z = 544.3893, angle = -145.1679, collision = h0003B0
x = 281.8795, y = 299.6197, z = 545.5293, angle = -145.2885, collision = h0003B0
x = 282.4982, y = 299.6197, z = 546.4218, angle = -144.5072, collision = h0003B0
