x = 177.8432, y = 207.2, z = 131.9724, angle = -100, collision = h0000B1_0000
x = 260.5351, y = 114.3146, z = 264.8405, angle = -178.5065, collision = h0006B1_0000
x = 260.5652, y = 114.9358, z = 265.9277, angle = -178.1833, collision = h0006B1_0000
x = 260.5984, y = 115.5032, z = 266.9206, angle = -177.8197, collision = h0006B1_0000
x = 260.6164, y = 116.0463, z = 267.871, angle = -179.3755, collision = h0006B1_0000
x = 260.6271, y = 116.5778, z = 268.8011, angle = -179.2351, collision = h0006B1_0000
x = 260.553, y = 117.1124, z = 269.7368, angle = 174.6049, collision = h0006B1_0000
x = 260.4663, y = 117.6815, z = 270.7327, angle = 179.7367, collision = h0006B1_0000
x = 260.4525, y = 118.2193, z = 271.6738, angle = 178.8089, collision = h0006B1_0000
x = 260.4439, y = 118.7547, z = 272.6107, angle = 179.6226, collision = h0006B1_0000
x = 260.4374, y = 119.2919, z = 273.5508, angle = 179.7124, collision = h0006B1_0000
x = 260.4298, y = 119.8669, z = 274.5571, angle = 179.8053, collision = h0006B1_0000
x = 260.427, y = 120.4052, z = 275.4991, angle = 179.9081, collision = h0006B1_0000
x = 260.4379, y = 120.9392, z = 276.4336, angle = -178.8765, collision = h0006B1_0000
x = 260.464, y = 121.4844, z = 277.3877, angle = -179.0655, collision = h0006B1_0000
x = 260.6205, y = 122.0369, z = 278.3546, angle = -150.4754, collision = h0006B1_0000
x = 260.6756, y = 122.5545, z = 279.2603, angle = -178.3587, collision = h0006B1_0000
x = 260.7042, y = 123.1275, z = 280.2632, angle = 166.9264, collision = h0006B1_0000
x = 260.5437, y = 123.6562, z = 281.1884, angle = 179.4239, collision = h0006B1_0000
x = 260.525, y = 124.2304, z = 282.1932, angle = 178.2094, collision = h0006B1_0000
x = 260.4996, y = 124.8496, z = 283.2769, angle = 178.5096, collision = h0006B1_0000
x = 260.4736, y = 125.4219, z = 284.2784, angle = 178.4843, collision = h0006B1_0000
x = 260.4488, y = 125.9606, z = 285.2212, angle = 178.2313, collision = h0006B1_0000
x = 260.4213, y = 126.4931, z = 286.153, angle = 179.8547, collision = h0006B1_0000
x = 260.4391, y = 127.0298, z = 287.0923, angle = -176.4176, collision = h0006B1_0000
x = 260.4995, y = 127.6039, z = 288.0968, angle = -177.8681, collision = h0006B1_0000
x = 260.531, y = 128.1407, z = 289.0364, angle = -178.2007, collision = h0006B1_0000
x = 260.5626, y = 128.6748, z = 289.971, angle = -177.996, collision = h0006B1_0000
x = 260.5971, y = 129.216, z = 290.9181, angle = -178.4115, collision = h0006B1_0000
x = 260.6296, y = 129.7872, z = 291.9177, angle = 179.2433, collision = h0006B1_0000
x = 260.6127, y = 130.3008, z = 292.8164, angle = 178.3962, collision = h0006B1_0000
x = 260.5856, y = 130.8628, z = 293.8, angle = 178.6871, collision = h0006B1_0000
x = 260.5622, y = 131.4188, z = 294.7729, angle = 178.4263, collision = h0006B1_0000
x = 260.5371, y = 131.9768, z = 295.7494, angle = 178.8092, collision = h0006B1_0000
x = 260.5194, y = 132.5022, z = 296.6689, angle = 179.1735, collision = h0006B1_0000
x = 260.5072, y = 133.056, z = 297.6381, angle = 179.6371, collision = h0006B1_0000
x = 260.5099, y = 133.6198, z = 298.6247, angle = -178.4791, collision = h0006B1_0000
x = 260.6768, y = 134.1749, z = 299.5961, angle = -134.979, collision = h0006B1_0000
x = 263.5914, y = 129.4038, z = 301.1319, angle = -134.5856, collision = h0006B1_0000
x = 263.859, y = 129.2, z = 302.1635, angle = -108.75, collision = h0006B1_0000
x = 264.8964, y = 129.2, z = 301.8529, angle = -1.386474, collision = h0006B1_0000
x = 265.0291, y = 129.2, z = 300.6284, angle = -78.14349, collision = h0006B1_0000
x = 266.3586, y = 129.2, z = 300.5569, angle = -108.922, collision = h0006B1_0000
x = 267.7356, y = 129.2, z = 300.8367, angle = -68.0827, collision = h0006B1_0000
x = 269.0836, y = 129.2, z = 300.3626, angle = -99.44652, collision = h0006B1_0000
x = 270.3883, y = 129.2, z = 300.8479, angle = -117.3061, collision = h0006B1_0000
x = 271.4122, y = 129.2, z = 301.305, angle = -67.48132, collision = h0006B1_0000
x = 270.9186, y = 129.2, z = 302.3409, angle = 118.077, collision = h0006B1_0000
x = 269.544, y = 129.2, z = 302.38, angle = 88.83481, collision = h0006B1_0000
x = 268.1413, y = 129.2, z = 302.3502, angle = 173.5211, collision = h0006B1_0000
x = 269.0963, y = 129.2, z = 303.5091, angle = 146.7397, collision = h0007B1_0000
x = 268.4067, y = 129.2, z = 304.7581, angle = -150.6819, collision = h0007B1_0000
x = 268.908, y = 129.2, z = 305.8054, angle = -138.5187, collision = h0007B1_0000
x = 270.1484, y = 129.2, z = 305.6749, angle = -89.3498, collision = h0007B1_0000
x = 271.6058, y = 129.2, z = 305.6629, angle = -89.18317, collision = h0007B1_0000
x = 273.066, y = 129.2, z = 305.6393, angle = -83.58146, collision = h0007B1_0000
x = 270.5941, y = 129.2, z = 304.7423, angle = -28.13124, collision = h0007B1_0000
x = 270.9908, y = 129.2, z = 303.65, angle = 89.80093, collision = h0007B1_0000
x = 269.5819, y = 129.2, z = 304.5074, angle = 113.6696, collision = h0007B1_0000
x = 267.4178, y = 129.2, z = 305.0758, angle = 159.2567, collision = h0007B1_0000
x = 266.835, y = 129.2, z = 306.0548, angle = 168.0632, collision = h0007B1_0000
x = 266.0787, y = 129.2, z = 307.0312, angle = 32.95654, collision = h0007B1_0000
x = 265.5986, y = 129.2, z = 305.8979, angle = -12.59014, collision = h0007B1_0000
x = 265.8066, y = 129.2, z = 304.4872, angle = 66.82485, collision = h0007B1_0000
x = 264.6172, y = 129.2, z = 304.1548, angle = 119.8949, collision = h0007B1_0000
x = 263.5586, y = 129.2, z = 304.8652, angle = 142.317, collision = h0007B1_0000
x = 262.8275, y = 129.2, z = 306.0594, angle = 114.7275, collision = h0007B1_0000
x = 261.6784, y = 129.2, z = 306.7652, angle = -157.1782, collision = h0007B1_0000
x = 262.3147, y = 129.2, z = 307.6887, angle = -69.1273, collision = h0007B1_0000
x = 263.6443, y = 129.2, z = 307.2155, angle = -74.28096, collision = h0007B1_0000
x = 264.6645, y = 129.2, z = 306.9933, angle = -65.11337, collision = h0007B1_0000
x = 262.2322, y = 129.2, z = 308.8538, angle = -162.594, collision = h0007B1_0000
x = 262.9834, y = 129.2, z = 309.6518, angle = -51.21011, collision = h0007B1_0000
x = 264.1037, y = 129.2, z = 308.7743, angle = -40.6791, collision = h0007B1_0000
x = 266.3928, y = 129.2, z = 308.1169, angle = -157.2816, collision = h0007B1_0000
x = 266.809, y = 129.2, z = 309.2973, angle = 164.7043, collision = h0007B1_0000
x = 266.5692, y = 129.2, z = 310.5292, angle = 106.9745, collision = h0007B1_0000
x = 265.4195, y = 129.2, z = 311.0344, angle = 80.11739, collision = h0007B1_0000
x = 264.1007, y = 129.2, z = 310.844, angle = 91.89113, collision = h0007B1_0000
x = 262.8554, y = 129.2, z = 310.7876, angle = 122.1875, collision = h0007B1_0000
x = 261.683, y = 129.2, z = 311.4367, angle = 176.8206, collision = h0007B1_0000
x = 261.5141, y = 129.2, z = 312.6621, angle = 175.8835, collision = h0007B1_0000
x = 261.5919, y = 129.2, z = 313.9803, angle = -152.4857, collision = h0007B1_0000
x = 261.99, y = 129.2, z = 314.9191, angle = -121.7047, collision = h0007B1_0000
x = 263.0331, y = 129.2, z = 315.6271, angle = -46.72553, collision = h0007B1_0000
x = 263.9699, y = 129.2, z = 314.8652, angle = -0.4748211, collision = h0007B1_0000
x = 264.0851, y = 129.2, z = 313.5642, angle = 1.781272, collision = h0007B1_0000
x = 264.0796, y = 129.2, z = 312.2617, angle = -24.71839, collision = h0007B1_0000
x = 266.7538, y = 129.2, z = 312.129, angle = 171.7051, collision = h0007B1_0000
x = 266.5786, y = 129.2, z = 313.4938, angle = 172.0852, collision = h0007B1_0000
x = 266.5273, y = 129.2, z = 314.7289, angle = -156.5578, collision = h0007B1_0000
x = 266.7924, y = 129.2, z = 315.9004, angle = 134.694, collision = h0007B1_0000
x = 266.0724, y = 129.2, z = 316.8306, angle = 52.56266, collision = h0007B1_0000
x = 265.0058, y = 129.2, z = 316.2511, angle = 18.77241, collision = h0007B1_0000
x = 262.0309, y = 129.2, z = 316.7424, angle = -168.8277, collision = h0007B1_0000
x = 262.1554, y = 129.2, z = 318.0277, angle = -116.1127, collision = h0007B1_0000
x = 263.2327, y = 129.2, z = 318.6212, angle = -60.88698, collision = h0007B1_0000
x = 264.477, y = 129.2, z = 318.1287, angle = -78.39822, collision = h0007B1_0000
x = 265.6263, y = 129.2, z = 317.8529, angle = -138.671, collision = h0007B1_0000
x = 266.5322, y = 129.2, z = 318.8395, angle = 144.9313, collision = h0007B1_0000
x = 265.9732, y = 129.2, z = 319.8928, angle = 112.2642, collision = h0007B1_0000
x = 264.7396, y = 129.2, z = 320.468, angle = 90.54727, collision = h0007B1_0000
x = 263.7107, y = 129.2, z = 320.5013, angle = 116.5686, collision = h0007B1_0000
x = 262.5346, y = 129.2, z = 321.0503, angle = 174.6999, collision = h0007B1_0000
x = 262.262, y = 129.2, z = 322.2781, angle = -173.4919, collision = h0007B1_0000
x = 262.398, y = 129.2, z = 323.5508, angle = -173.4427, collision = h0007B1_0000
x = 262.5919, y = 129.2, z = 324.8644, angle = -116.2197, collision = h0007B1_0000
x = 263.6409, y = 129.2, z = 325.4092, angle = -29.72317, collision = h0007B1_0000
x = 264.467, y = 129.2, z = 324.3685, angle = -16.28889, collision = h0007B1_0000
x = 264.8231, y = 129.2, z = 323.1805, angle = -57.33615, collision = h0007B1_0000
x = 265.829, y = 129.2, z = 322.3373, angle = -108.3948, collision = h0007B1_0000
x = 266.8344, y = 129.2, z = 322.735, angle = 163.6924, collision = h0007B1_0000
x = 266.6036, y = 129.2, z = 323.7953, angle = 158.9607, collision = h0007B1_0000
x = 266.1117, y = 129.2, z = 324.9692, angle = 126.1699, collision = h0007B1_0000
x = 265.1469, y = 129.2, z = 325.8329, angle = 144.9079, collision = h0007B1_0000
x = 264.2883, y = 129.2, z = 326.8036, angle = 165.0798, collision = h0007B1_0000
x = 264.0028, y = 129.2, z = 327.9955, angle = -114.1728, collision = h0007B1_0000
x = 265.0934, y = 129.2, z = 328.35, angle = -76.83842, collision = h0007B1_0000
x = 266.3284, y = 129.2, z = 328.1526, angle = -76.12896, collision = h0007B1_0000
x = 267.6836, y = 129.2, z = 327.8317, angle = -77.67592, collision = h0007B1_0000
x = 268.6899, y = 129.2, z = 327.6173, angle = -67.38088, collision = h0007B1_0000
x = 269.7267, y = 129.2, z = 327.2265, angle = -67.73032, collision = h0007B1_0000
x = 271.032, y = 129.2, z = 326.9505, angle = -86.74673, collision = h0007B1_0000
x = 271.8945, y = 129.2, z = 326.0948, angle = -34.45134, collision = h0007B1_0000
x = 272.9629, y = 129.2, z = 326.1575, angle = -93.44371, collision = h0007B1_0000
x = 273.9223, y = 129.2, z = 326.6093, angle = 121.0229, collision = h0007B1_0000
x = 272.4316, y = 129.2, z = 327.041, angle = 68.26268, collision = h0007B1_0000
x = 267.2938, y = 129.2, z = 326.5933, angle = 35.4934, collision = h0007B1_0000
x = 263.3775, y = 129.2, z = 321.8697, angle = -14.43521, collision = h0007B1_0000
x = 262.1385, y = 135.5275, z = 313.0085, angle = 89.99994, collision = h0007B1_0000
x = 261.7901, y = 135.5, z = 314.2538, angle = 161.1278, collision = h0007B1_0000
x = 261.4271, y = 135.5, z = 315.4747, angle = 174.0751, collision = h0007B1_0000
x = 261.3361, y = 135.5, z = 316.9033, angle = -171.8981, collision = h0007B1_0000
x = 261.5041, y = 135.5, z = 318.316, angle = -171.0444, collision = h0007B1_0000
x = 261.7355, y = 135.5, z = 319.7301, angle = -168.3238, collision = h0007B1_0000
x = 261.8958, y = 135.5, z = 321.1442, angle = 172.6033, collision = h0007B1_0000
x = 261.705, y = 135.5, z = 322.5644, angle = 173.3, collision = h0007B1_0000
x = 261.6111, y = 135.5, z = 323.8355, angle = 176.1584, collision = h0007B1_0000
x = 261.4831, y = 135.5, z = 325.2599, angle = -164.0961, collision = h0007B1_0000
x = 261.6719, y = 135.5, z = 326.6551, angle = 58.85626, collision = h0007B1_0000
x = 261.9845, y = 135.5, z = 311.6606, angle = -4.204842, collision = h0007B1_0000
x = 262.003, y = 135.5, z = 310.2306, angle = 2.705233, collision = h0007B1_0000
x = 261.9348, y = 135.5, z = 308.7993, angle = 2.875797, collision = h0007B1_0000
x = 261.8616, y = 135.5, z = 307.3682, angle = 7.800978, collision = h0007B1_0000
x = 261.6059, y = 135.5, z = 305.9653, angle = 73.15743, collision = h0007B1_0000
x = 261.1077, y = 135.5, z = 308.1825, angle = 167.3333, collision = h0007B1_0000
x = 261.1077, y = 135.5, z = 309.5716, angle = 175.0185, collision = h0007B1_0000
x = 261.1077, y = 135.5, z = 310.7277, angle = -177.031, collision = h0007B1_0000
x = 263.0189, y = 135.5, z = 311.8761, angle = -94.13139, collision = h0107B1_0000
x = 264.0971, y = 135.5, z = 311.9508, angle = -91.90453, collision = h0107B1_0000
x = 265.1002, y = 135.5, z = 311.916, angle = -82.29145, collision = h0107B1_0000
x = 266.2478, y = 135.5, z = 311.8279, angle = -89.77515, collision = h0107B1_0000
x = 267.3828, y = 135.5, z = 311.8172, angle = -89.45842, collision = h0107B1_0000
x = 268.5374, y = 135.5, z = 311.8053, angle = -89.31455, collision = h0107B1_0000
x = 269.6989, y = 135.5, z = 311.7906, angle = -89.18519, collision = h0107B1_0000
x = 270.7997, y = 135.5, z = 311.7743, angle = -89.067, collision = h0107B1_0000
x = 271.9448, y = 135.5, z = 311.7855, angle = -93.48392, collision = h0107B1_0000
x = 272.9474, y = 135.5, z = 311.8463, angle = -93.42919, collision = h0107B1_0000
x = 274.0116, y = 135.5, z = 311.9744, angle = -107.3841, collision = h0107B1_0000
x = 274.4912, y = 135.5, z = 312.9705, angle = 179.4431, collision = h0107B1_0000
x = 274.4824, y = 135.5, z = 314.1113, angle = 174.6299, collision = h0107B1_0000
x = 274.3234, y = 135.5, z = 315.2558, angle = 171.6112, collision = h0107B1_0000
x = 274.3221, y = 135.5, z = 316.4034, angle = -167.6085, collision = h0107B1_0000
x = 274.4828, y = 135.5, z = 317.4848, angle = -174.9602, collision = h0107B1_0000
x = 274.4445, y = 135.5, z = 318.6256, angle = 178.6255, collision = h0107B1_0000
x = 274.3862, y = 135.5, z = 319.6574, angle = 150.0021, collision = h0107B1_0000
x = 273.5251, y = 135.5, z = 320.3574, angle = 92.20385, collision = h0107B1_0000
x = 272.3762, y = 135.5, z = 320.3806, angle = 89.0166, collision = h0107B1_0000
x = 271.2403, y = 135.5, z = 320.2875, angle = 74.35684, collision = h0107B1_0000
x = 270.0915, y = 135.5, z = 320.243, angle = 92.28291, collision = h0107B1_0000
x = 268.9239, y = 135.5, z = 320.2672, angle = 89.26865, collision = h0107B1_0000
x = 267.8359, y = 135.5, z = 320.2556, angle = 89.40468, collision = h0107B1_0000
x = 266.6855, y = 135.5, z = 320.2499, angle = 89.55171, collision = h0107B1_0000
x = 265.4834, y = 135.5, z = 320.2428, angle = 90.30909, collision = h0107B1_0000
x = 264.4014, y = 135.5, z = 320.2454, angle = 91.08669, collision = h0107B1_0000
x = 263.3977, y = 135.5, z = 320.2279, angle = 77.6246, collision = h0107B1_0000
x = 275.2365, y = 135.5, z = 315.9169, angle = -85.1228, collision = h0107B1_0000
x = 276.4201, y = 135.5, z = 315.8248, angle = -88.042, collision = h0107B1_0000
x = 277.5428, y = 135.5, z = 315.8115, angle = -90.29282, collision = h0107B1_0000
x = 278.713, y = 135.5, z = 315.8586, angle = -96.15424, collision = h0107B1_0000
x = 279.8347, y = 135.5, z = 315.9805, angle = -92.8619, collision = h0107B1_0000
x = 280.8448, y = 135.5, z = 316.0204, angle = -90.74818, collision = h0107B1_0000
x = 281.9583, y = 135.5, z = 316.0051, angle = -88.29649, collision = h0107B1_0000
x = 283.0805, y = 135.5, z = 315.9713, angle = -87.82933, collision = h0107B1_0000
x = 284.2611, y = 135.5, z = 315.9351, angle = -88.14, collision = h0107B1_0000
x = 285.3802, y = 135.5001, z = 315.9427, angle = -91.75806, collision = h0107B1_0000
x = 286.5565, y = 135.5, z = 315.9801, angle = -91.98534, collision = h0107B1_0000
x = 287.6875, y = 135.5, z = 315.9965, angle = -89.5394, collision = h0107B1_0000
x = 288.2628, y = 135.5001, z = 317.0285, angle = -166.9375, collision = h0107B1_0000
x = 288.4202, y = 135.5001, z = 318.117, angle = 178.1353, collision = h0107B1_0000
x = 288.3746, y = 135.5001, z = 319.2678, angle = 179.8666, collision = h0107B1_0000
x = 289.1917, y = 135.5, z = 320.1156, angle = -108.6273, collision = h0107B1_0000
x = 290.2925, y = 135.5, z = 320.2588, angle = -95.13044, collision = h0107B1_0000
x = 291.3799, y = 135.5, z = 320.3456, angle = -79.9445, collision = h0107B1_0000
x = 292.6021, y = 135.5, z = 320.1449, angle = -90.69614, collision = h0107B1_0000
x = 293.6947, y = 135.5, z = 320.2175, angle = -97.36432, collision = h0107B1_0000
x = 294.8365, y = 135.5, z = 320.3651, angle = -94.929, collision = h0107B1_0000
x = 295.9776, y = 135.5, z = 320.4438, angle = -88.13449, collision = h0107B1_0000
x = 296.989, y = 135.5, z = 320.4175, angle = -87.86921, collision = h0107B1_0000
x = 298.0953, y = 135.5, z = 320.2742, angle = -85.47736, collision = h0107B1_0000
x = 299.2227, y = 135.5, z = 320.1783, angle = -77.81039, collision = h0107B1_0000
x = 300.1779, y = 135.5, z = 319.8779, angle = -65.7771, collision = h0107B1_0000
x = 300.7739, y = 135.5, z = 318.9744, angle = -13.55134, collision = h0107B1_0000
x = 300.8863, y = 135.5, z = 317.8906, angle = -1.990563, collision = h0107B1_0000
x = 300.8301, y = 135.5, z = 316.7134, angle = 5.888976, collision = h0107B1_0000
x = 300.7418, y = 135.5, z = 315.5686, angle = 1.252302, collision = h0107B1_0000
x = 300.7678, y = 135.5, z = 314.425, angle = 0.6813933, collision = h0107B1_0000
x = 300.7261, y = 135.5, z = 313.2668, angle = 11.09898, collision = h0107B1_0000
x = 300.3229, y = 135.5, z = 312.1797, angle = 33.04719, collision = h0107B1_0000
x = 299.3027, y = 135.5, z = 311.9765, angle = 84.47803, collision = h0107B1_0000
x = 298.2164, y = 135.5, z = 311.872, angle = 84.51708, collision = h0107B1_0000
x = 297.0244, y = 135.5, z = 311.7936, angle = 90.29938, collision = h0107B1_0000
x = 295.8737, y = 135.5, z = 311.793, angle = 89.98956, collision = h0107B1_0000
x = 294.735, y = 135.5, z = 311.7982, angle = 90.52399, collision = h0107B1_0000
x = 293.5755, y = 135.5, z = 311.8123, angle = 91.06274, collision = h0107B1_0000
x = 292.4095, y = 135.5, z = 311.8412, angle = 92.47999, collision = h0107B1_0000
x = 291.3172, y = 135.5, z = 311.8888, angle = 92.57882, collision = h0107B1_0000
x = 290.1703, y = 135.5, z = 311.9536, angle = 98.65551, collision = h0107B1_0000
x = 289.0156, y = 135.5, z = 312.2575, angle = 119.0496, collision = h0107B1_0000
x = 288.5946, y = 135.5, z = 313.1714, angle = 177.5708, collision = h0107B1_0000
x = 288.5341, y = 135.5001, z = 314.3269, angle = 176.4169, collision = h0107B1_0000
x = 288.625, y = 135.5001, z = 315.4984, angle = -171.6347, collision = h0107B1_0000
x = 301.4565, y = 135.5, z = 312.0975, angle = -51.21334, collision = h0107B1_0000
x = 302.5182, y = 135.5, z = 311.7458, angle = -96.84019, collision = h0107B1_0000
x = 303.667, y = 135.5, z = 311.9262, angle = -124.5682, collision = h0107B1_0000
x = 304.2577, y = 135.5, z = 312.7372, angle = 178.1604, collision = h0107B1_0000
