x = 87.86724, y = 13.22756, z = 118.8088, angle = -178.0423, collision = h0001B0_0000
x = 94.6087, y = 38.14999, z = 286.6496, angle = -22.50353, collision = h0017B0_0000
x = 94.47359, y = 33.0043, z = 283.3915, angle = -174.7213, collision = h0008B0_0000
x = 91.45487, y = 20.86973, z = 272.3321, angle = 1.5463, collision = h0080B0_0000
x = 91.41573, y = 20.86246, z = 270.8996, angle = 2.00604, collision = h0081B0_0002
x = 91.35445, y = 21.33174, z = 268.9901, angle = 2.120651, collision = h0081B0_0002
x = 91.2613, y = 21.00001, z = 265.2633, angle = 6.319605, collision = h0019B0_0000
x = 91.08994, y = 21, z = 264.0632, angle = 10.51699, collision = h0019B0_0000
x = 90.82871, y = 21, z = 262.6564, angle = 10.55428, collision = h0019B0_0000
x = 90.56756, y = 21, z = 261.2568, angle = 10.69975, collision = h0019B0_0000
x = 90.33018, y = 21, z = 260.0023, angle = 15.03286, collision = h0019B0_0000
x = 89.91151, y = 21, z = 258.6376, angle = 39.96312, collision = h0019B0_0000
x = 89.04697, y = 21, z = 257.6528, angle = 63.51842, collision = h0019B0_0000
x = 90.10072, y = 20.99207, z = 257.2263, angle = -91.24715, collision = h0019B0_0000
x = 91.23117, y = 20.88773, z = 257.0211, angle = -66.03709, collision = h0019B0_0000
x = 92.41005, y = 20.77893, z = 256.5448, angle = -81.27474, collision = h0019B0_0000
x = 93.82774, y = 20.64805, z = 256.3383, angle = -91.37233, collision = h0019B0_0000
x = 95.25436, y = 20.51636, z = 256.4134, angle = -100.1395, collision = h0019B0_0000
x = 96.66539, y = 20.4, z = 256.6628, angle = -100.461, collision = h0019B0_0000
x = 98.07407, y = 20.4, z = 256.9253, angle = -101.3421, collision = h0019B0_0000
x = 99.47984, y = 20.4, z = 257.2025, angle = -93.96813, collision = h0019B0_0000
x = 100.744, y = 20.4, z = 257.2538, angle = -88.09895, collision = h0019B0_0000
x = 102.1761, y = 20.4, z = 257.2045, angle = -88.39478, collision = h0019B0_0000
x = 103.6084, y = 20.4, z = 257.1642, angle = -88.33536, collision = h0019B0_0000
x = 105.0407, y = 20.4, z = 257.122, angle = -88.12859, collision = h0019B0_0000
x = 106.4729, y = 20.4, z = 257.0745, angle = -90.60003, collision = h0019B0_0000
x = 107.9038, y = 20.4, z = 257.1245, angle = -94.93037, collision = h0019B0_0000
x = 109.3314, y = 20.4, z = 257.2476, angle = -95.30474, collision = h0019B0_0000
x = 110.6023, y = 20.35412, z = 257.3694, angle = -96.15193, collision = h0019B0_0000
x = 112.0296, y = 20.24311, z = 257.4928, angle = -92.58223, collision = h0019B0_0000
x = 113.461, y = 20.13178, z = 257.556, angle = -89.59776, collision = h0019B0_0000
x = 114.8904, y = 20.02061, z = 257.4974, angle = -84.58075, collision = h0019B0_0000
x = 116.3168, y = 19.90966, z = 257.3609, angle = -85.47231, collision = h0019B0_0000
x = 117.7456, y = 19.79853, z = 257.2586, angle = -95.18992, collision = h0019B0_0000
x = 119.0077, y = 19.70037, z = 257.3697, angle = -96.4847, collision = h0019B0_0000
x = 120.4313, y = 19.58965, z = 257.5329, angle = -96.9874, collision = h0019B0_0000
x = 121.8533, y = 19.47905, z = 257.7095, angle = -97.82888, collision = h0019B0_0000
x = 123.2724, y = 19.36867, z = 257.9076, angle = -98.83699, collision = h0019B0_0000
x = 124.6926, y = 19.25821, z = 258.0855, angle = -79.1078, collision = h0019B0_0000
x = 126.0458, y = 19.15296, z = 257.6817, angle = -46.50479, collision = h0019B0_0000
x = 126.6518, y = 19.10583, z = 256.7022, angle = 51.55059, collision = h0019B0_0000
x = 125.5286, y = 19.19319, z = 256.0305, angle = 63.33088, collision = h0019B0_0000
x = 124.2609, y = 19.29179, z = 256.0337, angle = 92.08112, collision = h0019B0_0000
x = 122.8642, y = 19.40042, z = 256.0292, angle = 64.19815, collision = h0019B0_0000
x = 121.7663, y = 19.48581, z = 256.1448, angle = 76.65669, collision = h0019B0_0000
x = 120.3839, y = 19.59333, z = 256.0306, angle = 85.59132, collision = h0019B0_0000
x = 119.1239, y = 19.69133, z = 256.0304, angle = 83.73281, collision = h0019B0_0000
x = 117.708, y = 19.80146, z = 256.0321, angle = 87.24232, collision = h0019B0_0000
x = 116.3599, y = 19.90631, z = 256.1576, angle = 92.4057, collision = h0019B0_0000
x = 114.928, y = 20.01768, z = 256.2139, angle = 91.59161, collision = h0019B0_0000
x = 113.4957, y = 20.12908, z = 256.2553, angle = 91.73378, collision = h0019B0_0000
x = 112.0636, y = 20.24047, z = 256.303, angle = 92.83416, collision = h0019B0_0000
x = 110.7975, y = 20.33894, z = 256.3648, angle = 93.11034, collision = h0019B0_0000
x = 100.1505, y = 20.4, z = 258.1036, angle = 89.60341, collision = h0019B0_0000
x = 98.71806, y = 20.4, z = 258.1113, angle = 95.37256, collision = h0019B0_0000
x = 97.20732, y = 20.4, z = 258.2401, angle = 95.37256, collision = h0019B0_0000
x = 95.98299, y = 20.4491, z = 258.3553, angle = 14.53285, collision = h0019B0_0000
x = 94.91506, y = 20.54767, z = 258.7192, angle = -16.24482, collision = h0019B0_0000
x = 94.30624, y = 21, z = 259.7409, angle = -16.24482, collision = h0019B0_0000
x = 95.11353, y = 21, z = 260.8191, angle = -139.2501, collision = h0019B0_0000
x = 96.06779, y = 21, z = 261.8747, angle = -154.5789, collision = h0019B0_0000
x = 96.345, y = 21, z = 263.0439, angle = 173.5188, collision = h0019B0_0000
x = 95.98341, y = 21, z = 264.3929, angle = 138.6642, collision = h0019B0_0000
x = 94.94774, y = 21.00001, z = 265.3606, angle = 85.8073, collision = h0019B0_0000
x = 93.68739, y = 21.00001, z = 265.0294, angle = 34.9088, collision = h0019B0_0000
x = 92.8585, y = 21, z = 263.862, angle = 28.00694, collision = h0019B0_0000
x = 92.15593, y = 21, z = 262.6139, angle = 39.14851, collision = h0019B0_0000
x = 91.44392, y = 21, z = 260.005, angle = -115.7043, collision = h0019B0_0000
x = 92.56049, y = 21, z = 260.6837, angle = -159.115, collision = h0019B0_0000
x = 93.00729, y = 21, z = 262.0364, angle = 179.8617, collision = h0019B0_0000
x = 89.77294, y = 21, z = 263.6202, angle = 131.7664, collision = h0019B0_0000
x = 89.09886, y = 21.00001, z = 264.6235, angle = -125.089, collision = h0019B0_0000
x = 90.22346, y = 21.00001, z = 265.4112, angle = -138.3409, collision = h0019B0_0000
x = 113.3524, y = 21.00001, z = 276.8738, angle = -63.70216, collision = h0012B0_0000
x = 115.3576, y = 20.99998, z = 278.2319, angle = 4.057966, collision = h0090B0_0000
x = 116.0976, y = 41.22459, z = 278.3989, angle = 3.099649, collision = h0090B0_0000
x = 117.4513, y = 41.25001, z = 273.8117, angle = -101.0921, collision = h0090B0_0000
x = 118.6439, y = 41.24999, z = 274.0649, angle = -126.8207, collision = h0090B0_0000
x = 118.2228, y = 41.25001, z = 268.267, angle = 52.42088, collision = h0090B0_0000
x = 117.0412, y = 41.25001, z = 267.7267, angle = 113.2024, collision = h0090B0_0000
x = 118.4301, y = 41.25, z = 272.7755, angle = -167.9736, collision = h0090B0_0000
x = 111.9311, y = 44.99998, z = 266.8633, angle = 114.1129, collision = h0009B0_0000
x = 110.9692, y = 44.99996, z = 267.1405, angle = 110.1189, collision = h0009B0_0000
x = 110.0323, y = 44.99879, z = 267.7172, angle = 140.5095, collision = h0009B0_0000
x = 109.25, y = 44.52403, z = 268.868, angle = 178.6592, collision = h0009B0_0000
x = 109.271, y = 43.99303, z = 269.7972, angle = -174.7637, collision = h0009B0_0000
x = 109.3537, y = 43.4492, z = 270.749, angle = -177.1064, collision = h0009B0_0000
x = 109.3972, y = 42.90418, z = 271.7028, angle = -178.829, collision = h0009B0_0000
x = 109.4178, y = 42.35883, z = 272.6571, angle = -142.8232, collision = h0009B0_0000
x = 110.1591, y = 42.24359, z = 273.6519, angle = -124.6969, collision = h0009B0_0000
x = 112.1287, y = 48.30672, z = 288.0697, angle = 172.5643, collision = h0010B0_0000
x = 113.1168, y = 48.3486, z = 288.9457, angle = -116.9585, collision = h0010B0_0000
x = 116.7592, y = 48.15548, z = 292.1378, angle = 164.8912, collision = h0010B0_0000
x = 105.657, y = 48.41599, z = 295.8701, angle = 90.88005, collision = h0010B0_0000
x = 104.7019, y = 48.96175, z = 295.889, angle = 91.26938, collision = h0010B0_0000
x = 103.2785, y = 49.4, z = 295.9163, angle = 91.131, collision = h0013B0_0000
x = 101.9774, y = 49.39994, z = 295.9414, angle = 86.04657, collision = h0013B0_0000
x = 100.5482, y = 49.39995, z = 295.8521, angle = 84.63992, collision = h0013B0_0000
x = 99.12178, y = 49.39996, z = 295.7155, angle = 89.5106, collision = h0013B0_0000
x = 98.01289, y = 49.39996, z = 295.6815, angle = 90.70855, collision = h0013B0_0000
x = 95.80251, y = 49.39997, z = 295.7186, angle = 90.74513, collision = h0013B0_0000
x = 94.36971, y = 49.39997, z = 295.7377, angle = 91.37208, collision = h0013B0_0000
x = 93.09325, y = 49.39998, z = 295.766, angle = 87.48002, collision = h0013B0_0000
x = 91.67068, y = 49.39998, z = 295.7112, angle = 87.6554, collision = h0013B0_0000
x = 90.23912, y = 49.39999, z = 295.6488, angle = 88.5579, collision = h0013B0_0000
x = 88.80677, y = 49.39999, z = 295.6082, angle = 88.22798, collision = h0013B0_0000
x = 87.37424, y = 49.4, z = 295.5858, angle = 90.38928, collision = h0013B0_0000
x = 86.09748, y = 49.39672, z = 295.5936, angle = 91.7006, collision = h0013B0_0000
x = 84.68576, y = 49, z = 295.6221, angle = 91.98434, collision = h0013B0_0000
x = 84.09444, y = 49, z = 296.6433, angle = -158.8363, collision = h0013B0_0000
x = 83.15878, y = 49, z = 297.1237, angle = 62.02817, collision = h0013B0_0000
x = 81.97061, y = 49, z = 296.3928, angle = 3.776753, collision = h0013B0_0000
x = 82.29061, y = 49, z = 295.3036, angle = -68.11105, collision = h0013B0_0000
x = 83.61784, y = 49, z = 294.8155, angle = -63.65254, collision = h0013B0_0000
x = 84.69511, y = 49, z = 294.0191, angle = 21.46283, collision = h0013B0_0000
x = 84.08833, y = 49, z = 292.8195, angle = 81.84286, collision = h0013B0_0000
x = 82.71216, y = 49, z = 292.4622, angle = 21.10071, collision = h0013B0_0000
x = 82.39586, y = 49, z = 291.1698, angle = -51.79889, collision = h0013B0_0000
x = 83.55016, y = 49, z = 290.5017, angle = -34.1567, collision = h0013B0_0000
x = 84.10703, y = 48.98631, z = 289.5428, angle = -5.062536, collision = h0013B0_0000
x = 84.12991, y = 48.44809, z = 288.5964, angle = -24.63545, collision = h0013B0_0000
x = 84.24168, y = 48, z = 287.1987, angle = 6.556271, collision = h0013B0_0000
x = 84.00526, y = 48, z = 285.7961, angle = 58.37058, collision = h0013B0_0000
x = 82.98094, y = 48, z = 284.9374, angle = -13.91581, collision = h0013B0_0000
x = 83.29475, y = 48, z = 283.7439, angle = -26.85154, collision = h0013B0_0000
x = 83.88099, y = 48, z = 282.4396, angle = -10.61828, collision = h0013B0_0000
x = 84.03393, y = 48, z = 281.025, angle = 1.351121, collision = h0013B0_0000
x = 83.98503, y = 48, z = 279.593, angle = 3.713683, collision = h0013B0_0000
x = 83.88696, y = 48, z = 278.1635, angle = 4.351718, collision = h0013B0_0000
x = 83.70748, y = 48, z = 276.7872, angle = 12.79318, collision = h0013B0_0000
x = 82.7401, y = 48, z = 276.5073, angle = 123.0867, collision = h0013B0_0000
x = 81.72878, y = 48.05, z = 276.636, angle = 94.18391, collision = h0014B0_0000
x = 80.55006, y = 48.05, z = 276.7143, angle = 91.92294, collision = h0014B0_0000
x = 79.11795, y = 48.05, z = 276.7631, angle = 91.73845, collision = h0014B0_0000
x = 77.68604, y = 48.05, z = 276.8169, angle = 92.32696, collision = h0014B0_0000
x = 76.25409, y = 48.05001, z = 276.8691, angle = 91.49074, collision = h0014B0_0000
x = 74.82165, y = 48.05001, z = 276.9063, angle = 88.28803, collision = h0014B0_0000
x = 73.38974, y = 48.05001, z = 276.8737, angle = 82.84122, collision = h0014B0_0000
x = 72.12317, y = 48.05001, z = 276.7127, angle = 81.64534, collision = h0014B0_0000
x = 70.70244, y = 48.05001, z = 276.5391, angle = 92.00906, collision = h0014B0_0000
x = 69.27039, y = 48.05002, z = 276.5894, angle = 92.00003, collision = h0014B0_0000
x = 67.83813, y = 48.00002, z = 276.6314, angle = 98.73911, collision = h0016B0_0000
x = 66.4586, y = 48.00002, z = 276.9539, angle = 129.8472, collision = h0016B0_0000
x = 65.366, y = 48.00002, z = 277.7052, angle = 155.5877, collision = h0016B0_0000
x = 64.80756, y = 48.00002, z = 278.7207, angle = 168.8576, collision = h0016B0_0000
x = 64.64335, y = 48.00001, z = 280.1319, angle = -166.7339, collision = h0016B0_0000
x = 64.89134, y = 48.00002, z = 281.5412, angle = -176.2026, collision = h0016B0_0000
x = 64.95965, y = 48.00002, z = 282.9704, angle = -175.925, collision = h0016B0_0000
x = 64.94853, y = 48.00001, z = 284.4281, angle = 175.0157, collision = h0016B0_0000
x = 64.83555, y = 48.00001, z = 285.6906, angle = 173.4988, collision = h0016B0_0000
x = 64.66866, y = 48.00001, z = 287.1137, angle = 172.3949, collision = h0016B0_0000
x = 64.71601, y = 48.00001, z = 288.1255, angle = 174.3317, collision = h0016B0_0000
x = 64.63594, y = 48.00001, z = 289.2784, angle = 178.8495, collision = h0016B0_0000
x = 64.61472, y = 48.00001, z = 290.394, angle = 179.269, collision = h0016B0_0000
x = 64.60514, y = 47.99998, z = 291.4001, angle = 179.8155, collision = h0016B0_0000
x = 64.59994, y = 39.00002, z = 293.05, angle = 179.8254, collision = h0016B0_0000
x = 64.67548, y = 39.00002, z = 291.9195, angle = 3.015091, collision = h0016B0_0000
x = 65.01234, y = 39.00002, z = 290.9524, angle = -132.7008, collision = h0016B0_0000
x = 65.67171, y = 39.00002, z = 291.7878, angle = -82.46461, collision = h0016B0_0000
x = 67.50273, y = 37.41246, z = 292.0241, angle = -119.0585, collision = h0014B0_0000
x = 68.532, y = 37.25, z = 292.238, angle = -87.02959, collision = h0014B0_0000
x = 67.79561, y = 37.25, z = 293, angle = 114.0689, collision = h0014B0_0000
x = 66.60653, y = 37.25, z = 292.9797, angle = -10.47017, collision = h0014B0_0000
x = 68.60226, y = 37.25, z = 291.1989, angle = -51.22168, collision = h0014B0_0000
x = 68.59906, y = 32.12738, z = 289.8335, angle = -99.94644, collision = h0014B0_0000
x = 67.67723, y = 32.05, z = 289.3846, angle = 92.87421, collision = h0014B0_0000
x = 66.9776, y = 32.05, z = 288.5298, angle = -18.58333, collision = h0014B0_0000
x = 66.97223, y = 32.05, z = 287.1113, angle = 7.775815, collision = h0014B0_0000
x = 66.85663, y = 32.05, z = 285.6871, angle = -3.312013, collision = h0014B0_0000
x = 66.91306, y = 32.05, z = 284.2556, angle = -0.9189883, collision = h0014B0_0000
x = 66.92571, y = 32.05, z = 282.8319, angle = -0.3775455, collision = h0014B0_0000
x = 66.93218, y = 32.05, z = 281.5551, angle = 0.1063597, collision = h0014B0_0000
x = 66.95333, y = 32.05, z = 280.1225, angle = -1.79746, collision = h0014B0_0000
x = 66.99802, y = 32.05, z = 278.6903, angle = -2.597958, collision = h0014B0_0000
x = 67.05807, y = 32.05, z = 277.2587, angle = -0.9298073, collision = h0014B0_0000
x = 67.08252, y = 32.05, z = 275.826, angle = 4.253364, collision = h0014B0_0000
x = 66.97017, y = 32.05, z = 274.3993, angle = 3.991207, collision = h0014B0_0000
x = 66.9522, y = 32.05, z = 273.1265, angle = -0.3139565, collision = h0014B0_0000
x = 66.95969, y = 32.05, z = 271.7027, angle = -0.2004934, collision = h0014B0_0000
x = 66.95948, y = 32.05, z = 270.2697, angle = 0.3565632, collision = h0014B0_0000
x = 66.96141, y = 32.05, z = 268.8368, angle = -8.099675, collision = h0014B0_0000
x = 67.21555, y = 32.05, z = 267.4329, angle = -30.25894, collision = h0014B0_0000
x = 68.01202, y = 32.05, z = 266.2647, angle = -69.23962, collision = h0014B0_0000
x = 69.18918, y = 32.05, z = 265.8789, angle = -97.00877, collision = h0014B0_0000
x = 70.61475, y = 32.05, z = 265.8867, angle = -91.46566, collision = h0014B0_0000
x = 72.04594, y = 32.05, z = 265.8856, angle = -83.23463, collision = h0014B0_0000
x = 73.46925, y = 32.05, z = 265.7242, angle = -84.1408, collision = h0014B0_0000
x = 74.89584, y = 32.05, z = 265.6015, angle = -88.98187, collision = h0014B0_0000
x = 76.32855, y = 32.05, z = 265.5766, angle = -88.69962, collision = h0014B0_0000
x = 77.7611, y = 32.05, z = 265.5436, angle = -88.08949, collision = h0014B0_0000
x = 79.02821, y = 32.05, z = 265.5087, angle = -88.42098, collision = h0014B0_0000
x = 80.46059, y = 32.05, z = 265.4689, angle = -88.31172, collision = h0014B0_0000
x = 81.89301, y = 32.05, z = 265.433, angle = -93.45483, collision = h0014B0_0000
x = 83.32467, y = 32.05, z = 265.4792, angle = -82.86577, collision = h0014B0_0000
x = 84.74917, y = 32.05, z = 265.3454, angle = -86.8452, collision = h0014B0_0000
x = 86.17718, y = 32.05, z = 265.3387, angle = -104.4315, collision = h0014B0_0000
x = 87.39465, y = 32.05, z = 265.7057, angle = -131.5644, collision = h0014B0_0000
x = 87.95976, y = 32.05, z = 266.7964, angle = 115.793, collision = h0014B0_0000
x = 86.71021, y = 32.05, z = 267.4083, angle = 103.96, collision = h0014B0_0000
x = 85.31723, y = 32.05, z = 267.7438, angle = 139.7377, collision = h0014B0_0000
x = 84.8847, y = 32.05, z = 268.7731, angle = -107.3863, collision = h0014B0_0000
x = 86.20474, y = 32.05, z = 269.1909, angle = -131.8848, collision = h0014B0_0000
x = 87.12563, y = 32.05, z = 270.0042, angle = 162.6632, collision = h0014B0_0000
x = 86.72468, y = 32.05, z = 271.3345, angle = 129.0718, collision = h0014B0_0000
x = 85.62309, y = 32.05, z = 272.2425, angle = 119.0466, collision = h0014B0_0000
x = 84.36827, y = 32.05, z = 272.9339, angle = 141.4204, collision = h0014B0_0000
x = 83.9261, y = 32.05, z = 274.1176, angle = -171.6617, collision = h0014B0_0000
x = 83.9875, y = 32.05, z = 275.5326, angle = 174.6615, collision = h0014B0_0000
x = 83.89873, y = 32.05, z = 276.8052, angle = -177.0268, collision = h0014B0_0000
x = 83.97207, y = 32.05, z = 278.2362, angle = -176.9339, collision = h0014B0_0000
x = 83.99999, y = 32.05, z = 279.6671, angle = 179.5965, collision = h0014B0_0000
x = 83.9948, y = 32.05, z = 281.0907, angle = 179.6002, collision = h0014B0_0000
x = 83.9846, y = 32.05, z = 282.5237, angle = 179.9847, collision = h0014B0_0000
x = 83.98036, y = 32.05, z = 283.9566, angle = 175.8748, collision = h0014B0_0000
x = 83.91029, y = 32.05, z = 285.2309, angle = 174.5158, collision = h0014B0_0000
x = 83.73793, y = 32.05, z = 286.6518, angle = 166.2755, collision = h0014B0_0000
x = 83.48204, y = 32.05, z = 287.7061, angle = 165.848, collision = h0014B0_0000
x = 82.17281, y = 32.05, z = 288.1261, angle = 93.40536, collision = h0014B0_0000
x = 80.74245, y = 32.05, z = 288.2119, angle = 91.86568, collision = h0014B0_0000
x = 79.31279, y = 32.05, z = 288.1905, angle = 85.07731, collision = h0014B0_0000
x = 77.88573, y = 32.05, z = 288.0611, angle = 84.54494, collision = h0014B0_0000
x = 76.45863, y = 32.05, z = 288.0421, angle = 95.74678, collision = h0014B0_0000
x = 75.18687, y = 32.05, z = 288.1307, angle = 81.05049, collision = h0014B0_0000
x = 73.76656, y = 32.05, z = 287.9457, angle = 71.52229, collision = h0014B0_0000
x = 72.43484, y = 32.05, z = 287.4373, angle = 73.40721, collision = h0014B0_0000
x = 79.99834, y = 32.05, z = 287.462, angle = -81.92638, collision = h0014B0_0000
