# Upper
x = -50.26352, y = -136.5, z = 50.94548, angle = -95, collision = h0001B0_0000
x = 60.97186, y = -146.92, z = 1.158107, angle = 108.6827, collision = h0022B0_0000
x = 58.30577, y = -146.92, z = 2.032432, angle = 109.3476, collision = h0022B0_0000
x = 58.71066, y = -146.9326, z = 0.1891559, angle = -107.6553, collision = h0022B0_0000
x = 59.96045, y = -146.92, z = 0.6146533, angle = -108.7266, collision = h0022B0_0000
x = 62.45314, y = -146.944, z = 0.3509737, angle = 42.43475, collision = h0022B0_0000
x = 61.55376, y = -146.944, z = -0.6571472, angle = 73.2923, collision = h0022B0_0000
x = 60.12526, y = -146.92, z = -1.071971, angle = 84.66534, collision = h0022B0_0000
x = 58.81149, y = -146.92, z = -1.206507, angle = 93.16115, collision = h0022B0_0000
x = 57.49084, y = -146.92, z = -1.156614, angle = 58.30587, collision = h0022B0_0000
x = 56.53032, y = -146.92, z = -2.004722, angle = -37.14168, collision = h0022B0_0000
x = 57.40464, y = -146.92, z = -2.993081, angle = -86.87953, collision = h0022B0_0000
x = 58.55569, y = -146.92, z = -2.834487, angle = -89.69548, collision = h0022B0_0000
x = 60.04121, y = -146.9242, z = -2.830798, angle = -95.47685, collision = h0022B0_0000
x = 61.36026, y = -146.945, z = -2.742327, angle = -43.02892, collision = h0022B0_0000
x = 61.94743, y = -146.944, z = -3.823252, angle = 49.40578, collision = h0022B0_0000
x = 60.98436, y = -146.92, z = -4.661113, angle = 67.604, collision = h0022B0_0000
x = 59.59774, y = -146.92, z = -5.199701, angle = 79.85993, collision = h0022B0_0000
x = 58.29889, y = -146.92, z = -5.446861, angle = 82.02738, collision = h0022B0_0000
x = 56.84986, y = -146.944, z = -5.749594, angle = 22.41583, collision = h0022B0_0000
x = 56.5491, y = -146.92, z = -6.896775, angle = -45.92599, collision = h0022B0_0000
x = 57.64851, y = -146.92, z = -7.849068, angle = -69.11768, collision = h0022B0_0000
x = 58.88137, y = -146.9214, z = -8.32747, angle = -50.02478, collision = h0022B0_0000
x = 60.054, y = -146.92, z = -9.239428, angle = -77.7015, collision = h0022B0_0000
x = 61.30803, y = -146.9244, z = -9.405831, angle = -110.6791, collision = h0022B0_0000
x = 62.66515, y = -146.97, z = -8.814862, angle = 177.2785, collision = h0022B0_0000
x = 62.63092, y = -146.9973, z = -7.698818, angle = 142.2175, collision = h0022B0_0000
x = 61.97128, y = -146.92, z = -6.769617, angle = 158.529, collision = h0022B0_0000
x = 61.43586, y = -146.92, z = -5.567219, angle = 92.40508, collision = h0022B0_0000
x = 60.24059, y = -146.9317, z = -6.129115, angle = -21.44795, collision = h0022B0_0000
x = 60.74143, y = -146.92, z = -7.524274, angle = -11.90457, collision = h0022B0_0000
x = 56.38147, y = -146.9476, z = -8.240396, angle = 61.60607, collision = h0022B0_0000
x = 56.09496, y = -146.92, z = -9.400522, angle = -44.19014, collision = h0022B0_0000
x = 57.24578, y = -146.92, z = -10.19549, angle = -119.9367, collision = h0022B0_0000
x = 58.31466, y = -146.944, z = -9.336747, angle = -20.55123, collision = h0022B0_0000
x = 59.00147, y = -146.944, z = -10.39097, angle = -26.85312, collision = h0022B0_0000
x = 59.45197, y = -146.9985, z = -11.44193, angle = -133.6249, collision = h0023B0_0000
x = 60.96761, y = -135.7984, z = -11.47824, angle = -138.5257, collision = h0023B0_0000
x = 61.90731, y = -136.0331, z = -10.53333, angle = 168.9063, collision = h0023B0_0000
x = 61.75618, y = -135.9921, z = -9.540616, angle = 158.2435, collision = h0023B0_0000
x = 61.24052, y = -135.8521, z = -8.16134, angle = 158.3737, collision = h0023B0_0000
x = 60.68317, y = -135.8074, z = -6.781681, angle = 172.9359, collision = h0023B0_0000
x = 60.52553, y = -135.812, z = -5.485355, angle = -176.5678, collision = h0023B0_0000
x = 60.66426, y = -135.808, z = -4.174298, angle = -151.9057, collision = h0023B0_0000
x = 61.38587, y = -135.9383, z = -2.880393, angle = -159.851, collision = h0023B0_0000
x = 61.76306, y = -136.0999, z = -1.471114, angle = -175.109, collision = h0023B0_0000
x = 61.8797, y = -136.1501, z = -0.1538317, angle = -171.7986, collision = h0023B0_0000
x = 62.03822, y = -136.1845, z = 1.323818, angle = -178.849, collision = h0023B0_0000
x = 62.06424, y = -136.1902, z = 2.646228, angle = -178.0051, collision = h0023B0_0000
x = 62.11742, y = -136.1959, z = 4.133316, angle = -177.5094, collision = h0023B0_0000
x = 62.1753, y = -136.1529, z = 5.454754, angle = -178.5488, collision = h0023B0_0000
x = 62.1492, y = -136.0988, z = 6.940376, angle = 175.7955, collision = h0023B0_0000
x = 62.04833, y = -136.0714, z = 8.259216, angle = 169.6188, collision = h0023B0_0000
x = 61.86635, y = -136.022, z = 9.276843, angle = 169.0894, collision = h0023B0_0000
x = 61.82476, y = -136.0107, z = 10.31142, angle = 173.0854, collision = h0023B0_0000
x = 63.16249, y = -136.1959, z = 10.35542, angle = -168.7917, collision = h0023B0_0000
x = 63.19086, y = -136.1959, z = 11.37856, angle = 128.0188, collision = h0023B0_0000
x = 60.73466, y = -135.7984, z = 10.15311, angle = 121.0122, collision = h0023B0_0000
x = 59.81295, y = -135.7984, z = 10.64002, angle = 106.094, collision = h0023B0_0000
x = 58.37749, y = -135.7984, z = 10.88095, angle = 88.17227, collision = h0023B0_0000
x = 57.0617, y = -136.0415, z = 10.81195, angle = 69.17912, collision = h0023B0_0000
x = 55.77347, y = -136.1959, z = 10.15555, angle = -25.22042, collision = h0023B0_0000
x = 56.42673, y = -136.1959, z = 9.323181, angle = -114.8015, collision = h0023B0_0000
x = 57.76708, y = -135.8501, z = 9.959244, angle = -118.209, collision = h0023B0_0000
x = 57.09685, y = -136.032, z = 8.306662, angle = -113.6917, collision = h0023B0_0000
x = 58.32215, y = -135.7984, z = 8.79585, angle = -112.6529, collision = h0023B0_0000
x = 59.69325, y = -135.7984, z = 9.373557, angle = -112.7883, collision = h0023B0_0000
x = 61.0364, y = -135.8354, z = 7.149943, angle = 90.73313, collision = h0023B0_0000
x = 59.72399, y = -135.7984, z = 7.079535, angle = 95.93968, collision = h0023B0_0000
x = 58.24386, y = -135.7984, z = 7.217949, angle = 95.8815, collision = h0023B0_0000
x = 56.76414, y = -136.1223, z = 7.293438, angle = 58.96342, collision = h0023B0_0000
x = 55.68242, y = -136.1959, z = 6.564322, angle = -11.15974, collision = h0023B0_0000
x = 55.85589, y = -136.1959, z = 5.436012, angle = -95.6836, collision = h0023B0_0000
x = 57.30154, y = -135.9764, z = 5.401545, angle = -100.7775, collision = h0023B0_0000
x = 58.75481, y = -135.7984, z = 5.715372, angle = -102.7283, collision = h0023B0_0000
x = 60.0549, y = -135.8325, z = 5.908432, angle = -80.6686, collision = h0023B0_0000
x = 61.13463, y = -135.9882, z = 3.648678, angle = 99.91904, collision = h0023B0_0000
x = 59.8309, y = -135.9004, z = 3.861412, angle = 97.53931, collision = h0023B0_0000
x = 58.35427, y = -135.8162, z = 4.028863, angle = 87.40076, collision = h0023B0_0000
x = 57.03733, y = -136.0499, z = 3.938649, angle = 68.21642, collision = h0023B0_0000
x = 55.75408, y = -136.1959, z = 3.264525, angle = 22.5957, collision = h0023B0_0000
x = 55.62271, y = -136.1959, z = 2.145469, angle = -85.41827, collision = h0023B0_0000
x = 57.05405, y = -136.1002, z = 2.162959, angle = -118.46, collision = h0023B0_0000
x = 58.24001, y = -135.8405, z = 2.74696, angle = -95.66404, collision = h0023B0_0000
x = 61.0596, y = -135.9708, z = 1.108064, angle = 101.4899, collision = h0023B0_0000
x = 59.76497, y = -135.9053, z = 1.378666, angle = 107.7364, collision = h0023B0_0000
x = 56.28546, y = -136.1959, z = 0.9509077, angle = 34.59887, collision = h0023B0_0000
x = 55.4877, y = -136.1959, z = -0.292453, angle = -41.82703, collision = h0023B0_0000
x = 56.29882, y = -136.1959, z = -1.114757, angle = -113.2696, collision = h0023B0_0000
x = 57.6761, y = -135.9862, z = -0.5703229, angle = -98.5109, collision = h0023B0_0000
x = 58.95585, y = -135.9213, z = -0.3439921, angle = -66.32241, collision = h0023B0_0000
x = 60.32738, y = -135.9178, z = -0.9124041, angle = -66.94923, collision = h0023B0_0000
x = 60.16423, y = -135.83, z = -3.175766, angle = 100.5249, collision = h0023B0_0000
x = 58.71784, y = -135.8742, z = -2.90731, angle = 112.4721, collision = h0023B0_0000
x = 57.49875, y = -136.0125, z = -2.395893, angle = 77.97683, collision = h0023B0_0000
x = 56.21431, y = -136.1959, z = -2.906599, angle = 28.9344, collision = h0023B0_0000
x = 55.6217, y = -136.1959, z = -4.083141, angle = 10.4354, collision = h0023B0_0000
x = 55.42189, y = -136.1959, z = -5.551664, angle = 2.011873, collision = h0023B0_0000
x = 55.38274, y = -136.1959, z = -6.873536, angle = -1.266235, collision = h0023B0_0000
x = 55.42892, y = -136.1959, z = -8.360241, angle = -3.715924, collision = h0023B0_0000
x = 55.5146, y = -136.1959, z = -9.680161, angle = -4.458638, collision = h0023B0_0000
x = 55.74131, y = -136.1959, z = -11.14037, angle = -98.3053, collision = h0023B0_0000
x = 56.76206, y = -136.1209, z = -10.87733, angle = 166.6569, collision = h0023B0_0000
x = 56.58292, y = -136.1715, z = -9.440914, angle = 160.7353, collision = h0023B0_0000
x = 56.46447, y = -136.1959, z = -6.762836, angle = -142.7517, collision = h0023B0_0000
x = 57.22949, y = -136.0461, z = -5.686352, angle = -111.0325, collision = h0023B0_0000
x = 58.29526, y = -135.8481, z = -5.701973, angle = 22.18986, collision = h0023B0_0000
x = 57.83011, y = -135.8559, z = -6.937859, angle = 20.72565, collision = h0023B0_0000
x = 57.32739, y = -135.9694, z = -8.337438, angle = 8.013273, collision = h0023B0_0000
x = 57.53039, y = -135.9143, z = -10.13868, angle = 175.1401, collision = h0023B0_0000
x = 58.37674, y = -135.8698, z = -4.700675, angle = -134.849, collision = h0023B0_0000
x = 62.86728, y = -136.1959, z = -9.46592, angle = -24.02287, collision = h0023B0_0000
x = 63.27113, y = -136.1959, z = -10.69178, angle = -0.4712967, collision = h0023B0_0000
x = 59.26072, y = -146.92, z = -6.335057, angle = 9.487324, collision = h0022B0_0000
x = 58.8951, y = -146.92, z = -4.429622, angle = 128.952, collision = h0022B0_0000
x = 57.77304, y = -146.92, z = 3.155224, angle = 143.5689, collision = h0022B0_0000
x = 56.22131, y = -147, z = 9.980205, angle = 62.0288, collision = h0022B0_0000
x = 54.84264, y = -147, z = 9.554815, angle = 110.5186, collision = h0022B0_0000
x = 53.75072, y = -147, z = 10.30644, angle = -179.0816, collision = h0022B0_0000
x = 53.84542, y = -147, z = 9.071751, angle = -33.36211, collision = h0022B0_0000
x = 54.38674, y = -147, z = 7.89007, angle = -10.14745, collision = h0022B0_0000
x = 54.54999, y = -147, z = 6.421486, angle = 20.26551, collision = h0022B0_0000
x = 54.16357, y = -147, z = 5.17394, angle = 11.1906, collision = h0022B0_0000
x = 53.85925, y = -147, z = 3.720472, angle = -3.102682, collision = h0022B0_0000
x = 53.91758, y = -147, z = 2.414045, angle = -5.693236, collision = h0022B0_0000
x = 54.10077, y = -147, z = 1.420277, angle = 18.94969, collision = h0022B0_0000
x = 53.95139, y = -147, z = 0.06730212, angle = 4.592469, collision = h0022B0_0000
x = 53.87774, y = -147, z = -1.417909, angle = -1.116012, collision = h0022B0_0000
x = 53.89912, y = -147, z = -2.740291, angle = -1.704938, collision = h0022B0_0000
x = 53.95995, y = -147, z = -4.061022, angle = -4.511217, collision = h0022B0_0000
x = 54.05672, y = -147, z = -5.545721, angle = -2.386291, collision = h0022B0_0000
x = 54.11361, y = -147, z = -7.032623, angle = 3.467755, collision = h0022B0_0000
x = 54.00791, y = -147, z = -8.349982, angle = 12.52725, collision = h0022B0_0000
x = 53.69002, y = -147, z = -9.803116, angle = 0.4698077, collision = h0022B0_0000
x = 53.61224, y = -147, z = -11.11764, angle = -8.89609, collision = h0022B0_0000
x = 53.87817, y = -147, z = -12.57246, angle = -18.89803, collision = h0022B0_0000
x = 54.1795, y = -147, z = -13.85092, angle = 5.330498, collision = h0022B0_0000
x = 55.2668, y = -147, z = -14.33389, angle = -97.0015, collision = h0022B0_0000
x = 56.83658, y = -147, z = -14.19227, angle = -108.4156, collision = h0022B0_0000
x = 58.19841, y = -147, z = -13.76167, angle = -99.02788, collision = h0022B0_0000
x = 59.59731, y = -147, z = -13.50598, angle = -86.27611, collision = h0022B0_0000
x = 60.8612, y = -147, z = -13.59574, angle = -80.64178, collision = h0022B0_0000
x = 61.94892, y = -147, z = -13.77375, angle = -81.93979, collision = h0022B0_0000
x = 63.37015, y = -147, z = -13.94717, angle = -95.31182, collision = h0022B0_0000
x = 64.58035, y = -147, z = -13.88386, angle = -105.3942, collision = h0022B0_0000
x = 65.52529, y = -147, z = -13.54168, angle = -179.1751, collision = h0022B0_0000
x = 65.24134, y = -147, z = -12.31855, angle = 136.6826, collision = h0022B0_0000
x = 64.70061, y = -147, z = -11.2307, angle = 175.8818, collision = h0022B0_0000
x = 64.6286, y = -147, z = -9.74834, angle = -173.8695, collision = h0022B0_0000
x = 64.7995, y = -147, z = -8.440394, angle = -164.7518, collision = h0022B0_0000
x = 65.03366, y = -147, z = -7.345488, angle = -171.8015, collision = h0022B0_0000
x = 65.03442, y = -146.9429, z = -6.325138, angle = -176.9476, collision = h0022B0_0000
x = 65.31047, y = -150.4454, z = -3.792137, angle = -176.9476, collision = h0022B0_0000
x = 65.07348, y = -149.7203, z = -2.445455, angle = 164.3235, collision = h0022B0_0000
x = 64.8038, y = -149.1756, z = -1.492162, angle = -171.5627, collision = h0022B0_0000
x = 64.93878, y = -148.4265, z = -0.1813877, angle = -171.3214, collision = h0022B0_0000
x = 65.09371, y = -147.8667, z = 0.7983477, angle = 169.8809, collision = h0022B0_0000
x = 65.01814, y = -147.3054, z = 1.780553, angle = 169.5166, collision = h0022B0_0000
x = 65.31832, y = -151.0747, z = -4.815669, angle = 7.966009, collision = h0022B0_0000
x = 65.1835, y = -151.6363, z = -5.798462, angle = 0.5098736, collision = h0022B0_0000
x = 65.14443, y = -152, z = -7.285473, angle = 1.88113, collision = h0022B0_0000
x = 65.10003, y = -152, z = -8.607421, angle = 2.664115, collision = h0022B0_0000
x = 65.02873, y = -152, z = -10.09375, angle = -1.617307, collision = h0022B0_0000
x = 66.03648, y = -152, z = -9.105022, angle = -91.80546, collision = h0022B0_0000
x = 67.14015, y = -152, z = -9.242336, angle = -40.27444, collision = h0021B0_0000
x = 67.73509, y = -152, z = -10.17839, angle = -27.42557, collision = h0021B0_0000
x = 64.45847, y = -152, z = -11.01347, angle = -18.48339, collision = h0022B0_0000
x = 64.88673, y = -152, z = -12.43354, angle = -14.3735, collision = h0022B0_0000
x = 65.17712, y = -152, z = -13.71903, angle = 11.49648, collision = h0022B0_0000
x = 64.06998, y = -152, z = -13.92994, angle = 124.6139, collision = h0022B0_0000
x = 62.90845, y = -152, z = -13.3091, angle = 95.82136, collision = h0022B0_0000
x = 61.43773, y = -152, z = -13.17997, angle = 78.94936, collision = h0022B0_0000
x = 60.13808, y = -152, z = -13.42315, angle = 95.81567, collision = h0022B0_0000
x = 58.65946, y = -152, z = -13.42146, angle = 86.72972, collision = h0022B0_0000
x = 57.33904, y = -152, z = -13.49885, angle = 85.92476, collision = h0022B0_0000
x = 55.85471, y = -152, z = -13.6038, angle = 90.05072, collision = h0022B0_0000
x = 54.56709, y = -152, z = -13.44097, angle = 132.8593, collision = h0022B0_0000
x = 53.73148, y = -152, z = -12.46925, angle = 170.1494, collision = h0022B0_0000
x = 53.53677, y = -152, z = -11.09575, angle = 172.8662, collision = h0022B0_0000
x = 53.49333, y = -152, z = -9.783867, angle = -171.6294, collision = h0022B0_0000
x = 53.71221, y = -152, z = -8.312075, angle = -169.9651, collision = h0022B0_0000
x = 53.94465, y = -152, z = -7.00998, angle = 177.7877, collision = h0022B0_0000
x = 53.93488, y = -152, z = -5.526389, angle = 177.9509, collision = h0022B0_0000
x = 53.88491, y = -152, z = -4.204684, angle = 178.9633, collision = h0022B0_0000
x = 53.86066, y = -152, z = -2.716855, angle = 179.8801, collision = h0022B0_0000
x = 53.8589, y = -152, z = -1.394157, angle = -179.401, collision = h0022B0_0000
x = 53.87669, y = -152, z = 0.09377015, angle = -178.625, collision = h0022B0_0000
x = 53.90941, y = -152, z = 1.416066, angle = -177.9446, collision = h0022B0_0000
x = 53.96498, y = -152, z = 2.903063, angle = -177.183, collision = h0022B0_0000
x = 54.03096, y = -152, z = 4.224116, angle = -176.3997, collision = h0022B0_0000
x = 54.1289, y = -152, z = 5.708902, angle = -175.3968, collision = h0022B0_0000
x = 54.2352, y = -152, z = 7.027331, angle = 176.1333, collision = h0022B0_0000
x = 54.18264, y = -152, z = 8.512576, angle = 172.9155, collision = h0022B0_0000
x = 54.02052, y = -152, z = 9.823854, angle = -171.3038, collision = h0022B0_0000
x = 53.3405, y = -152, z = 5.064049, angle = 147.3976, collision = h0022B0_0000
x = 52.33401, y = -152, z = 5.560162, angle = 88.20116, collision = h0022B0_0000
x = 51.31924, y = -152, z = 5.747534, angle = 163.9612, collision = h0023B0_0000
x = 51.05716, y = -152, z = 6.800235, angle = 170.9225, collision = h0023B0_0000
x = 50.93924, y = -152, z = 4.787345, angle = 4.821144, collision = h0023B0_0000
x = 50.53087, y = -152, z = 3.804749, angle = -17.41881, collision = h0023B0_0000
x = 51.43273, y = -152, z = 3.32831, angle = -136.9245, collision = h0023B0_0000
x = 67.62751, y = -151.9999, z = -8.337061, angle = -176.0616, collision = h0021B0_0000
x = 67.60512, y = -152, z = -7.155866, angle = 164.8235, collision = h0021B0_0000
x = 67.45, y = -152, z = -6.103096, angle = 149.199, collision = h0021B0_0000
x = 67.84824, y = -152, z = -11.38248, angle = -3.899574, collision = h0021B0_0000
x = 67.93877, y = -152, z = -12.86767, angle = -2.391413, collision = h0021B0_0000
x = 68.0008, y = -152, z = -14.18883, angle = -22.58716, collision = h0021B0_0000
x = 68.40605, y = -152, z = -15.29914, angle = -42.15732, collision = h0021B0_0000
x = 69.3131, y = -152.0022, z = -15.99898, angle = -70.82171, collision = h0021B0_0000
x = 70.74765, y = -152.3859, z = -16.11578, angle = -97.23886, collision = h0021B0_0000
x = 71.73177, y = -152.9482, z = -15.99079, angle = -96.59273, collision = h0021B0_0000
x = 73.04647, y = -153.6964, z = -15.84798, angle = -93.71516, collision = h0021B0_0000
x = 74.53277, y = -154.0066, z = -15.80433, angle = -88.17854, collision = h0021B0_0000
x = 75.8666, y = -153.9129, z = -15.85431, angle = -93.08045, collision = h0021B0_0000
x = 76.88143, y = -153.9503, z = -15.81649, angle = -90.25207, collision = h0021B0_0000
x = 78.26774, y = -153.9997, z = -15.80254, angle = -98.08204, collision = h0021B0_0000
x = 79.5362, y = -154.0742, z = -15.3705, angle = 178.3301, collision = h0021B0_0000
