x = -19.71554, y = 48.91821, z = 954.4495, angle = 20, collision = h0100B0_0000
x = -15.3594, y = 57.82102, z = 858.5281, angle = 122.4298, collision = h0030B0
x = -16.44813, y = 57.82531, z = 859.2294, angle = 137.5873, collision = h0030B0
x = -17.35422, y = 57.82851, z = 860.2674, angle = 157.0862, collision = h0030B0
x = -18.73871, y = 57.89926, z = 863.348, angle = 139.1364, collision = h0030B0
x = -22.67999, y = 57.82332, z = 865.9708, angle = 135.1078, collision = h0030B0
x = -23.70407, y = 57.81938, z = 866.971, angle = 170.9223, collision = h0030B0
x = -24.04624, y = 57.814, z = 868.3023, angle = -154.9445, collision = h0030B0
x = -23.44563, y = 58.34661, z = 871.2018, angle = 175.7477, collision = h0030B0
x = -23.47655, y = 58.34912, z = 872.5676, angle = -154.5387, collision = h0030B0
x = -22.7, y = 58.35, z = 874.7, angle = 180, collision = h0026B0
x = -21.53241, y = 58.34999, z = 874.7941, angle = -93.50556, collision = h0026B0
x = -20.24275, y = 58.45885, z = 874.9002, angle = -101.157, collision = h0026B0
x = -18.59699, y = 58.09411, z = 875.2278, angle = -97.67859, collision = h0026B0
x = -18.69062, y = 57.79195, z = 876.3865, angle = 148.2674, collision = h0026B0
x = -19.25938, y = 57.75977, z = 877.5438, angle = 151.7027, collision = h0026B0
x = -19.69186, y = 57.74982, z = 878.4941, angle = 90.56943, collision = h0026B0
x = -20.87801, y = 57.74983, z = 878.5567, angle = 9.818165, collision = h0026B0
x = -21.22017, y = 57.83243, z = 877.185, angle = 25.2708, collision = h0026B0
x = -21.85443, y = 58.34999, z = 875.8881, angle = 30.99436, collision = h0026B0
x = -24.01584, y = 58.34999, z = 874.4437, angle = 123.9528, collision = h0026B0
x = -25.13507, y = 58.4384, z = 875.061, angle = 99.59174, collision = h0026B0
x = -26.77009, y = 58.16904, z = 875.5239, angle = 123.3419, collision = h0026B0
x = -26.52642, y = 57.79002, z = 876.9554, angle = -163.0543, collision = h0026B0
x = -26.09469, y = 57.81359, z = 878.1702, angle = -135.8607, collision = h0026B0
x = -25.14625, y = 57.74983, z = 879.105, angle = -65.87878, collision = h0026B0
x = -23.8491, y = 57.74983, z = 878.7215, angle = -101.574, collision = h0026B0
x = -22.3554, y = 57.74983, z = 878.9733, angle = -116.8121, collision = h0026B0
x = -21.13827, y = 57.74982, z = 879.5761, angle = -117.4231, collision = h0026B0
x = -22.5006, y = 57.74982, z = 880.2813, angle = 158.6816, collision = h0026B0
x = -23.05136, y = 57.74982, z = 881.3265, angle = -151.3264, collision = h0026B0
x = -22.46232, y = 57.46229, z = 882.4007, angle = -131.0457, collision = h0026B0
x = -21.41658, y = 57.08206, z = 883.1607, angle = -83.44938, collision = h0026B0
x = -20.16227, y = 56.95583, z = 883.4127, angle = -95.23856, collision = h0026B0
x = -18.82487, y = 56.82125, z = 883.6814, angle = -114.8805, collision = h0026B0
x = -17.7281, y = 56.55464, z = 884.2142, angle = -96.08321, collision = h0026B0
x = -15.20609, y = 55.02084, z = 884.5505, angle = 30.40356, collision = h0025B0
x = -15.97267, y = 54.96245, z = 883.2793, angle = -13.93654, collision = h0025B0
x = -15.62492, y = 54.91356, z = 881.8491, angle = -31.28355, collision = h0025B0
x = -15.00359, y = 54.93383, z = 880.7455, angle = 4.735493, collision = h0025B0
x = -15.06249, y = 55.00224, z = 879.2966, angle = 14.3515, collision = h0025B0
x = -15.43995, y = 55.06114, z = 877.9354, angle = 42.7817, collision = h0025B0
x = -16.32147, y = 55.10814, z = 876.8102, angle = -3.182745, collision = h0025B0
x = -16.28805, y = 55.08033, z = 875.4509, angle = -49.40215, collision = h0025B0
x = -15.1384, y = 55.0449, z = 874.637, angle = -87.63516, collision = h0025B0
x = -13.73484, y = 55.14018, z = 874.7295, angle = -124.6168, collision = h0025B0
x = -13.12593, y = 55.17123, z = 875.5731, angle = -102.5654, collision = h0025B0
x = -13.18995, y = 55.23797, z = 876.7218, angle = 70.20892, collision = h0025B0
x = -14.21901, y = 55.11618, z = 876.3976, angle = 21.24009, collision = h0025B0
x = -16.04877, y = 55.20736, z = 874.0799, angle = 66.7303, collision = h0025B0
x = -17.08804, y = 55.28761, z = 874.0798, angle = 106.7928, collision = h0026B0
x = -14.73234, y = 54.8945, z = 883.5641, angle = -106.7118, collision = h0025B0
x = -13.40102, y = 54.99152, z = 884.1248, angle = -120.4841, collision = h0025B0
x = -12.27812, y = 54.89947, z = 884.9889, angle = -145.7275, collision = h0025B0
x = -11.68635, y = 54.79651, z = 885.8052, angle = -72.56921, collision = h0025B0
x = -10.45956, y = 54.76136, z = 885.4941, angle = -50.16314, collision = h0025B0
x = -9.26052, y = 54.7837, z = 884.7057, angle = -135.4848, collision = h0025B0
x = -8.416909, y = 54.74361, z = 885.715, angle = 177.5671, collision = h0025B0
x = -8.442572, y = 54.71486, z = 886.9748, angle = -155.1587, collision = h0025B0
x = -7.671142, y = 54.71451, z = 887.8782, angle = -50.90808, collision = h0025B0
x = -6.59598, y = 54.71218, z = 886.9778, angle = -33.32906, collision = h0025B0
x = -5.969556, y = 54.73956, z = 885.7158, angle = 7.092741, collision = h0025B0
x = -5.034634, y = 54.72361, z = 886.3616, angle = -175.6495, collision = h0025B0
x = -5.01548, y = 54.72198, z = 887.6336, angle = 174.7408, collision = h0025B0
x = -4.7331, y = 54.74453, z = 888.9179, angle = -62.65096, collision = h0025B0
x = -3.637542, y = 54.841, z = 888.218, angle = -32.50303, collision = h0025B0
x = -2.965063, y = 54.89951, z = 886.9551, angle = -30.31373, collision = h0025B0
x = -2.230771, y = 54.96053, z = 885.7278, angle = -33.01267, collision = h0025B0
x = -1.628252, y = 54.99083, z = 884.4574, angle = -30.69745, collision = h0025B0
x = -0.5133928, y = 55.04016, z = 884.3497, angle = -143.625, collision = h0025B0
x = 0.2749526, y = 55.03764, z = 885.4946, angle = -144.8393, collision = h0025B0
x = 1.253278, y = 55.11803, z = 886.4672, angle = -91.24757, collision = h0025B0
x = 1.75416, y = 55.18987, z = 887.3401, angle = 88.13934, collision = h0025B0
x = 0.5516099, y = 55.05961, z = 887.2421, angle = 3.249667, collision = h0025B0
x = -0.7125365, y = 54.97582, z = 885.9692, angle = -175.5456, collision = h0025B0
x = -0.6468989, y = 54.98786, z = 887.3707, angle = -172.6074, collision = h0025B0
x = -0.5346485, y = 55.01997, z = 888.3836, angle = -141.587, collision = h0025B0
x = 0.2137059, y = 55.08828, z = 889.5273, angle = -165.5212, collision = h0025B0
x = 0.2822493, y = 55.10674, z = 890.8546, angle = 101.1745, collision = h0025B0
x = -1.038569, y = 54.97788, z = 891.2491, angle = 109.3552, collision = h0025B0
x = -2.226495, y = 54.85527, z = 891.7072, angle = 154.4923, collision = h0025B0
x = -2.774448, y = 54.87371, z = 892.8544, angle = -127.2532, collision = h0025B0
x = -1.909076, y = 54.90967, z = 893.601, angle = -136.8578, collision = h0025B0
x = -1.061835, y = 54.91439, z = 894.6274, angle = 152.0306, collision = h0048B0
x = -1.699761, y = 54.95717, z = 895.9083, angle = 142.5217, collision = h0048B0
x = -2.596109, y = 54.94102, z = 897.0233, angle = 135.4997, collision = h0048B0
x = -3.600441, y = 54.95716, z = 898.0453, angle = 136.2587, collision = h0048B0
x = -4.253571, y = 55.04898, z = 899.1987, angle = -158.7862, collision = h0048B0
x = -3.760244, y = 55.05885, z = 900.3503, angle = -112.4231, collision = h0048B0
x = -2.459373, y = 54.97292, z = 900.8694, angle = -130.8508, collision = h0048B0
x = -1.356508, y = 55.00481, z = 901.761, angle = -130.8242, collision = h0048B0
x = -0.1926253, y = 55.04607, z = 902.5568, angle = -112.3013, collision = h0048B0
x = 0.8654146, y = 55.03114, z = 903.354, angle = -174.7105, collision = h0048B0
x = 0.9266679, y = 55.02046, z = 904.7634, angle = 158.8087, collision = h0048B0
x = 0.5814846, y = 55.02524, z = 905.9797, angle = 177.6001, collision = h0048B0
x = 0.3814448, y = 55.02677, z = 907.3851, angle = 133.9849, collision = h0048B0
x = -0.7548093, y = 54.98663, z = 908.142, angle = 81.52356, collision = h0048B0
x = -2.13072, y = 54.98475, z = 907.8241, angle = 65.38617, collision = h0048B0
x = -3.396053, y = 55.00737, z = 907.1544, angle = 39.47496, collision = h0048B0
x = -3.95753, y = 54.98072, z = 905.9597, angle = -62.44067, collision = h0048B0
x = -2.646499, y = 55.0805, z = 905.8135, angle = -160.7598, collision = h0048B0
x = -3.305324, y = 54.96867, z = 908.2999, angle = 169.7359, collision = h0048B0
x = -2.608341, y = 55.10996, z = 909.0895, angle = -60.46655, collision = h0048B0
x = -0.1164833, y = 55.11567, z = 909.109, angle = -40.67503, collision = h0048B0
x = -3.986793, y = 55.01843, z = 904.922, angle = 11.39758, collision = h0048B0
x = -4.131372, y = 55.04325, z = 903.5911, angle = 2.018703, collision = h0048B0
x = -4.171227, y = 54.9676, z = 902.5631, angle = 3.337558, collision = h0048B0
x = -3.198755, y = 54.99101, z = 899.1066, angle = -46.4604, collision = h0048B0
x = -0.6008243, y = 54.90348, z = 893.2776, angle = -57.83883, collision = h0025B0
x = 0.3365536, y = 55.02424, z = 892.2762, angle = -6.890213, collision = h0025B0
x = 1.628638, y = 55.15946, z = 889.2333, angle = -141.2419, collision = h0025B0
x = 2.004417, y = 55.20258, z = 890.3333, angle = 179.9969, collision = h0032B0
x = 2.003112, y = 55.81494, z = 891.2876, angle = 176.6215, collision = h0032B0
x = 1.952239, y = 56.42342, z = 892.2415, angle = -161.482, collision = h0032B0
x = 2.003976, y = 57.01663, z = 893.1685, angle = -169.1208, collision = h0032B0
x = 2.003892, y = 57.52046, z = 893.9401, angle = 178.4448, collision = h0032B0
x = 1.977967, y = 58.15096, z = 894.9408, angle = 177.1345, collision = h0032B0
x = 1.932071, y = 58.76167, z = 895.895, angle = -164.3189, collision = h0032B0
x = 2.057002, y = 59.36102, z = 896.8316, angle = -166.1129, collision = h0032B0
x = 2.298196, y = 59.77614, z = 898.1355, angle = -175.5703, collision = h0032B0
x = 2.420734, y = 59.77634, z = 899.2114, angle = -127.7967, collision = h0032B0
x = 3.007735, y = 59.77664, z = 900.3445, angle = 179.812, collision = h0032B0
x = 3.007694, y = 59.77665, z = 901.7668, angle = -159.8201, collision = h0032B0
x = 3.007641, y = 59.77666, z = 903.137, angle = 179.0655, collision = h0032B0
x = 2.987764, y = 59.77666, z = 904.569, angle = 177.9997, collision = h0032B0
x = 2.933656, y = 59.77666, z = 906.0008, angle = 176.5014, collision = h0032B0
x = 2.845362, y = 59.77666, z = 907.431, angle = -175.8135, collision = h0032B0
x = 3.007427, y = 59.77673, z = 908.6808, angle = -98.32657, collision = h0032B0
x = 3.007777, y = 59.77658, z = 897.2114, angle = -10.2183, collision = h0032B0
x = 3.007777, y = 59.77668, z = 895.8015, angle = -8.509747, collision = h0032B0
x = 3.00777, y = 59.77673, z = 894.3839, angle = -7.083029, collision = h0032B0
x = 3.023859, y = 59.77675, z = 893.1154, angle = -6.159478, collision = h0032B0
x = 3.013065, y = 59.77676, z = 891.7008, angle = -5.261254, collision = h0032B0
x = 3.01228, y = 59.77678, z = 890.2737, angle = -4.554329, collision = h0032B0
x = 3.011624, y = 59.77678, z = 888.8452, angle = -4.015263, collision = h0032B0
x = 3.011063, y = 59.77678, z = 887.4156, angle = -3.602911, collision = h0032B0
x = 3.010585, y = 59.77677, z = 885.9855, angle = -2.835225, collision = h0032B0
x = 2.989626, y = 59.77676, z = 884.7116, angle = 71.97255, collision = h0032B0
x = -1.181484, y = 55.0123, z = 889.1956, angle = 164.8356, collision = h0025B0
x = -2.503499, y = 54.93981, z = 894.7883, angle = 151.761, collision = h0048B0
x = -2.989051, y = 54.90458, z = 895.7455, angle = -176.8176, collision = h0048B0
x = -2.172257, y = 54.95798, z = 899.5121, angle = -172.166, collision = h0048B0
x = -2.305592, y = 55.0562, z = 902.1723, angle = -176.2537, collision = h0048B0
x = -2.062468, y = 48.99999, z = 903.7715, angle = -99.16917, collision = h0024B0
x = -3.110323, y = 49.34934, z = 904.0904, angle = 32.27298, collision = h0024B0
x = -4.418986, y = 49.52717, z = 903.7484, angle = 94.21073, collision = h0024B0
x = -5.845104, y = 49.54438, z = 903.8622, angle = 96.11361, collision = h0024B0
x = -6.988812, y = 49.55819, z = 904.0014, angle = 100.6529, collision = h0024B0
x = -8.13187, y = 49.56332, z = 903.9931, angle = 146.7683, collision = h0022B0
x = -8.310589, y = 49.55605, z = 905.0641, angle = -173.5186, collision = h0022B0
x = -8.201478, y = 49.51878, z = 906.1102, angle = 174.3321, collision = h0022B0
x = -8.358581, y = 49.46841, z = 907.5239, angle = 165.6295, collision = h0022B0
x = -8.702869, y = 49.43159, z = 908.9051, angle = 177.3652, collision = h0022B0
x = -8.67485, y = 49.39411, z = 910.3308, angle = -177.6537, collision = h0022B0
x = -8.619467, y = 49.35493, z = 911.7626, angle = -175.7848, collision = h0022B0
x = -8.752218, y = 49.3363, z = 912.8022, angle = -158.1755, collision = h0022B0
x = -8.442574, y = 49.28736, z = 914.0476, angle = -163.4157, collision = h0022B0
x = -8.503917, y = 49.56532, z = 902.5803, angle = 4.478173, collision = h0022B0
x = -8.583167, y = 49.5712, z = 901.1635, angle = -3.489052, collision = h0022B0
x = -8.492266, y = 49.57713, z = 899.7335, angle = -8.813321, collision = h0022B0
x = -8.29568, y = 49.58421, z = 898.3148, angle = -10.24315, collision = h0022B0
x = -8.065935, y = 49.60072, z = 897.0589, angle = 0.4637015, collision = h0022B0
x = -8.05219, y = 49.61362, z = 895.6293, angle = 9.226506, collision = h0022B0
x = -8.350669, y = 49.61878, z = 894.2327, angle = 16.58008, collision = h0022B0
x = -8.749451, y = 49.62138, z = 892.8569, angle = 12.62759, collision = h0022B0
x = -8.93901, y = 49.57971, z = 891.4514, angle = -31.77527, collision = h0022B0
x = -8.084853, y = 49.59409, z = 890.4785, angle = -104.7544, collision = h0022B0
x = -6.89312, y = 49.65786, z = 890.8211, angle = -96.15704, collision = h0022B0
x = -5.818514, y = 49.65128, z = 891.0231, angle = -79.57813, collision = h0022B0
x = -4.496055, y = 49.63175, z = 890.8005, angle = -80.74166, collision = h0022B0
x = -3.079473, y = 49.59414, z = 890.5851, angle = -108.74, collision = h0022B0
x = -1.836765, y = 49.61385, z = 891.1553, angle = -144.9258, collision = h0022B0
x = -1.140634, y = 49.65247, z = 892.0924, angle = -136.4347, collision = h0022B0
x = -1.202468, y = 49.56637, z = 893.4612, angle = 179.5607, collision = h0022B0
x = -1.269157, y = 49.53191, z = 894.8899, angle = 178.2309, collision = h0022B0
x = -1.302168, y = 49.52925, z = 896.3224, angle = 177.7922, collision = h0022B0
x = -1.352438, y = 49.52974, z = 897.7544, angle = 176.9265, collision = h0022B0
x = -1.432806, y = 49.52247, z = 899.1849, angle = -153.0947, collision = h0022B0
x = -0.2514971, y = 49.54947, z = 894.6772, angle = -82.04984, collision = h0022B0
x = 1.164911, y = 49.58205, z = 894.4659, angle = -83.14332, collision = h0022B0
x = 2.436036, y = 49.60706, z = 894.3674, angle = -89.87933, collision = h0022B0
x = 3.868921, y = 49.62061, z = 894.3598, angle = -90.46405, collision = h0022B0
x = 5.301106, y = 49.6063, z = 894.3537, angle = -76.6421, collision = h0022B0
x = 6.288685, y = 49.56597, z = 893.9656, angle = -58.19193, collision = h0022B0
x = 6.287721, y = 49.58793, z = 892.743, angle = 9.796704, collision = h0022B0
x = 6.051431, y = 49.58451, z = 891.4982, angle = 0.08801382, collision = h0023B0
x = 6.09436, y = 50.33848, z = 890.1653, angle = -4.861223, collision = h0023B0
x = 6.216008, y = 51.09695, z = 888.9832, angle = -6.763212, collision = h0023B0
x = 6.288649, y = 51.70581, z = 888.0343, angle = 7.941898, collision = h0023B0
x = 6.203636, y = 52.31444, z = 887.085, angle = 10.97114, collision = h0023B0
x = 6.026408, y = 52.91571, z = 886.1465, angle = 16.94447, collision = h0023B0
x = 5.613764, y = 53.17184, z = 884.7751, angle = 15.57506, collision = h0023B0
x = 4.495874, y = 53.22717, z = 885.1199, angle = 176.1735, collision = h0023B0
x = 4.384485, y = 53.82866, z = 886.0599, angle = -152.8528, collision = h0023B0
x = 4.762388, y = 54.37909, z = 886.92, angle = 179.2858, collision = h0023B0
x = 4.762171, y = 54.95998, z = 887.8279, angle = 161.8051, collision = h0023B0
x = 4.479708, y = 55.54362, z = 888.7402, angle = 163.2387, collision = h0023B0
x = 4.207785, y = 56.1352, z = 889.6539, angle = 164.0324, collision = h0023B0
x = 4.207785, y = 56.17199, z = 891.0335, angle = -142.0465, collision = h0023B0
x = 5.334378, y = 56.17199, z = 890.8896, angle = -39.38204, collision = h0023B0
x = 6.340046, y = 56.17199, z = 890.0397, angle = -70.25026, collision = h0023B0
x = 7.241296, y = 56.17199, z = 889.5799, angle = -49.89184, collision = h0023B0
x = 8.064711, y = 56.17199, z = 888.4635, angle = -25.58257, collision = h0023B0
x = 8.524639, y = 56.17199, z = 887.1243, angle = 36.80008, collision = h0023B0
x = 7.711535, y = 56.17199, z = 885.9538, angle = 37.53943, collision = h0023B0
x = 6.74678, y = 56.17199, z = 884.9109, angle = 33.39268, collision = h0023B0
x = 7.649664, y = 56.17199, z = 884.3742, angle = -86.00675, collision = h0023B0
x = 5.588408, y = 56.17199, z = 885.3945, angle = 46.29758, collision = h0023B0
x = 7.348423, y = 56.17199, z = 887.0557, angle = -175.0053, collision = h0023B0
x = 6.496022, y = 56.17199, z = 888.68, angle = -21.78035, collision = h0023B0
x = 5.836915, y = 56.17199, z = 886.7967, angle = -172.9874, collision = h0023B0
x = 5.553919, y = 56.17199, z = 889.11, angle = 164.8936, collision = h0023B0
x = -1.484638, y = 49.58364, z = 890.0846, angle = -0.7546813, collision = h0022B0
x = -1.534629, y = 49.56519, z = 888.7244, angle = -13.0017, collision = h0022B0
x = -1.370643, y = 49.56717, z = 887.327, angle = 15.34749, collision = h0022B0
x = -1.734645, y = 49.5653, z = 886.0413, angle = -8.057506, collision = h0022B0
x = -1.56844, y = 49.56731, z = 884.6187, angle = -4.39748, collision = h0022B0
x = -1.457432, y = 49.56666, z = 883.1902, angle = -5.226638, collision = h0022B0
x = -1.322066, y = 49.56555, z = 881.7637, angle = -6.569699, collision = h0022B0
x = -1.32507, y = 49.56446, z = 880.3451, angle = 27.5664, collision = h0022B0
x = -1.763142, y = 49.56355, z = 879.1669, angle = -21.41727, collision = h0022B0
x = -1.269463, y = 49.57345, z = 877.8275, angle = -42.99895, collision = h0022B0
x = -0.2115815, y = 49.56483, z = 877.617, angle = -72.62943, collision = h0022B0
x = 1.12587, y = 49.52322, z = 877.7824, angle = -140.329, collision = h0022B0
x = 2.018101, y = 49.4902, z = 878.4405, angle = -84.52363, collision = h0022B0
