x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 363.9584, y = -304.284, z = 150.0898, angle = 151.7365, collision = h1008B1
x = 363.4505, y = -304.284, z = 151.2122, angle = 87.35747, collision = h1008B1
x = 362.5436, y = -304.284, z = 152.1763, angle = 43.21064, collision = h1008B1
x = 361.4982, y = -304.284, z = 151.7199, angle = 41.03778, collision = h1008B1
x = 360.6044, y = -304.284, z = 150.6402, angle = 117.4874, collision = h1008B1
x = 359.5714, y = -304.284, z = 150.1132, angle = 139.989, collision = h1008B1
x = 358.543, y = -304.284, z = 150.9039, angle = 137.7753, collision = h1008B1
x = 357.7059, y = -304.284, z = 151.9022, angle = 126.6971, collision = h1008B1
x = 356.8191, y = -304.284, z = 152.799, angle = 112.2412, collision = h1008B1
x = 355.6619, y = -304.284, z = 153.5132, angle = 114.5179, collision = h1008B1
x = 354.5298, y = -304.284, z = 153.9783, angle = 116.5663, collision = h1008B1
x = 353.3441, y = -304.284, z = 154.5577, angle = 103.9133, collision = h1008B1
x = 352.2776, y = -304.284, z = 155.098, angle = 79.63242, collision = h1008B1
x = 350.5805, y = -304.284, z = 155.1086, angle = 45.29314, collision = h1008B1
x = 349.5857, y = -304.284, z = 154.6057, angle = 32.1038, collision = h1008B1
x = 348.7897, y = -304.284, z = 153.6725, angle = 16.17204, collision = h1008B1
x = 348.2231, y = -304.284, z = 152.5652, angle = 36.782, collision = h1008B1
x = 347.5919, y = -304.284, z = 151.1057, angle = 77.00554, collision = h1008B1
x = 346.445, y = -304.284, z = 150.5276, angle = 83.2226, collision = h1008B1
x = 345.1434, y = -304.284, z = 150.3362, angle = 80.39652, collision = h1008B1
x = 343.5847, y = -304.284, z = 150.1149, angle = 76.19119, collision = h1008B1
x = 342.2819, y = -304.284, z = 149.8107, angle = 75.58727, collision = h1008B1
x = 341.0302, y = -304.284, z = 149.4735, angle = 60.04453, collision = h1008B1
x = 339.8844, y = -304.284, z = 148.9205, angle = 13.13694, collision = h1008B1
x = 339.4524, y = -304.284, z = 147.9126, angle = 10.35309, collision = h1008B1
x = 339.216, y = -304.284, z = 146.6343, angle = 27.54255, collision = h1008B1
x = 338.6591, y = -304.284, z = 145.3253, angle = 58.86687, collision = h1008B1
x = 337.8549, y = -304.284, z = 144.6745, angle = 74.24893, collision = h1008B1
x = 336.7401, y = -304.284, z = 144.2776, angle = 76.54078, collision = h1008B1
x = 335.6789, y = -304.284, z = 144.0035, angle = 80.58426, collision = h1008B1
x = 334.3371, y = -304.284, z = 143.7399, angle = 77.48759, collision = h1008B1
x = 333.2393, y = -304.284, z = 143.5814, angle = 50.35786, collision = h1008B1
x = 332.0253, y = -304.284, z = 143.0538, angle = 19.32788, collision = h1008B1
x = 331.4122, y = -304.284, z = 141.9319, angle = 20.42717, collision = h1008B1
x = 330.9736, y = -304.284, z = 140.6641, angle = 29.30322, collision = h1008B1
x = 330.3912, y = -304.284, z = 139.3645, angle = 71.18038, collision = h1008B1
x = 329.2794, y = -304.284, z = 138.7726, angle = 71.87524, collision = h1008B1
x = 327.9349, y = -304.284, z = 138.3281, angle = 73.38887, collision = h1008B1
x = 326.7586, y = -304.284, z = 137.9604, angle = 69.3287, collision = h1008B1
x = 325.4602, y = -304.284, z = 137.5225, angle = 62.59612, collision = h1008B1
x = 324.3229, y = -304.284, z = 137.0052, angle = 57.08757, collision = h1008B1
x = 323.1783, y = -304.284, z = 136.3034, angle = 35.64057, collision = h1008B1
x = 322.3131, y = -304.284, z = 135.3346, angle = -1.557543, collision = h1008B1
x = 322.225, y = -304.284, z = 134.0813, angle = -22.4686, collision = h1008B1
x = 322.6145, y = -304.284, z = 132.8216, angle = -37.3073, collision = h1008B1
x = 323.3155, y = -304.2596, z = 131.8278, angle = -30.75127, collision = h1008B1
x = 324.0593, y = -304.2401, z = 130.6786, angle = -26.99978, collision = h1008B1
x = 324.6281, y = -304.2211, z = 129.5726, angle = -27.23996, collision = h1008B1
x = 325.8491, y = -304.1794, z = 127.1562, angle = -13.90357, collision = h1008B1
x = 326.2415, y = -304.1563, z = 125.746, angle = -6.387525, collision = h1008B1
x = 326.4094, y = -304.1563, z = 124.6636, angle = 0.9547648, collision = h1008B1
x = 326.4309, y = -304.1563, z = 123.3542, angle = 1.645502, collision = h1008B1
x = 326.3968, y = -304.1563, z = 122.0632, angle = 1.34735, collision = h1008B1
x = 326.3629, y = -304.1563, z = 120.8164, angle = 8.5454, collision = h1008B1
x = 326.2019, y = -304.1562, z = 119.4814, angle = 14.6205, collision = h1008B1
x = 325.8927, y = -304.1562, z = 118.29, angle = 16.1893, collision = h1008B1
x = 325.5147, y = -304.1576, z = 116.9654, angle = 9.793808, collision = h1008B1
x = 325.2843, y = -304.1626, z = 115.7766, angle = 11.88958, collision = h1008B1
x = 325.0056, y = -304.1643, z = 114.4443, angle = 14.43401, collision = h1008B1
x = 324.7065, y = -304.1632, z = 113.2434, angle = 14.11577, collision = h1008B1
x = 324.3774, y = -304.162, z = 111.9113, angle = 10.09848, collision = h1008B1
x = 324.152, y = -304.161, z = 110.6617, angle = 6.960946, collision = h1008B1
x = 323.9798, y = -304.2087, z = 109.2927, angle = 3.099007, collision = h1008B1
x = 323.9088, y = -304.2548, z = 108.2226, angle = 0.1136543, collision = h1008B1
x = 323.899, y = -304.284, z = 106.9487, angle = -3.4131, collision = h1008B1
x = 323.9729, y = -304.284, z = 105.5553, angle = -7.004304, collision = h1008B1
x = 324.1221, y = -304.284, z = 104.2781, angle = -4.114779, collision = h1008B1
x = 324.2659, y = -304.284, z = 102.8738, angle = -10.40918, collision = h1008B1
x = 324.4343, y = -304.284, z = 101.8213, angle = -17.9517, collision = h1008B1
x = 324.7764, y = -304.284, z = 100.6757, angle = -26.06824, collision = h1008B1
x = 325.2595, y = -304.284, z = 99.58374, angle = -21.68257, collision = h1008B1
x = 325.7363, y = -304.284, z = 98.3925, angle = -22.43572, collision = h1008B1
x = 326.2099, y = -304.284, z = 97.16504, angle = -26.32915, collision = h1008B1
x = 326.7364, y = -304.284, z = 96.00521, angle = -42.9505, collision = h1008B1
x = 327.4591, y = -304.284, z = 95.02816, angle = -92.06499, collision = h1008B1
x = 328.4359, y = -304.284, z = 94.64462, angle = -148.3888, collision = h1008B1
x = 329.4865, y = -304.284, z = 95.76039, angle = 167.7639, collision = h1008B1
x = 329.444, y = -304.284, z = 96.89318, angle = 162.5895, collision = h1008B1
x = 329.0749, y = -304.284, z = 98.07631, angle = 166.5322, collision = h1008B1
x = 328.7086, y = -304.284, z = 99.47338, angle = 173.0981, collision = h1008B1
x = 328.5316, y = -304.284, z = 100.6523, angle = 171.2675, collision = h1008B1
x = 328.3788, y = -304.284, z = 101.7911, angle = 170.3085, collision = h1008B1
x = 328.1517, y = -304.284, z = 103.1629, angle = 172.8495, collision = h1008B1
x = 327.9591, y = -304.284, z = 104.6259, angle = -171.8636, collision = h1008B1
x = 327.9995, y = -304.284, z = 105.6534, angle = -159.7061, collision = h1008B1
x = 328.4598, y = -304.284, z = 107.0293, angle = -132.0955, collision = h1008B1
x = 329.064, y = -304.284, z = 107.9177, angle = -77.41823, collision = h1008B1
x = 330.2473, y = -304.284, z = 108.0182, angle = -47.6065, collision = h1008B1
x = 331.4279, y = -304.284, z = 107.2139, angle = -23.55451, collision = h1008B1
x = 331.9842, y = -304.284, z = 106.0952, angle = -22.98697, collision = h1008B1
x = 332.4396, y = -304.284, z = 105.0376, angle = -18.37673, collision = h1008B1
x = 332.9374, y = -304.284, z = 103.6076, angle = -15.04131, collision = h1008B1
x = 333.29, y = -304.284, z = 102.4672, angle = -14.03016, collision = h1008B1
x = 333.5579, y = -304.284, z = 101.3854, angle = -22.21011, collision = h1008B1
x = 334.0976, y = -304.284, z = 99.96865, angle = -39.96674, collision = h1008B1
x = 334.6506, y = -304.284, z = 99.03973, angle = -79.31781, collision = h1008B1
x = 336.0607, y = -304.284, z = 98.51942, angle = -150.9845, collision = h1008B1
x = 336.822, y = -304.284, z = 99.28045, angle = -156.1207, collision = h1008B1
x = 337.3124, y = -304.284, z = 100.4236, angle = -146.3325, collision = h1008B1
x = 337.8704, y = -304.284, z = 101.396, angle = -139.6957, collision = h1008B1
x = 338.8214, y = -304.284, z = 102.592, angle = -127.9992, collision = h1008B1
x = 339.6973, y = -304.284, z = 103.3602, angle = -109.6063, collision = h1008B1
x = 340.9655, y = -304.284, z = 103.9154, angle = -44.03456, collision = h1008B1
x = 341.9672, y = -304.284, z = 103.2966, angle = -34.39716, collision = h1008B1
x = 342.7365, y = -304.284, z = 102.243, angle = -18.22188, collision = h1008B1
x = 343.2481, y = -304.284, z = 100.8643, angle = -26.76552, collision = h1008B1
x = 343.6332, y = -304.284, z = 99.89279, angle = -49.4248, collision = h1008B1
x = 344.6318, y = -304.284, z = 98.84536, angle = -95.68253, collision = h1008B1
x = 345.6456, y = -304.284, z = 98.59533, angle = -117.3783, collision = h1008B1
x = 346.9689, y = -304.284, z = 99.18211, angle = -135.4026, collision = h1008B1
x = 347.775, y = -304.284, z = 99.97903, angle = -129.3943, collision = h1008B1
x = 348.8598, y = -304.284, z = 100.9303, angle = -86.35902, collision = h1008B1
x = 349.9353, y = -304.284, z = 101.2572, angle = -55.35136, collision = h1008B1
x = 351.1004, y = -304.284, z = 100.5654, angle = -57.80714, collision = h1008B1
x = 352.1407, y = -304.284, z = 99.89399, angle = -52.9364, collision = h1008B1
x = 353.2529, y = -304.284, z = 99.09713, angle = -49.68616, collision = h1008B1
x = 354.2251, y = -304.284, z = 98.29298, angle = -44.7635, collision = h1008B1
x = 355.2005, y = -304.284, z = 97.35502, angle = -38.13868, collision = h1008B1
x = 355.9458, y = -304.284, z = 96.39751, angle = -50.08673, collision = h1008B1
x = 356.897, y = -304.284, z = 95.55159, angle = -75.79423, collision = h1008B1
x = 358.1492, y = -304.284, z = 95.14124, angle = -40.95747, collision = h0700B1
x = 360.978, y = -304.284, z = 93.87179, angle = -109.6603, collision = h1008B1
x = 362.1679, y = -304.284, z = 94.29021, angle = -137.0788, collision = h1008B1
x = 363.1794, y = -304.284, z = 95.13364, angle = -152.1387, collision = h1008B1
x = 363.7283, y = -304.284, z = 96.06612, angle = -156.4441, collision = h1008B1
x = 364.2775, y = -304.284, z = 97.33328, angle = -168.2162, collision = h1008B1
x = 364.6091, y = -304.284, z = 98.67983, angle = -142.1587, collision = h1008B1
x = 365.2782, y = -304.284, z = 99.7867, angle = -98.20897, collision = h1008B1
x = 366.3436, y = -304.284, z = 100.1645, angle = -93.57214, collision = h1008B1
x = 367.6745, y = -304.284, z = 100.2498, angle = -123.8878, collision = h1008B1
x = 368.8191, y = -304.284, z = 100.5482, angle = -163.608, collision = h1008B1
x = 369.3505, y = -304.2524, z = 101.7521, angle = -157.9387, collision = h1008B1
x = 369.7431, y = -304.2319, z = 102.866, angle = -154.0948, collision = h1008B1
x = 370.3091, y = -304.2041, z = 104.1237, angle = -144.681, collision = h1008B1
x = 371.1023, y = -304.1677, z = 105.3268, angle = -138.9495, collision = h1008B1
x = 371.9546, y = -304.1557, z = 106.2898, angle = -140.5809, collision = h1008B1
x = 372.7644, y = -304.1561, z = 107.2599, angle = -151.7077, collision = h1008B1
x = 374.0506, y = -304.1563, z = 109.4284, angle = -145.4949, collision = h1008B1
x = 374.8307, y = -304.1615, z = 110.5872, angle = -104.8162, collision = h1008B1
x = 377.4089, y = -304.1904, z = 110.9264, angle = -92.92902, collision = h1008B1
x = 382.857, y = -304.2258, z = 113.796, angle = -138.6495, collision = h1008B1
x = 385.0197, y = -304.2131, z = 116.2137, angle = -137.068, collision = h1008B1
x = 385.7953, y = -304.2075, z = 117.2203, angle = -135.6918, collision = h1008B1
x = 386.6834, y = -304.203, z = 117.9759, angle = -133.9137, collision = h1008B1
x = 388.1018, y = -304.2112, z = 120.845, angle = 172.2708, collision = h1008B1
x = 387.9016, y = -304.2219, z = 122.338, angle = 176.2523, collision = h1008B1
x = 387.8468, y = -304.2297, z = 123.8709, angle = -172.8924, collision = h1008B1
x = 387.9782, y = -304.2355, z = 125.1393, angle = -171.3206, collision = h1008B1
x = 388.1813, y = -304.239, z = 126.4717, angle = -170.5751, collision = h1008B1
x = 388.3941, y = -304.2357, z = 127.764, angle = -169.5266, collision = h1008B1
x = 388.6303, y = -304.2321, z = 129.0506, angle = -168.2345, collision = h1008B1
x = 388.8554, y = -304.229, z = 130.1568, angle = -167.0074, collision = h1008B1
x = 389.1387, y = -304.2251, z = 131.4088, angle = -166.7478, collision = h1008B1
x = 389.4021, y = -304.2216, z = 132.5274, angle = -166.7478, collision = h1008B1
x = 388.3629, y = -304.2285, z = 133.2727, angle = 122.0202, collision = h1008B1
x = 387.4701, y = -304.2359, z = 133.8371, angle = 135.1709, collision = h1008B1
x = 386.6854, y = -304.2422, z = 134.8709, angle = -167.569, collision = h1008B1
x = 386.894, y = -304.2397, z = 136.1569, angle = -167.6379, collision = h1008B1
x = 387.1563, y = -304.2368, z = 137.3597, angle = -169.2837, collision = h1008B1
x = 387.4119, y = -304.2338, z = 138.7187, angle = -172.0736, collision = h1008B1
x = 387.5658, y = -304.2319, z = 139.8136, angle = -172.285, collision = h1008B1
x = 387.7363, y = -304.2296, z = 141.2053, angle = -178.5834, collision = h1008B1
x = 387.7756, y = -304.2286, z = 142.5338, angle = -177.2848, collision = h1008B1
x = 387.8242, y = -304.2276, z = 143.6398, angle = -174.0502, collision = h1008B1
x = 387.9297, y = -304.226, z = 144.9763, angle = -172.9598, collision = h1008B1
x = 388.0759, y = -304.224, z = 146.1598, angle = -172.9598, collision = h1008B1
x = 386.8656, y = -304.2345, z = 146.2935, angle = 100.9698, collision = h1008B1
x = 385.5774, y = -304.2456, z = 146.5874, angle = 119.0763, collision = h1008B1
x = 384.165, y = -304.2483, z = 147.3618, angle = 116.455, collision = h1008B1
x = 383.2425, y = -304.2502, z = 147.8278, angle = 114.8419, collision = h1008B1
x = 382.0555, y = -304.2537, z = 148.3814, angle = 106.9114, collision = h1008B1
x = 380.8499, y = -304.2602, z = 148.7914, angle = 85.09693, collision = h1008B1
x = 379.0346, y = -304.2713, z = 148.6602, angle = 75.97433, collision = h1008B1
x = 377.8685, y = -304.2474, z = 148.149, angle = 123.3534, collision = h1008B1
x = 376.6717, y = -304.233, z = 148.3383, angle = 128.8968, collision = h1008B1
x = 375.5416, y = -304.2281, z = 149.1207, angle = 136.264, collision = h1008B1
x = 374.7017, y = -304.2298, z = 149.8613, angle = 137.2672, collision = h1008B1
x = 373.8275, y = -304.2452, z = 150.8002, angle = 137.3085, collision = h1008B1
x = 373.084, y = -304.2563, z = 151.6055, angle = 137.5512, collision = h1008B1
x = 372.0646, y = -304.2044, z = 152.7177, angle = 162.422, collision = h1008B1
x = 371.577, y = -304.1671, z = 153.7917, angle = 164.1562, collision = h1008B1
x = 371.1495, y = -304.1576, z = 155.224, angle = 162.6133, collision = h1008B1
x = 370.7234, y = -304.1784, z = 156.5531, angle = 153.8451, collision = h1008B1
x = 370.12, y = -304.1629, z = 157.763, angle = 118.5403, collision = h1008B1
x = 369.227, y = -304.1999, z = 158.3962, angle = 109.4333, collision = h1008B1
x = 367.5067, y = -304.2476, z = 159.0241, angle = 107.937, collision = h1008B1
x = 366.42, y = -304.2063, z = 159.3757, angle = 107.8917, collision = h1008B1
x = 365.0913, y = -304.1565, z = 159.8026, angle = 107.6077, collision = h1008B1
x = 363.9383, y = -304.1565, z = 160.1684, angle = 107.1661, collision = h1008B1
x = 362.8979, y = -304.1565, z = 160.4891, angle = 109.2186, collision = h1008B1
x = 361.4461, y = -304.1565, z = 160.9937, angle = 112.6865, collision = h1008B1
x = 360.1546, y = -304.1566, z = 161.5025, angle = 116.514, collision = h1008B1
x = 358.8116, y = -304.1566, z = 162.175, angle = 116.3873, collision = h1008B1
x = 357.8828, y = -304.1566, z = 162.6364, angle = 116.108, collision = h1008B1
x = 356.5977, y = -304.1566, z = 163.2667, angle = 115.6085, collision = h1008B1
x = 355.4244, y = -304.1565, z = 163.8301, angle = 114.9852, collision = h1008B1
x = 354.3674, y = -304.1565, z = 164.3247, angle = 114.3448, collision = h1008B1
x = 353.132, y = -304.1565, z = 164.8859, angle = 113.4785, collision = h1008B1
x = 351.5063, y = -304.1565, z = 165.5901, angle = 112.2102, collision = h1008B1
x = 350.4503, y = -304.1564, z = 166.028, angle = 111.322, collision = h1008B1
x = 349.3156, y = -304.1564, z = 166.4787, angle = 110.3042, collision = h1008B1
x = 348.1488, y = -304.1564, z = 166.9201, angle = 109.249, collision = h1008B1
x = 346.813, y = -304.1563, z = 167.3932, angle = 107.9454, collision = h1008B1
x = 345.644, y = -304.1559, z = 167.7809, angle = 106.9357, collision = h1008B1
x = 344.3945, y = -304.1555, z = 168.1672, angle = 105.7101, collision = h1008B1
x = 342.9848, y = -304.1555, z = 168.5703, angle = 114.83, collision = h1008B1
x = 341.9914, y = -304.1554, z = 168.8991, angle = 118.3768, collision = h1008B1
x = 340.7228, y = -304.1554, z = 169.5658, angle = 118.6023, collision = h1008B1
x = 339.5488, y = -304.1553, z = 170.2039, angle = 119.2474, collision = h1008B1
x = 338.5713, y = -304.1555, z = 170.7469, angle = 119.4992, collision = h1008B1
x = 337.3773, y = -304.1557, z = 171.4169, angle = 120.8681, collision = h1008B1
x = 336.4466, y = -304.1561, z = 171.9642, angle = 121.2425, collision = h1008B1
x = 335.1596, y = -304.1568, z = 172.7487, angle = 127.1834, collision = h1008B1
x = 334.2463, y = -304.159, z = 173.3888, angle = 128.7486, collision = h1008B1
x = 332.8727, y = -304.284, z = 174.4732, angle = 133.4221, collision = h1008B1
x = 331.9203, y = -304.2238, z = 175.3523, angle = 136.5025, collision = h1008B1
x = 331.113, y = -304.1568, z = 176.2094, angle = 136.5939, collision = h1008B1
x = 330.275, y = -304.1568, z = 177.0952, angle = 136.9078, collision = h1008B1
x = 329.3124, y = -304.1567, z = 178.1235, angle = 137.499, collision = h1008B1
x = 328.4934, y = -304.1567, z = 179.0159, angle = 139.9377, collision = h1008B1
x = 327.64, y = -304.1567, z = 180.0248, angle = 144.0046, collision = h1008B1
x = 326.8909, y = -304.1567, z = 181.0413, angle = 147.7463, collision = h1008B1
