x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 886.6447, y = -316.4614, z = 720.1608, angle = 100.8396, collision = h0047B1
x = 885.3687, y = -316.5379, z = 720.3987, angle = 134.3546, collision = h0047B1
x = 884.5888, y = -316.5794, z = 721.06, angle = 160.09, collision = h0047B1
x = 884.1835, y = -316.7202, z = 722.2958, angle = -172.6371, collision = h0047B1
x = 884.2825, y = -316.7148, z = 723.3132, angle = -142.3365, collision = h0047B1
x = 885.0571, y = -316.6002, z = 724.4187, angle = -151.0314, collision = h0047B1
x = 885.7458, y = -316.5219, z = 725.6425, angle = 179.852, collision = h0047B1
x = 885.6233, y = -316.5362, z = 726.9446, angle = 121.8862, collision = h0047B1
x = 884.8016, y = -316.6213, z = 727.5428, angle = 117.8132, collision = h0047B1
x = 883.6402, y = -316.5948, z = 728.2325, angle = 137.7934, collision = h0047B1
x = 882.9573, y = -316.6018, z = 728.9771, angle = 115.7379, collision = h0047B1
x = 881.8581, y = -316.666, z = 729.3802, angle = 90.8693, collision = h0047B1
x = 882.3515, y = -316.5623, z = 730.572, angle = -92.22045, collision = h0047B1
x = 883.6509, y = -316.5442, z = 730.5665, angle = -74.38669, collision = h0047B1
x = 885.08, y = -316.5577, z = 730.2999, angle = -109.3299, collision = h0047B1
x = 886.3328, y = -316.47, z = 730.7234, angle = -102.9664, collision = h0047B1
x = 887.3178, y = -316.3638, z = 730.9482, angle = -85.48045, collision = h0047B1
x = 888.5618, y = -316.4418, z = 730.6247, angle = -69.39365, collision = h0047B1
x = 889.8546, y = -316.6975, z = 730.1053, angle = -89.03706, collision = h0047B1
x = 891.1024, y = -316.6726, z = 730.0996, angle = -103.7472, collision = h0047B1
x = 892.5447, y = -316.5406, z = 730.4492, angle = -98.96739, collision = h0047B1
x = 893.9956, y = -316.5357, z = 730.6769, angle = -91.78878, collision = h0047B1
x = 895.2808, y = -316.5757, z = 730.7186, angle = -89.34319, collision = h0047B1
x = 896.7683, y = -316.8954, z = 730.7357, angle = -100.2435, collision = h0047B1
x = 898.2149, y = -316.913, z = 730.9843, angle = -105.7279, collision = h0047B1
x = 901.6138, y = -317.0721, z = 732.5626, angle = -136.2004, collision = h0047B1
x = 902.5353, y = -317.1708, z = 733.5114, angle = -135.2551, collision = h0047B1
x = 903.4511, y = -316.94, z = 735.5838, angle = 176.5, collision = h0047B1
x = 903.5131, y = -316.9408, z = 736.9247, angle = -161.7072, collision = h0047B1
x = 903.8334, y = -316.8599, z = 737.9024, angle = -161.2066, collision = h0047B1
x = 904.2658, y = -316.6467, z = 739.1912, angle = -161.5235, collision = h0047B1
x = 904.6471, y = -316.5244, z = 740.4752, angle = -175.9962, collision = h0047B1
x = 904.7317, y = -316.3821, z = 741.4866, angle = 171.7661, collision = h0047B1
x = 904.6039, y = -316.3029, z = 742.4866, angle = 164.2227, collision = h0047B1
x = 904.239, y = -316.2686, z = 743.7834, angle = 157.9037, collision = h0047B1
x = 903.7255, y = -316.2798, z = 744.9998, angle = 146.3661, collision = h0047B1
x = 903.2006, y = -316.4962, z = 745.8831, angle = 174.9027, collision = h0047B1
x = 903.0759, y = -316.3052, z = 747.2827, angle = 169.4117, collision = h0047B1
x = 902.9058, y = -316.0345, z = 748.6837, angle = -137.2343, collision = h0047B1
x = 903.852, y = -315.5285, z = 749.5104, angle = -61.49862, collision = h0047B1
x = 904.6717, y = -315.2432, z = 748.7259, angle = -8.873864, collision = h0047B1
x = 902.1116, y = -316.2688, z = 749.3974, angle = 113.4602, collision = h0047B1
x = 901.1168, y = -316.7525, z = 749.5548, angle = 83.39605, collision = h0047B1
x = 899.576, y = -318.2886, z = 749.5778, angle = 100.5961, collision = h0047B1
x = 898.3745, y = -319.364, z = 748.7007, angle = 94.01821, collision = h0047B1
x = 897.4785, y = -319.5017, z = 748.0662, angle = 6.746383, collision = h0047B1
x = 897.3076, y = -319.8172, z = 747.0606, angle = -36.13756, collision = h0047B1
x = 898.3501, y = -319.7415, z = 746.5103, angle = -64.49716, collision = h0047B1
x = 899.3141, y = -319.6613, z = 745.7352, angle = 7.179581, collision = h0047B1
x = 899.2142, y = -319.6287, z = 744.3917, angle = 20.13, collision = h0047B1
x = 898.8956, y = -319.7282, z = 743.4342, angle = 29.16913, collision = h0047B1
x = 898.2839, y = -319.7168, z = 742.3712, angle = 47.22926, collision = h0047B1
x = 897.5323, y = -319.62, z = 741.6057, angle = 8.181405, collision = h0047B1
x = 897.6611, y = -319.461, z = 740.5049, angle = 30.99577, collision = h0047B1
x = 897.0253, y = -319.3553, z = 739.2213, angle = 64.94247, collision = h0047B1
x = 895.7621, y = -319.453, z = 738.5735, angle = 47.41528, collision = h0047B1
x = 894.8192, y = -319.3522, z = 737.7632, angle = 25.81344, collision = h0047B1
x = 894.3553, y = -319.1463, z = 736.8246, angle = 33.95432, collision = h0047B1
x = 893.5374, y = -319.0524, z = 735.607, angle = 45.93086, collision = h0047B1
x = 895.4941, y = -318.9279, z = 736.0851, angle = -74.7612, collision = h0047B1
x = 896.683, y = -318.6082, z = 735.6591, angle = -29.03705, collision = h0047B1
x = 897.5115, y = -317.505, z = 734.1722, angle = 0.9955137, collision = h0047B1
x = 897.5201, y = -317.1959, z = 732.9049, angle = 8.670351, collision = h0047B1
x = 894.5671, y = -316.6182, z = 729.6115, angle = 87.24316, collision = h0047B1
x = 893.1761, y = -316.5826, z = 729.5017, angle = 97.94611, collision = h0047B1
x = 886.3277, y = -316.4654, z = 729.5649, angle = 62.66932, collision = h0047B1
x = 884.9769, y = -316.5988, z = 728.9644, angle = 88.22488, collision = h0047B1
x = 882.9147, y = -316.7354, z = 731.7678, angle = 158.7158, collision = h0047B1
x = 882.6094, y = -318.3883, z = 733.0894, angle = 158.7158, collision = h0047B1
x = 880.748, y = -319.4011, z = 734.1732, angle = 105.3813, collision = h0047B1
x = 879.7239, y = -319.3639, z = 734.4233, angle = 168.9239, collision = h0047B1
x = 878.2919, y = -319.5582, z = 736.0843, angle = 169.1563, collision = h0047B1
x = 878.1719, y = -319.2552, z = 737.1686, angle = -158.8206, collision = h0047B1
x = 878.6194, y = -318.8017, z = 738.4092, angle = -133.1494, collision = h0047B1
x = 879.3391, y = -318.401, z = 739.1085, angle = -79.34304, collision = h0047B1
x = 880.4765, y = -318.5834, z = 738.766, angle = -8.814564, collision = h0047B1
x = 880.6682, y = -319.0355, z = 737.3896, angle = -16.12356, collision = h0047B1
x = 881.2297, y = -319.312, z = 736.0687, angle = -64.61274, collision = h0047B1
x = 882.4771, y = -319.3482, z = 735.5949, angle = -88.72809, collision = h0047B1
x = 883.499, y = -319.1947, z = 736.1765, angle = -167.7379, collision = h0047B1
x = 883.7316, y = -318.8903, z = 737.6343, angle = -177.1184, collision = h0047B1
x = 883.9525, y = -318.5477, z = 738.9165, angle = -142.2805, collision = h0047B1
x = 884.7077, y = -318.3239, z = 739.9297, angle = -66.72584, collision = h0047B1
x = 885.465, y = -318.512, z = 739.2667, angle = -51.84075, collision = h0047B1
x = 886.0736, y = -318.8096, z = 738.3273, angle = -50.70435, collision = h0047B1
x = 887.1403, y = -318.9684, z = 737.6505, angle = -92.02038, collision = h0047B1
x = 888.465, y = -318.6263, z = 737.699, angle = -85.98325, collision = h0047B1
x = 889.4947, y = -319.107, z = 737.4645, angle = -91.26759, collision = h0047B1
x = 890.8143, y = -319.2802, z = 737.4422, angle = -88.59824, collision = h0047B1
x = 891.8304, y = -319.3728, z = 737.4203, angle = -110.688, collision = h0047B1
x = 892.9981, y = -319.3077, z = 737.9299, angle = -145.4832, collision = h0047B1
x = 893.9885, y = -319.4353, z = 739.0484, angle = -115.816, collision = h0047B1
x = 895.2061, y = -319.5755, z = 739.5718, angle = -112.1476, collision = h0047B1
x = 896.4556, y = -319.5732, z = 740.3149, angle = -149.2208, collision = h0047B1
x = 897.1548, y = -319.2061, z = 749.0345, angle = -174.0611, collision = h0047B1
x = 897.2277, y = -319.041, z = 750.0582, angle = -177.8471, collision = h0047B1
x = 896.2144, y = -319.3099, z = 749.6064, angle = 74.74456, collision = h0047B1
x = 895.2159, y = -319.424, z = 749.3206, angle = 62.17917, collision = h0047B1
x = 894.0445, y = -319.5594, z = 748.8113, angle = 45.28011, collision = h0047B1
x = 892.9182, y = -319.6965, z = 748.5763, angle = -4.765122, collision = h0047B1
x = 892.9332, y = -319.8329, z = 747.2353, angle = -51.38862, collision = h0047B1
x = 893.7648, y = -319.6228, z = 746.1985, angle = 26.92549, collision = h0047B1
x = 893.2126, y = -319.5477, z = 745.0842, angle = 95.21627, collision = h0047B1
x = 891.7763, y = -319.2738, z = 745.0875, angle = 73.69202, collision = h0047B1
x = 890.4442, y = -319.0444, z = 744.5899, angle = 59.00364, collision = h0047B1
x = 889.4446, y = -318.7642, z = 743.9868, angle = 82.30234, collision = h0047B1
x = 888.4152, y = -318.68, z = 743.8127, angle = 128.8492, collision = h0047B1
x = 887.1909, y = -318.537, z = 744.6674, angle = 76.36383, collision = h0047B1
x = 886.0199, y = -318.5731, z = 744.5433, angle = 22.99718, collision = h0047B1
x = 885.4366, y = -318.5775, z = 743.256, angle = 4.362961, collision = h0047B1
x = 885.2823, y = -318.5608, z = 741.9634, angle = 30.78107, collision = h0047B1
x = 884.7153, y = -318.3356, z = 741.0095, angle = 65.23612, collision = h0047B1
x = 883.5715, y = -318.1953, z = 740.5274, angle = 134.9828, collision = h0047B1
x = 882.6223, y = -318.2343, z = 741.4926, angle = -172.3779, collision = h0047B1
x = 882.7233, y = -318.7549, z = 742.405, angle = 173.9339, collision = h0047B1
x = 882.2626, y = -319.1922, z = 743.6976, angle = 117.0444, collision = h0047B1
x = 881.0361, y = -319.5666, z = 744.2161, angle = 116.8948, collision = h0047B1
x = 879.79, y = -319.8178, z = 744.8456, angle = 121.2036, collision = h0066B1
x = 878.6646, y = -319.905, z = 745.6968, angle = 140.0681, collision = h0066B1
x = 877.7817, y = -319.9086, z = 746.7545, angle = 140.9601, collision = h0066B1
x = 877.1096, y = -319.8602, z = 747.5256, angle = 131.0085, collision = h0066B1
x = 875.9894, y = -319.788, z = 748.3492, angle = 119.9561, collision = h0066B1
x = 874.8344, y = -319.84, z = 749.03, angle = 135.4955, collision = h0066B1
x = 874.0951, y = -319.9304, z = 749.7426, angle = 140.7351, collision = h0066B1
x = 873.1898, y = -319.9526, z = 750.7634, angle = 126.6969, collision = h0066B1
x = 871.9708, y = -319.8257, z = 751.608, angle = 110.3084, collision = h0066B1
x = 870.856, y = -319.6402, z = 752.033, angle = 111.217, collision = h0066B1
x = 869.6329, y = -319.6795, z = 752.5204, angle = 67.40421, collision = h0044B1
x = 868.4123, y = -319.5935, z = 752.238, angle = 68.70538, collision = h0044B1
x = 867.1893, y = -319.4406, z = 752.095, angle = 84.2633, collision = h0044B1
x = 865.899, y = -318.9872, z = 752.1188, angle = -178.7253, collision = h0044B1
x = 866.0961, y = -319.0914, z = 753.2903, angle = -74.45685, collision = h0044B1
x = 869.6337, y = -319.6972, z = 753.629, angle = -163.1096, collision = h0044B1
x = 870.0636, y = -319.777, z = 754.8911, angle = -164.6529, collision = h0044B1
x = 870.3693, y = -319.7367, z = 755.8589, angle = -136.4333, collision = h0044B1
x = 871.3325, y = -319.6341, z = 756.7416, angle = -118.0352, collision = h0044B1
x = 872.2199, y = -319.6208, z = 757.2246, angle = -147.9558, collision = h0044B1
x = 872.8942, y = -319.556, z = 758.2779, angle = -161.716, collision = h0044B1
x = 873.3571, y = -319.2847, z = 759.6143, angle = -155.5927, collision = h0044B1
x = 874.0236, y = -319.2879, z = 760.9166, angle = -143.121, collision = h0044B1
x = 874.8622, y = -319.2581, z = 762.0556, angle = -142.7444, collision = h0044B1
x = 875.6974, y = -318.9839, z = 763.1514, angle = -154.9969, collision = h0044B1
x = 876.1839, y = -318.7381, z = 764.0325, angle = -153.9295, collision = h0044B1
x = 876.8649, y = -318.6886, z = 765.2101, angle = -135.486, collision = h0044B1
x = 877.8669, y = -318.7024, z = 766.1147, angle = -113.1621, collision = h0044B1
x = 879.1755, y = -318.7842, z = 766.7742, angle = -126.8752, collision = h0044B1
x = 880.1414, y = -318.5124, z = 767.561, angle = -142.8671, collision = h0044B1
x = 881.0425, y = -318.2632, z = 768.7449, angle = -136.6256, collision = h0044B1
x = 882.028, y = -318.0606, z = 769.8089, angle = -132.8289, collision = h0044B1
x = 882.9604, y = -318.0696, z = 770.6674, angle = -131.693, collision = h0044B1
x = 884.0726, y = -318.1236, z = 771.6559, angle = -129.8234, collision = h0044B1
x = 885.1739, y = -318.0356, z = 772.6277, angle = -138.9824, collision = h0044B1
x = 886.0298, y = -317.8515, z = 773.6119, angle = -131.1489, collision = h0044B1
x = 887.0179, y = -317.8296, z = 774.5146, angle = -128.7525, collision = h0044B1
x = 888.1332, y = -317.6732, z = 775.3522, angle = -123.7454, collision = h0044B1
x = 889.2518, y = -317.6944, z = 776.1536, angle = -135.7587, collision = h0044B1
x = 890.2084, y = -317.4249, z = 777.1693, angle = -148.5397, collision = h0044B1
x = 891.0267, y = -317.1073, z = 778.4987, angle = -151.6674, collision = h0044B1
x = 891.6355, y = -316.8489, z = 779.6921, angle = -163.7358, collision = h0044B1
x = 891.9694, y = -316.4915, z = 780.7226, angle = -158.7823, collision = h0044B1
x = 892.4064, y = -316.1344, z = 781.873, angle = -160.9297, collision = h0044B1
x = 892.7426, y = -315.6363, z = 783.3066, angle = 161.2411, collision = h0044B1
x = 892.4895, y = -315.1409, z = 784.3264, angle = 143.2104, collision = h0044B1
x = 891.811, y = -314.6718, z = 785.4549, angle = 162.3766, collision = h0044B1
x = 891.377, y = -313.8766, z = 786.8782, angle = 173.7861, collision = h0044B1
x = 891.2621, y = -313.3307, z = 787.7332, angle = -161.6914, collision = h0044B1
x = 891.6272, y = -312.9248, z = 788.8586, angle = -157.8769, collision = h0044B1
x = 892.1193, y = -312.3741, z = 790.0042, angle = -157.4971, collision = h0044B1
x = 892.6938, y = -311.7739, z = 791.369, angle = -175.1263, collision = h0044B1
x = 892.6788, y = -311.1403, z = 792.6185, angle = 140.6975, collision = h0044B1
x = 891.5556, y = -310.7547, z = 793.4012, angle = 61.16214, collision = h0044B1
x = 890.2884, y = -310.851, z = 793.0883, angle = 106.8618, collision = h0044B1
x = 892.6252, y = -310.5599, z = 793.6429, angle = -58.29568, collision = h0044B1
x = 889.546, y = -310.5774, z = 793.8237, angle = 117.5669, collision = h0044B1
x = 888.6103, y = -310.433, z = 794.1912, angle = 118.8774, collision = h0044B1
x = 887.7275, y = -310.3849, z = 794.6825, angle = 103.2015, collision = h0044B1
x = 886.465, y = -310.7003, z = 794.9974, angle = 75.17206, collision = h0044B1
x = 885.3197, y = -310.8691, z = 794.7117, angle = 36.50937, collision = h0044B1
x = 884.5643, y = -310.8181, z = 793.6631, angle = -3.931279, collision = h0044B1
x = 884.1715, y = -310.6507, z = 794.7128, angle = 160.2207, collision = h0044B1
x = 883.6589, y = -310.5294, z = 795.7053, angle = 156.7593, collision = h0044B1
x = 882.7218, y = -313.681, z = 798.7236, angle = 152.2153, collision = h0052B1
x = 883.8839, y = -313.8406, z = 798.8729, angle = -78.0322, collision = h0052B1
x = 884.9759, y = -313.8056, z = 798.6163, angle = -83.0078, collision = h0052B1
x = 886.1278, y = -313.7638, z = 798.4714, angle = -88.78798, collision = h0052B1
x = 887.6147, y = -313.9266, z = 798.4213, angle = -79.15165, collision = h0052B1
x = 888.919, y = -313.7042, z = 798.2092, angle = -77.50623, collision = h0052B1
x = 890.1465, y = -313.5773, z = 798.1036, angle = -110.6508, collision = h0052B1
x = 891.2763, y = -313.3904, z = 798.4734, angle = -58.97409, collision = h0052B1
x = 888.1768, y = -313.8195, z = 797.4031, angle = 37.64004, collision = h0052B1
x = 887.0276, y = -313.8315, z = 796.9649, angle = 127.1274, collision = h0052B1
x = 883.7798, y = -313.8574, z = 800.1718, angle = 99.12444, collision = h0052B1
x = 882.526, y = -313.7116, z = 800.3862, angle = 105.6396, collision = h0052B1
x = 881.1115, y = -313.5955, z = 800.7739, angle = 154.6412, collision = h0052B1
x = 880.6591, y = -313.5468, z = 801.9312, angle = -171.5276, collision = h0052B1
x = 880.7186, y = -313.7517, z = 803.4053, angle = 106.4156, collision = h0052B1
x = 879.516, y = -313.6349, z = 803.812, angle = 92.97709, collision = h0052B1
x = 878.1147, y = -313.3984, z = 804.1285, angle = -164.4384, collision = h0052B1
x = 878.5342, y = -313.4417, z = 805.4567, angle = 148.6061, collision = h0052B1
x = 878.0021, y = -313.2191, z = 806.5767, angle = 117.8744, collision = h0052B1
x = 877.468, y = -313.0002, z = 807.6472, angle = -131.5984, collision = h0052B1
x = 878.5063, y = -313.1942, z = 808.6521, angle = 168.7191, collision = h0052B1
x = 878.3569, y = -313.0234, z = 809.9064, angle = 158.1222, collision = h0052B1
x = 878.0089, y = -312.8054, z = 810.8571, angle = -142.9781, collision = h0052B1
x = 878.7651, y = -312.7336, z = 811.8863, angle = -103.9671, collision = h0052B1
x = 879.7512, y = -312.6837, z = 812.1678, angle = -84.15471, collision = h0052B1
x = 880.8685, y = -312.683, z = 812.2238, angle = 164.4562, collision = h0052B1
x = 880.2315, y = -312.4992, z = 813.079, angle = 122.339, collision = h0052B1
x = 878.9365, y = -312.3857, z = 813.5173, angle = 102.4774, collision = h0052B1
x = 877.6688, y = -312.1275, z = 813.8287, angle = 119.9264, collision = h0052B1
x = 876.3165, y = -311.8884, z = 814.4325, angle = 156.338, collision = h0052B1
x = 875.9481, y = -311.7349, z = 815.4418, angle = -102.6982, collision = h0052B1
x = 877.3187, y = -311.8214, z = 815.4964, angle = -74.452, collision = h0052B1
x = 878.5849, y = -311.9419, z = 815.2268, angle = -131.9367, collision = h0052B1
x = 879.5958, y = -311.8375, z = 816.1817, angle = -152.7323, collision = h0052B1
x = 880.3827, y = -311.6796, z = 817.2057, angle = -104.9039, collision = h0052B1
x = 881.8123, y = -311.5622, z = 817.6142, angle = -117.3251, collision = h0052B1
x = 882.8144, y = -311.5003, z = 818.0781, angle = -117.3251, collision = h0052B1
x = 882.0671, y = -311.3599, z = 819.2369, angle = -172.4773, collision = h0052B1
x = 882.2384, y = -311.4361, z = 820.5443, angle = -164.1585, collision = h0052B1
x = 882.8345, y = -311.4137, z = 821.8726, angle = -103.3958, collision = h0052B1
