# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -220.4893, y = -150.9377, z = 104.9534, angle = 162.5329, collision = h0013B0
x = -220.8108, y = -151.2835, z = 105.9599, angle = 161.4213, collision = h0013B0
x = -221.14, y = -151.6169, z = 106.9276, angle = 172.9332, collision = h0013B0
x = -221.3076, y = -152.0265, z = 108.1479, angle = 173.9719, collision = h0013B0
x = -221.4518, y = -152.4007, z = 109.2637, angle = 171.0238, collision = h0013B0
x = -221.6403, y = -152.8024, z = 110.4574, angle = 171.4037, collision = h0013B0
x = -221.8282, y = -153.1488, z = 111.4831, angle = 157.7783, collision = h0013B0
x = -222.1075, y = -153.5218, z = 112.5778, angle = -153.6851, collision = h0013B0
x = -219.0002, y = -149.8279, z = 101.7097, angle = -45.75999, collision = h0012B0
x = -210.8116, y = -142.3803, z = 83.32533, angle = -73.00109, collision = h0012B0
x = -210.4433, y = -142.3358, z = 79.67654, angle = 30.57794, collision = h0012B0
x = -210.6506, y = -146.7492, z = 78.37508, angle = -20.09412, collision = h0012B0
x = -213.3734, y = -146.6127, z = 73.91223, angle = 68.2054, collision = h0012B0
x = -220.763, y = -150.2761, z = 74.46243, angle = 120.2088, collision = h0012B0
x = -222.928, y = -150.2811, z = 73.01212, angle = 64.81337, collision = h0012B0
x = -222.4816, y = -150.2831, z = 72.06353, angle = -73.85306, collision = h0012B0
x = -221.397, y = -150.3083, z = 71.76554, angle = -89.47157, collision = h0012B0
x = -220.3461, y = -150.3254, z = 71.73248, angle = -67.43563, collision = h0012B0
x = -219.8773, y = -150.3347, z = 70.75587, angle = 60.76635, collision = h0012B0
x = -220.9254, y = -150.3662, z = 70.60629, angle = 89.46475, collision = h0012B0
x = -222.0493, y = -150.4193, z = 70.59763, angle = 68.12311, collision = h0012B0
x = -222.2541, y = -150.5003, z = 69.57087, angle = -21.9963, collision = h0012B0
x = -222.2289, y = -150.5145, z = 68.52217, angle = 31.85663, collision = h0012B0
x = -222.6939, y = -151.0926, z = 67.6722, angle = 10.56297, collision = h0017B0
x = -221.1009, y = -150.9007, z = 67.95506, angle = -143.2763, collision = h0012B0
x = -220.3777, y = -150.9676, z = 68.77454, angle = -128.5679, collision = h0012B0
x = -219.4536, y = -150.8148, z = 69.32377, angle = -55.26082, collision = h0012B0
x = -219.2888, y = -151.3012, z = 68.21513, angle = 36.9384, collision = h0017B0
x = -220.1448, y = -151.4006, z = 67.47971, angle = 41.32701, collision = h0017B0
x = -220.2835, y = -151.4748, z = 66.48213, angle = -22.01494, collision = h0017B0
x = -219.257, y = -151.593, z = 66.19749, angle = -125.0364, collision = h0017B0
x = -218.246, y = -151.6433, z = 66.86152, angle = -127.6614, collision = h1600B0
x = -217.5257, y = -151.8391, z = 67.59652, angle = -146.4678, collision = h0017B0
x = -216.8329, y = -151.6942, z = 68.49441, angle = -109.3648, collision = h0017B0
x = -215.8448, y = -152.0009, z = 68.1907, angle = -12.31957, collision = h0017B0
x = -215.5929, y = -152.2995, z = 67.04021, angle = -11.46031, collision = h1600B0
x = -215.0289, y = -152.4579, z = 66.15501, angle = -71.30946, collision = h1600B0
x = -214.7531, y = -152.8339, z = 65.06066, angle = 13.39661, collision = h0017B0
x = -214.6187, y = -152.5349, z = 67.44165, angle = -114.7681, collision = h0017B0
x = -213.6692, y = -152.8036, z = 67.10761, angle = -26.67268, collision = h1600B0
x = -213.2568, y = -152.9758, z = 66.05101, angle = -15.09811, collision = h1600B0
x = -212.5867, y = -153.1544, z = 65.1672, angle = -128.429, collision = h1600B0
x = -212.0205, y = -153.2126, z = 66.04632, angle = -131.5884, collision = h1600B0
x = -211.2381, y = -153.3164, z = 66.84936, angle = -30.0027, collision = h1600B0
x = -210.6559, y = -153.4727, z = 66.03126, angle = -63.43123, collision = h1600B0
x = -209.6013, y = -153.6311, z = 66.30869, angle = -161.9296, collision = h1600B0
x = -209.0239, y = -153.7677, z = 67.25479, angle = -112.3574, collision = h0017B0
x = -208.2924, y = -153.8288, z = 66.40251, angle = -62.80276, collision = h1600B0
x = -207.2625, y = -154.0305, z = 66.33483, angle = -108.3673, collision = h1600B0
x = -206.2863, y = -154.2651, z = 66.06645, angle = -45.13612, collision = h1600B0
x = -205.2946, y = -154.3227, z = 66.21647, angle = -150.2605, collision = h1600B0
x = -204.66, y = -154.3238, z = 65.34962, angle = 25.00751, collision = h1600B0
x = -205.6043, y = -154.3227, z = 64.92496, angle = 46.75419, collision = h1600B0
x = -206.4173, y = -154.455, z = 64.14697, angle = 44.07192, collision = h0016B0
x = -207.1939, y = -154.5216, z = 63.36524, angle = 49.00866, collision = h0016B0
x = -207.9327, y = -154.5216, z = 62.52583, angle = 44.76525, collision = h0016B0
x = -208.5754, y = -154.4739, z = 61.62066, angle = 23.22533, collision = h0016B0
x = -209.1085, y = -154.5218, z = 60.64597, angle = 44.47568, collision = h0016B0
x = -209.2965, y = -154.7953, z = 59.64911, angle = -30.1144, collision = h0016B0
x = -208.9371, y = -154.778, z = 58.60699, angle = 1.424012, collision = h0016B0
x = -208.8373, y = -154.625, z = 57.50183, angle = -31.20137, collision = h0016B0
x = -208.2361, y = -154.4151, z = 56.55314, angle = -26.8036, collision = h0016B0
x = -207.6675, y = -154.5216, z = 55.58803, angle = -32.45976, collision = h0016B0
x = -207.0744, y = -154.5216, z = 54.63335, angle = -27.7077, collision = h0016B0
x = -206.5336, y = -154.5216, z = 53.6478, angle = -45.29145, collision = h0016B0
x = -205.7362, y = -154.5216, z = 52.8558, angle = -56.43952, collision = h0016B0
x = -204.8032, y = -154.5216, z = 52.23116, angle = -58.95929, collision = h0016B0
x = -203.779, y = -154.5216, z = 51.77483, angle = -71.92181, collision = h0016B0
x = -202.7058, y = -154.5216, z = 51.44544, angle = -75.12905, collision = h0016B0
x = -201.7551, y = -154.4947, z = 50.94376, angle = -26.63539, collision = h0016B0
x = -201.1758, y = -154.5216, z = 50.0565, angle = -101.0799, collision = h0016B0
x = -200.1767, y = -154.4876, z = 50.51179, angle = -133.7991, collision = h0016B0
x = -199.3638, y = -154.5216, z = 51.25994, angle = -78.79418, collision = h0016B0
x = -198.3292, y = -154.5216, z = 51.57594, angle = -109.4103, collision = h0016B0
x = -197.3594, y = -154.5216, z = 52.01639, angle = -128.0886, collision = h0016B0
x = -196.4389, y = -154.5132, z = 52.66937, angle = -123.0582, collision = h0016B0
x = -195.5034, y = -154.511, z = 53.29915, angle = -133.4619, collision = h0016B0
x = -194.8117, y = -154.5127, z = 54.19001, angle = -149.7488, collision = h0016B0
x = -194.3493, y = -154.4772, z = 55.12318, angle = -143.0003, collision = h0016B0
x = -193.6448, y = -154.5216, z = 55.96572, angle = -149.9635, collision = h0016B0
x = -193.1896, y = -154.4523, z = 57.04391, angle = -159.9446, collision = h0016B0
x = -192.8144, y = -154.7333, z = 58.07465, angle = -167.3414, collision = h0016B0
x = -192.6697, y = -154.7667, z = 59.18575, angle = 171.2427, collision = h0016B0
x = -192.8286, y = -154.6903, z = 60.28901, angle = 164.4336, collision = h0016B0
x = -193.2361, y = -154.4308, z = 61.38678, angle = 147.2384, collision = h0016B0
x = -193.8106, y = -154.5216, z = 62.33666, angle = 152.6266, collision = h0016B0
x = -194.4054, y = -154.5216, z = 63.25452, angle = 149.8344, collision = h0016B0
x = -195.0545, y = -154.5216, z = 64.07846, angle = 147.9734, collision = h0016B0
x = -195.8355, y = -154.5216, z = 64.82249, angle = 126.4366, collision = h0016B0
x = -196.7325, y = -154.5216, z = 65.39402, angle = 130.1434, collision = h0016B0
x = -197.7647, y = -154.5216, z = 65.98054, angle = 115.2932, collision = h0016B0
x = -198.8165, y = -154.5216, z = 66.36389, angle = 102.9622, collision = h0016B0
x = -199.8453, y = -154.5216, z = 66.57264, angle = 104.3827, collision = h0016B0
x = -200.8428, y = -154.3651, z = 66.20398, angle = 73.65526, collision = h1600B0
x = -201.6586, y = -154.3739, z = 65.60831, angle = 73.40445, collision = h1600B0
x = -202.7779, y = -154.3806, z = 65.30494, angle = 80.50005, collision = h1600B0
x = -203.9949, y = -154.3209, z = 64.58654, angle = 17.00429, collision = h1600B0
x = -202.8076, y = -154.282, z = 64.27226, angle = -36.31971, collision = h1600B0
x = -202.006, y = -154.2949, z = 63.65046, angle = -117.0032, collision = h1600B0
x = -201.1635, y = -154.2607, z = 64.27579, angle = -102.3963, collision = h1600B0
x = -198.7254, y = -160.1033, z = 64.30926, angle = -89.00262, collision = h1600B0
x = -199.5214, y = -160.2365, z = 65.0355, angle = -177.9462, collision = h1600B0
x = -199.8293, y = -160.2355, z = 65.99848, angle = 3.648332, collision = h1600B0
x = -199.7703, y = -160.2287, z = 63.96589, angle = -64.61979, collision = h1600B0
x = -197.703, y = -160.5435, z = 63.99865, angle = -101.6396, collision = h1600B0
x = -196.5733, y = -160.8602, z = 64.23645, angle = -123.1832, collision = h1600B0
x = -195.6146, y = -161.0125, z = 64.99348, angle = -145, collision = h0023B0
x = -194.3386, y = -161.1611, z = 66.81577, angle = 85.48602, collision = h2200B0
x = -193.6077, y = -161.2646, z = 70.85886, angle = 85.20056, collision = h2200B0
x = -193.573, y = -160.9399, z = 71.94161, angle = 171.1326, collision = h2200B0
x = -193.9374, y = -160.6531, z = 72.99432, angle = 179.1417, collision = h2200B0
x = -193.7759, y = -160.3271, z = 74.08677, angle = -158.1443, collision = h2200B0
x = -193.3625, y = -159.9818, z = 75.12349, angle = 165.4393, collision = h2200B0
x = -193.7551, y = -159.7345, z = 76.18488, angle = 153.987, collision = h2200B0
x = -192.6618, y = -159.6958, z = 76.19484, angle = -64.85605, collision = h2200B0
x = -191.6334, y = -159.7321, z = 75.81873, angle = -89.80438, collision = h2200B0
x = -190.4879, y = -159.7159, z = 75.93845, angle = -121.5937, collision = h2200B0
x = -189.8165, y = -159.6461, z = 76.72738, angle = 160.2813, collision = h2200B0
x = -190.8027, y = -159.61, z = 76.94408, angle = 106.9219, collision = h2200B0
x = -193.072, y = -159.5821, z = 77.30711, angle = 97.56916, collision = h2200B0
x = -195.3997, y = -168.2824, z = 76.2322, angle = 138.7665, collision = h2200B0
x = -195.3954, y = -168.3462, z = 75.1686, angle = 49.77974, collision = h2200B0
x = -196.1728, y = -168.278, z = 74.42601, angle = 24.61402, collision = h2200B0
x = -195.7588, y = -168.2297, z = 73.43002, angle = -59.61352, collision = h2200B0
x = -197.6327, y = -177.0933, z = 73.06567, angle = 157.2458, collision = h2200B0
x = -197.6866, y = -177.1391, z = 74.17702, angle = 80.02965, collision = h2200B0
x = -197.722, y = -177.1001, z = 72.0603, angle = 102.2381, collision = h2200B0
x = -198.6763, y = -177.1601, z = 72.55149, angle = 113.8516, collision = h0024B0
x = -199.6724, y = -177.3728, z = 73.01862, angle = 96.54285, collision = h0024B0
x = -200.6844, y = -177.2593, z = 72.69216, angle = 47.40551, collision = h0024B0
x = -201.7899, y = -177.1141, z = 72.56612, angle = 156.2199, collision = h0024B0
x = -201.3281, y = -177.3569, z = 73.46906, angle = -69.93176, collision = h0024B0
x = -199.8952, y = -177.1322, z = 71.95186, angle = 60.45762, collision = h0024B0
x = -198.9363, y = -177.0453, z = 71.52017, angle = -46.40257, collision = h0024B0
x = -199.0085, y = -176.9764, z = 70.43813, angle = 32.17395, collision = h1699B0
x = -199.5158, y = -176.7666, z = 69.1406, angle = -1.416882, collision = h1699B0
x = -199.5339, y = -176.5025, z = 68.02424, angle = 12.83537, collision = h1699B0
x = -199.7883, y = -176.4496, z = 66.92929, angle = 9.852193, collision = h1699B0
x = -199.7912, y = -176.3905, z = 65.83016, angle = -26.28805, collision = h1699B0
x = -199.4932, y = -176.3882, z = 64.79855, angle = -4.385159, collision = h1699B0
x = -199.4019, y = -176.396, z = 63.78528, angle = -10.61267, collision = h1699B0
x = -200.7623, y = -176.3518, z = 66.20825, angle = 45.28764, collision = h1699B0
x = -201.3675, y = -176.3401, z = 65.40865, angle = 17.76659, collision = h1699B0
x = -201.8984, y = -176.3392, z = 64.52317, angle = 39.32599, collision = h1699B0
x = -202.4846, y = -176.3264, z = 63.68137, angle = 31.52274, collision = h1699B0
x = -203.0387, y = -176.313, z = 62.79628, angle = 32.77622, collision = h1699B0
x = -203.5567, y = -176.2999, z = 61.91069, angle = 25.53144, collision = h1699B0
x = -204.0284, y = -176.3377, z = 60.97761, angle = 27.95825, collision = h1699B0
x = -204.5135, y = -176.3246, z = 60.07669, angle = 29.36378, collision = h1699B0
x = -205.022, y = -176.3112, z = 59.15783, angle = 28.90067, collision = h1699B0
x = -205.5155, y = -176.2979, z = 58.26615, angle = 29.05896, collision = h1699B0
x = -206.0308, y = -176.3397, z = 57.34586, angle = 29.38791, collision = h1699B0
x = -206.5165, y = -176.3366, z = 56.45638, angle = 24.67377, collision = h1699B0
x = -206.7817, y = -176.3309, z = 55.46369, angle = -53.82158, collision = h1699B0
x = -205.9232, y = -176.4178, z = 54.86329, angle = -61.42076, collision = h1699B0
x = -204.9906, y = -176.404, z = 54.36554, angle = -61.05942, collision = h1699B0
x = -204.1203, y = -176.4404, z = 53.85274, angle = -59.45894, collision = h1699B0
x = -203.2132, y = -176.4273, z = 53.32735, angle = -60.36451, collision = h1699B0
x = -202.3019, y = -176.4137, z = 52.81223, angle = -60.84585, collision = h1699B0
x = -201.3883, y = -176.4002, z = 52.31034, angle = -61.59346, collision = h1699B0
x = -200.4818, y = -176.4411, z = 51.8279, angle = -64.28466, collision = h1699B0
x = -202.4332, y = -177.3113, z = 73.69345, angle = 73.86024, collision = h0024B0
x = -203.4983, y = -177.2009, z = 73.77096, angle = 141.4512, collision = h0024B0
x = -203.9739, y = -177.3517, z = 74.71774, angle = 166.8658, collision = h0024B0
x = -204.2091, y = -177.7561, z = 75.80277, angle = -161.5761, collision = h0024B0
x = -204.2534, y = -178.0873, z = 76.89182, angle = 104.871, collision = h0024B0
x = -204.9871, y = -178.3988, z = 77.72859, angle = -123.0265, collision = h0024B0
x = -204.0778, y = -178.4568, z = 78.39996, angle = 179.7266, collision = h0024B0
x = -204.7106, y = -178.7803, z = 79.29637, angle = 84.00665, collision = h0024B0
x = -205.7275, y = -178.9561, z = 79.54462, angle = -157.3848, collision = h0024B0
x = -205.0249, y = -179.1612, z = 80.34468, angle = -146.612, collision = h0024B0
x = -206.0386, y = -179.1626, z = 80.91689, angle = 159.0738, collision = h0024B0
x = -206.106, y = -179.2947, z = 81.9863, angle = -141.6786, collision = h0024B0
x = -205.3714, y = -179.5072, z = 82.82049, angle = 147.3144, collision = h0024B0
x = -206.1149, y = -179.812, z = 83.70281, angle = 144.3717, collision = h0024B0
x = -207.0639, y = -179.1075, z = 81.18758, angle = 104.5399, collision = h0024B0
x = -207.8626, y = -179.0969, z = 81.90221, angle = -169.1977, collision = h0024B0
x = -207.6103, y = -179.2408, z = 82.93255, angle = -163.6686, collision = h0024B0
x = -207.461, y = -179.4567, z = 83.92354, angle = 88.23285, collision = h0024B0
x = -208.4725, y = -179.2462, z = 83.85648, angle = 60.24018, collision = h0024B0
x = -209.4503, y = -178.8478, z = 83.2643, angle = 84.35033, collision = h0024B0
x = -210.0692, y = -178.9547, z = 84.20525, angle = 164.2319, collision = h0024B0
x = -211.05, y = -178.5741, z = 84.56929, angle = 86.84168, collision = h0024B0
x = -211.4064, y = -178.465, z = 83.58371, angle = -4.132674, collision = h0024B0
x = -212.1087, y = -178.4272, z = 84.38267, angle = 169.8826, collision = h0024B0
x = -212.6953, y = -178.4022, z = 85.22643, angle = 40.65423, collision = h0024B0
x = -213.2994, y = -178.3111, z = 84.40112, angle = 33.77095, collision = h0024B0
x = -214.1785, y = -178.1877, z = 83.7104, angle = 166.3616, collision = h0024B0
x = -214.6428, y = -178.175, z = 84.62215, angle = 83.04411, collision = h0024B0
x = -215.505, y = -178.0282, z = 83.8287, angle = 79.69508, collision = h0024B0
x = -216.3708, y = -177.9502, z = 84.36886, angle = 161.9228, collision = h0024B0
x = -217.2242, y = -177.8892, z = 84.90165, angle = 33.54707, collision = h0024B0
x = -218.061, y = -177.9732, z = 84.20654, angle = 112.8538, collision = h0024B0
x = -218.7543, y = -178.4968, z = 84.68669, angle = 161.6141, collision = h0024B0
x = -219.772, y = -178.9554, z = 85.06882, angle = 69.89718, collision = h0024B0
x = -220.8229, y = -179.1807, z = 84.69366, angle = 124.2749, collision = h0024B0
x = -221.8165, y = -179.3214, z = 85.24998, angle = 107.4666, collision = h0024B0
x = -222.8606, y = -179.2661, z = 85.00587, angle = 107.7446, collision = h0024B0
x = -223.857, y = -179.1801, z = 85.21556, angle = 64.87077, collision = h0024B0
x = -224.7846, y = -179.1024, z = 84.693, angle = 85.11489, collision = h0024B0
x = -225.8278, y = -179.0203, z = 84.92231, angle = 155.8037, collision = h0024B0
x = -224.3038, y = -179.1151, z = 86.15108, angle = -148.3696, collision = h0024B0
x = -223.5553, y = -179.1254, z = 86.93903, angle = -156.4037, collision = h0024B0
x = -223.9884, y = -179.1156, z = 88.02235, angle = -161.5239, collision = h0024B0
x = -226.221, y = -182.6695, z = 88.74593, angle = 105.1309, collision = h0024B0
x = -225.9613, y = -182.6554, z = 87.65947, angle = -89.86368, collision = h0024B0
x = -225.6457, y = -182.8603, z = 89.65818, angle = -167.6514, collision = h0024B0
x = -225.4424, y = -182.965, z = 90.72796, angle = -173.3954, collision = h0024B0
x = -225.2823, y = -183.0866, z = 91.81104, angle = -88.02402, collision = h0024B0
x = -226.9513, y = -182.9076, z = 89.59984, angle = 120.8254, collision = h0024B0
x = -228.5357, y = -183.672, z = 90.5667, angle = 132.7899, collision = h0024B0
x = -228.9637, y = -183.8403, z = 91.49251, angle = 124.5022, collision = h0024B0
x = -229.9309, y = -183.8366, z = 92.06137, angle = 71.37615, collision = h0024B0
x = -230.6201, y = -183.7779, z = 91.31913, angle = 7.735572, collision = h0024B0
